"","ObservedDate","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"343","7/28/2021","NJ",2021,209,"7/18/2018","7/17/2018",1106,1107,24
"344","7/29/2021","NJ",2021,210,"7/18/2018","7/17/2018",1107,1108,7
"345","7/30/2021","NJ",2021,211,"7/18/2018","7/17/2018",1108,1109,15
"346","7/31/2021","NJ",2021,212,"7/18/2018","7/17/2018",1109,1110,18
"347","8/1/2021","NJ",2021,213,"7/18/2018","7/17/2018",1110,1111,10
"348","8/2/2021","NJ",2021,214,"7/18/2018","7/17/2018",1111,1112,21
"349","8/3/2021","NJ",2021,215,"7/18/2018","7/17/2018",1112,1113,26
"350","8/4/2021","NJ",2021,216,"7/18/2018","7/17/2018",1113,1114,16
"351","8/5/2021","NJ",2021,217,"7/18/2018","7/17/2018",1114,1115,22
"352","8/6/2021","NJ",2021,218,"7/18/2018","7/17/2018",1115,1116,33
"353","8/7/2021","NJ",2021,219,"7/18/2018","7/17/2018",1116,1117,38
"354","8/8/2021","NJ",2021,220,"7/18/2018","7/17/2018",1117,1118,25
"355","8/9/2021","NJ",2021,221,"7/18/2018","7/17/2018",1118,1119,22
"356","8/10/2021","NJ",2021,222,"7/18/2018","7/17/2018",1119,1120,15
"357","8/11/2021","NJ",2021,223,"7/18/2018","7/17/2018",1120,1121,19
"358","8/12/2021","NJ",2021,224,"7/18/2018","7/17/2018",1121,1122,15
"359","8/13/2021","NJ",2021,225,"7/18/2018","7/17/2018",1122,1123,18
"360","8/14/2021","NJ",2021,226,"7/18/2018","7/17/2018",1123,1124,28
"361","8/15/2021","NJ",2021,227,"7/18/2018","7/17/2018",1124,1125,22
"362","8/16/2021","NJ",2021,228,"7/18/2018","7/17/2018",1125,1126,22
"363","8/17/2021","NJ",2021,229,"7/18/2018","7/17/2018",1126,1127,23
"364","8/18/2021","NJ",2021,230,"7/18/2018","7/17/2018",1127,1128,19
"365","8/19/2021","NJ",2021,231,"7/18/2018","7/17/2018",1128,1129,16
"366","8/20/2021","NJ",2021,232,"7/18/2018","7/17/2018",1129,1130,11
"367","8/21/2021","NJ",2021,233,"7/18/2018","7/17/2018",1130,1131,24
"368","8/22/2021","NJ",2021,234,"7/18/2018","7/17/2018",1131,1132,4
"369","8/23/2021","NJ",2021,235,"7/18/2018","7/17/2018",1132,1133,6
"370","8/24/2021","NJ",2021,236,"7/18/2018","7/17/2018",1133,1134,34
"371","8/25/2021","NJ",2021,237,"7/18/2018","7/17/2018",1134,1135,12
"372","8/26/2021","NJ",2021,238,"7/18/2018","7/17/2018",1135,1136,21
"373","8/27/2021","NJ",2021,239,"7/18/2018","7/17/2018",1136,1137,17
"374","8/28/2021","NJ",2021,240,"7/18/2018","7/17/2018",1137,1138,41
"375","8/29/2021","NJ",2021,241,"7/18/2018","7/17/2018",1138,1139,15
"376","8/30/2021","NJ",2021,242,"7/18/2018","7/17/2018",1139,1140,11
"377","8/31/2021","NJ",2021,243,"7/18/2018","7/17/2018",1140,1141,18
"378","9/1/2021","NJ",2021,244,"7/18/2018","7/17/2018",1141,1142,5
"379","9/2/2021","NJ",2021,245,"7/18/2018","7/17/2018",1142,1143,7
"380","9/3/2021","NJ",2021,246,"7/18/2018","7/17/2018",1143,1144,10
"381","9/4/2021","NJ",2021,247,"7/18/2018","7/17/2018",1144,1145,17
"382","9/5/2021","NJ",2021,248,"7/18/2018","7/17/2018",1145,1146,11
"383","9/6/2021","NJ",2021,249,"7/18/2018","7/17/2018",1146,1147,19
"384","9/7/2021","NJ",2021,250,"7/18/2018","7/17/2018",1147,1148,17
"385","9/8/2021","NJ",2021,251,"7/18/2018","7/17/2018",1148,1149,9
"386","9/9/2021","NJ",2021,252,"7/18/2018","7/17/2018",1149,1150,7
"387","9/10/2021","NJ",2021,253,"7/18/2018","7/17/2018",1150,1151,28
"388","9/11/2021","NJ",2021,254,"7/18/2018","7/17/2018",1151,1152,39
"389","9/12/2021","NJ",2021,255,"7/18/2018","7/17/2018",1152,1153,30
"390","9/13/2021","NJ",2021,256,"7/18/2018","7/17/2018",1153,1154,38
"391","9/14/2021","NJ",2021,257,"7/18/2018","7/17/2018",1154,1155,38
"392","9/15/2021","NJ",2021,258,"7/18/2018","7/17/2018",1155,1156,29
"393","9/16/2021","NJ",2021,259,"7/18/2018","7/17/2018",1156,1157,26
"394","9/17/2021","NJ",2021,260,"7/18/2018","7/17/2018",1157,1158,12
"395","9/18/2021","NJ",2021,261,"7/18/2018","7/17/2018",1158,1159,26
"396","9/19/2021","NJ",2021,262,"7/18/2018","7/17/2018",1159,1160,20
"397","9/20/2021","NJ",2021,263,"7/18/2018","7/17/2018",1160,1161,6
"398","9/21/2021","NJ",2021,264,"7/18/2018","7/17/2018",1161,1162,15
"399","9/22/2021","NJ",2021,265,"7/18/2018","7/17/2018",1162,1163,54
"400","9/23/2021","NJ",2021,266,"7/18/2018","7/17/2018",1163,1164,18
"401","9/24/2021","NJ",2021,267,"7/18/2018","7/17/2018",1164,1165,22
"402","9/25/2021","NJ",2021,268,"7/18/2018","7/17/2018",1165,1166,21
"403","9/26/2021","NJ",2021,269,"7/18/2018","7/17/2018",1166,1167,13
"404","9/27/2021","NJ",2021,270,"7/18/2018","7/17/2018",1167,1168,13
"405","9/28/2021","NJ",2021,271,"7/18/2018","7/17/2018",1168,1169,17
"406","9/29/2021","NJ",2021,272,"7/18/2018","7/17/2018",1169,1170,14
"407","9/30/2021","NJ",2021,273,"7/18/2018","7/17/2018",1170,1171,21
"408","10/1/2021","NJ",2021,274,"7/18/2018","7/17/2018",1171,1172,9
"409","10/2/2021","NJ",2021,275,"7/18/2018","7/17/2018",1172,1173,37
"410","10/3/2021","NJ",2021,276,"7/18/2018","7/17/2018",1173,1174,25
"411","10/4/2021","NJ",2021,277,"7/18/2018","7/17/2018",1174,1175,14
"412","10/5/2021","NJ",2021,278,"7/18/2018","7/17/2018",1175,1176,6
"413","10/6/2021","NJ",2021,279,"7/18/2018","7/17/2018",1176,1177,12
"414","10/7/2021","NJ",2021,280,"7/18/2018","7/17/2018",1177,1178,21
"415","10/8/2021","NJ",2021,281,"7/18/2018","7/17/2018",1178,1179,25
"416","10/9/2021","NJ",2021,282,"7/18/2018","7/17/2018",1179,1180,13
"417","10/10/2021","NJ",2021,283,"7/18/2018","7/17/2018",1180,1181,6
"418","10/11/2021","NJ",2021,284,"7/18/2018","7/17/2018",1181,1182,28
"419","10/12/2021","NJ",2021,285,"7/18/2018","7/17/2018",1182,1183,7
"420","10/13/2021","NJ",2021,286,"7/18/2018","7/17/2018",1183,1184,13
"421","10/14/2021","NJ",2021,287,"7/18/2018","7/17/2018",1184,1185,10
"422","10/15/2021","NJ",2021,288,"7/18/2018","7/17/2018",1185,1186,9
"423","10/16/2021","NJ",2021,289,"7/18/2018","7/17/2018",1186,1187,9
"424","10/17/2021","NJ",2021,290,"7/18/2018","7/17/2018",1187,1188,9
"425","10/18/2021","NJ",2021,291,"7/18/2018","7/17/2018",1188,1189,2
"426","10/19/2021","NJ",2021,292,"7/18/2018","7/17/2018",1189,1190,9
"427","10/20/2021","NJ",2021,293,"7/18/2018","7/17/2018",1190,1191,12
"428","10/21/2021","NJ",2021,294,"7/18/2018","7/17/2018",1191,1192,23
"429","10/22/2021","NJ",2021,295,"7/18/2018","7/17/2018",1192,1193,15
"430","10/23/2021","NJ",2021,296,"7/18/2018","7/17/2018",1193,1194,7
"431","10/24/2021","NJ",2021,297,"7/18/2018","7/17/2018",1194,1195,13
"432","10/25/2021","NJ",2021,298,"7/18/2018","7/17/2018",1195,1196,62
"433","10/26/2021","NJ",2021,299,"7/18/2018","7/17/2018",1196,1197,8
"434","10/27/2021","NJ",2021,300,"7/18/2018","7/17/2018",1197,1198,25
"435","10/28/2021","NJ",2021,301,"7/18/2018","7/17/2018",1198,1199,7
"436","10/29/2021","NJ",2021,302,"7/18/2018","7/17/2018",1199,1200,9
"437","10/30/2021","NJ",2021,303,"7/18/2018","7/17/2018",1200,1201,25
"438","10/31/2021","NJ",2021,304,"7/18/2018","7/17/2018",1201,1202,5
"439","11/1/2021","NJ",2021,305,"7/18/2018","7/17/2018",1202,1203,2
"440","11/2/2021","NJ",2021,306,"7/18/2018","7/17/2018",1203,1204,5
"441","11/3/2021","NJ",2021,307,"7/18/2018","7/17/2018",1204,1205,9
"442","11/4/2021","NJ",2021,308,"7/18/2018","7/17/2018",1205,1206,2
"443","11/5/2021","NJ",2021,309,"7/18/2018","7/17/2018",1206,1207,8
"444","11/6/2021","NJ",2021,310,"7/18/2018","7/17/2018",1207,1208,18
"445","11/7/2021","NJ",2021,311,"7/18/2018","7/17/2018",1208,1209,1
"446","11/8/2021","NJ",2021,312,"7/18/2018","7/17/2018",1209,1210,1
"447","11/9/2021","NJ",2021,313,"7/18/2018","7/17/2018",1210,1211,2
"448","11/10/2021","NJ",2021,314,"7/18/2018","7/17/2018",1211,1212,3
"449","11/11/2021","NJ",2021,315,"7/18/2018","7/17/2018",1212,1213,1
"450","11/12/2021","NJ",2021,316,"7/18/2018","7/17/2018",1213,1214,1
"451","11/13/2021","NJ",2021,317,"7/18/2018","7/17/2018",1214,1215,1
"452","11/14/2021","NJ",2021,318,"7/18/2018","7/17/2018",1215,1216,1
"453","11/21/2021","NJ",2021,325,"7/18/2018","7/17/2018",1222,1223,5
"454","11/25/2021","NJ",2021,329,"7/18/2018","7/17/2018",1226,1227,1
"455","11/28/2021","NJ",2021,332,"7/18/2018","7/17/2018",1229,1230,1
"456","11/30/2021","NJ",2021,334,"7/18/2018","7/17/2018",1231,1232,1
"457","12/2/2021","NJ",2021,336,"7/18/2018","7/17/2018",1233,1234,3
"458","12/8/2021","NJ",2021,342,"7/18/2018","7/17/2018",1239,1240,1
"459","12/14/2021","NJ",2021,348,"7/18/2018","7/17/2018",1245,1246,1
"460","12/25/2021","NJ",2021,359,"7/18/2018","7/17/2018",1256,1257,2
"461","1/1/2022","NJ",2022,1,"7/18/2018","7/17/2018",1263,1264,2
"462","1/5/2022","NJ",2022,5,"7/18/2018","7/17/2018",1267,1268,2
"463","1/6/2022","NJ",2022,6,"7/18/2018","7/17/2018",1268,1269,1
"464","1/13/2022","NJ",2022,13,"7/18/2018","7/17/2018",1275,1276,5
"465","1/23/2022","NJ",2022,23,"7/18/2018","7/17/2018",1285,1286,2
"466","2/3/2022","NJ",2022,34,"7/18/2018","7/17/2018",1296,1297,1
"467","2/8/2022","NJ",2022,39,"7/18/2018","7/17/2018",1301,1302,1
"468","2/12/2022","NJ",2022,43,"7/18/2018","7/17/2018",1305,1306,1
"469","2/21/2022","NJ",2022,52,"7/18/2018","7/17/2018",1314,1315,1
"470","2/23/2022","NJ",2022,54,"7/18/2018","7/17/2018",1316,1317,1
"471","2/27/2022","NJ",2022,58,"7/18/2018","7/17/2018",1320,1321,3
"472","2/28/2022","NJ",2022,59,"7/18/2018","7/17/2018",1321,1322,2
"473","3/1/2022","NJ",2022,60,"7/18/2018","7/17/2018",1322,1323,3
"474","3/2/2022","NJ",2022,61,"7/18/2018","7/17/2018",1323,1324,2
"475","3/4/2022","NJ",2022,63,"7/18/2018","7/17/2018",1325,1326,1
"476","3/12/2022","NJ",2022,71,"7/18/2018","7/17/2018",1333,1334,1
"477","3/16/2022","NJ",2022,75,"7/18/2018","7/17/2018",1337,1338,1
"478","3/21/2022","NJ",2022,80,"7/18/2018","7/17/2018",1342,1343,2
"479","3/26/2022","NJ",2022,85,"7/18/2018","7/17/2018",1347,1348,1
"480","4/1/2022","NJ",2022,91,"7/18/2018","7/17/2018",1353,1354,1
"481","4/2/2022","NJ",2022,92,"7/18/2018","7/17/2018",1354,1355,1
"482","4/8/2022","NJ",2022,98,"7/18/2018","7/17/2018",1360,1361,1
"483","4/10/2022","NJ",2022,100,"7/18/2018","7/17/2018",1362,1363,1
"484","4/12/2022","NJ",2022,102,"7/18/2018","7/17/2018",1364,1365,1
"485","4/25/2022","NJ",2022,115,"7/18/2018","7/17/2018",1377,1378,1
"486","5/1/2022","NJ",2022,121,"7/18/2018","7/17/2018",1383,1384,2
"487","5/3/2022","NJ",2022,123,"7/18/2018","7/17/2018",1385,1386,1
"488","5/6/2022","NJ",2022,126,"7/18/2018","7/17/2018",1388,1389,1
"489","5/9/2022","NJ",2022,129,"7/18/2018","7/17/2018",1391,1392,3
"490","5/10/2022","NJ",2022,130,"7/18/2018","7/17/2018",1392,1393,3
"491","5/12/2022","NJ",2022,132,"7/18/2018","7/17/2018",1394,1395,1
"492","5/13/2022","NJ",2022,133,"7/18/2018","7/17/2018",1395,1396,1
"493","5/15/2022","NJ",2022,135,"7/18/2018","7/17/2018",1397,1398,5
"494","5/16/2022","NJ",2022,136,"7/18/2018","7/17/2018",1398,1399,10
"495","5/17/2022","NJ",2022,137,"7/18/2018","7/17/2018",1399,1400,4
"496","5/18/2022","NJ",2022,138,"7/18/2018","7/17/2018",1400,1401,6
"497","5/19/2022","NJ",2022,139,"7/18/2018","7/17/2018",1401,1402,10
"498","5/20/2022","NJ",2022,140,"7/18/2018","7/17/2018",1402,1403,3
"499","5/21/2022","NJ",2022,141,"7/18/2018","7/17/2018",1403,1404,5
"500","5/22/2022","NJ",2022,142,"7/18/2018","7/17/2018",1404,1405,13
"501","5/23/2022","NJ",2022,143,"7/18/2018","7/17/2018",1405,1406,13
"502","5/24/2022","NJ",2022,144,"7/18/2018","7/17/2018",1406,1407,10
"503","5/25/2022","NJ",2022,145,"7/18/2018","7/17/2018",1407,1408,7
"504","5/26/2022","NJ",2022,146,"7/18/2018","7/17/2018",1408,1409,8
"505","5/27/2022","NJ",2022,147,"7/18/2018","7/17/2018",1409,1410,12
"506","5/28/2022","NJ",2022,148,"7/18/2018","7/17/2018",1410,1411,5
"507","5/29/2022","NJ",2022,149,"7/18/2018","7/17/2018",1411,1412,11
"508","5/30/2022","NJ",2022,150,"7/18/2018","7/17/2018",1412,1413,14
"509","5/31/2022","NJ",2022,151,"7/18/2018","7/17/2018",1413,1414,3
"510","6/1/2022","NJ",2022,152,"7/18/2018","7/17/2018",1414,1415,12
"511","6/2/2022","NJ",2022,153,"7/18/2018","7/17/2018",1415,1416,8
"512","6/3/2022","NJ",2022,154,"7/18/2018","7/17/2018",1416,1417,13
"513","6/4/2022","NJ",2022,155,"7/18/2018","7/17/2018",1417,1418,8
"514","6/5/2022","NJ",2022,156,"7/18/2018","7/17/2018",1418,1419,12
"515","6/6/2022","NJ",2022,157,"7/18/2018","7/17/2018",1419,1420,3
"516","6/7/2022","NJ",2022,158,"7/18/2018","7/17/2018",1420,1421,9
"517","6/8/2022","NJ",2022,159,"7/18/2018","7/17/2018",1421,1422,9
"518","6/9/2022","NJ",2022,160,"7/18/2018","7/17/2018",1422,1423,12
"519","6/10/2022","NJ",2022,161,"7/18/2018","7/17/2018",1423,1424,14
"520","6/11/2022","NJ",2022,162,"7/18/2018","7/17/2018",1424,1425,14
"521","6/12/2022","NJ",2022,163,"7/18/2018","7/17/2018",1425,1426,14
"522","6/13/2022","NJ",2022,164,"7/18/2018","7/17/2018",1426,1427,13
"523","6/14/2022","NJ",2022,165,"7/18/2018","7/17/2018",1427,1428,17
"524","6/15/2022","NJ",2022,166,"7/18/2018","7/17/2018",1428,1429,13
"525","6/16/2022","NJ",2022,167,"7/18/2018","7/17/2018",1429,1430,10
"526","6/17/2022","NJ",2022,168,"7/18/2018","7/17/2018",1430,1431,9
"527","6/18/2022","NJ",2022,169,"7/18/2018","7/17/2018",1431,1432,18
"528","6/19/2022","NJ",2022,170,"7/18/2018","7/17/2018",1432,1433,18
"529","6/20/2022","NJ",2022,171,"7/18/2018","7/17/2018",1433,1434,16
"530","6/21/2022","NJ",2022,172,"7/18/2018","7/17/2018",1434,1435,5
"531","6/22/2022","NJ",2022,173,"7/18/2018","7/17/2018",1435,1436,8
"532","6/23/2022","NJ",2022,174,"7/18/2018","7/17/2018",1436,1437,7
"533","6/24/2022","NJ",2022,175,"7/18/2018","7/17/2018",1437,1438,7
"534","6/25/2022","NJ",2022,176,"7/18/2018","7/17/2018",1438,1439,16
"535","6/26/2022","NJ",2022,177,"7/18/2018","7/17/2018",1439,1440,9
"536","6/27/2022","NJ",2022,178,"7/18/2018","7/17/2018",1440,1441,11
"537","6/28/2022","NJ",2022,179,"7/18/2018","7/17/2018",1441,1442,11
"538","6/29/2022","NJ",2022,180,"7/18/2018","7/17/2018",1442,1443,17
"539","6/30/2022","NJ",2022,181,"7/18/2018","7/17/2018",1443,1444,7
"540","7/1/2022","NJ",2022,182,"7/18/2018","7/17/2018",1444,1445,11
"541","7/2/2022","NJ",2022,183,"7/18/2018","7/17/2018",1445,1446,22
"542","7/3/2022","NJ",2022,184,"7/18/2018","7/17/2018",1446,1447,20
"543","7/4/2022","NJ",2022,185,"7/18/2018","7/17/2018",1447,1448,20
"544","7/5/2022","NJ",2022,186,"7/18/2018","7/17/2018",1448,1449,20
"545","7/6/2022","NJ",2022,187,"7/18/2018","7/17/2018",1449,1450,26
"546","7/7/2022","NJ",2022,188,"7/18/2018","7/17/2018",1450,1451,17
"547","7/8/2022","NJ",2022,189,"7/18/2018","7/17/2018",1451,1452,21
"548","7/9/2022","NJ",2022,190,"7/18/2018","7/17/2018",1452,1453,25
"549","7/10/2022","NJ",2022,191,"7/18/2018","7/17/2018",1453,1454,25
"550","7/11/2022","NJ",2022,192,"7/18/2018","7/17/2018",1454,1455,9
"551","7/12/2022","NJ",2022,193,"7/18/2018","7/17/2018",1455,1456,14
"552","7/13/2022","NJ",2022,194,"7/18/2018","7/17/2018",1456,1457,9
"553","7/14/2022","NJ",2022,195,"7/18/2018","7/17/2018",1457,1458,14
"554","7/15/2022","NJ",2022,196,"7/18/2018","7/17/2018",1458,1459,15
"555","7/16/2022","NJ",2022,197,"7/18/2018","7/17/2018",1459,1460,29
"556","7/17/2022","NJ",2022,198,"7/18/2018","7/17/2018",1460,1461,17
"557","7/18/2022","NJ",2022,199,"7/18/2018","7/17/2018",1461,1462,13
"558","7/19/2022","NJ",2022,200,"7/18/2018","7/17/2018",1462,1463,21
"559","7/20/2022","NJ",2022,201,"7/18/2018","7/17/2018",1463,1464,16
"560","7/21/2022","NJ",2022,202,"7/18/2018","7/17/2018",1464,1465,13
"561","7/22/2022","NJ",2022,203,"7/18/2018","7/17/2018",1465,1466,13
"562","7/23/2022","NJ",2022,204,"7/18/2018","7/17/2018",1466,1467,25
"563","7/24/2022","NJ",2022,205,"7/18/2018","7/17/2018",1467,1468,18
"564","7/25/2022","NJ",2022,206,"7/18/2018","7/17/2018",1468,1469,7
"565","7/26/2022","NJ",2022,207,"7/18/2018","7/17/2018",1469,1470,10
"566","7/27/2022","NJ",2022,208,"7/18/2018","7/17/2018",1470,1471,23
"567","7/28/2022","NJ",2022,209,"7/18/2018","7/17/2018",1471,1472,10
"568","7/29/2022","NJ",2022,210,"7/18/2018","7/17/2018",1472,1473,18
"569","7/30/2022","NJ",2022,211,"7/18/2018","7/17/2018",1473,1474,21
"570","7/31/2022","NJ",2022,212,"7/18/2018","7/17/2018",1474,1475,15
"571","8/1/2022","NJ",2022,213,"7/18/2018","7/17/2018",1475,1476,11
"572","8/2/2022","NJ",2022,214,"7/18/2018","7/17/2018",1476,1477,17
"573","8/3/2022","NJ",2022,215,"7/18/2018","7/17/2018",1477,1478,16
"574","8/4/2022","NJ",2022,216,"7/18/2018","7/17/2018",1478,1479,9
"575","8/5/2022","NJ",2022,217,"7/18/2018","7/17/2018",1479,1480,10
"576","8/6/2022","NJ",2022,218,"7/18/2018","7/17/2018",1480,1481,17
"577","8/7/2022","NJ",2022,219,"7/18/2018","7/17/2018",1481,1482,15
"578","8/8/2022","NJ",2022,220,"7/18/2018","7/17/2018",1482,1483,9
"579","8/9/2022","NJ",2022,221,"7/18/2018","7/17/2018",1483,1484,6
"580","8/10/2022","NJ",2022,222,"7/18/2018","7/17/2018",1484,1485,13
"581","8/11/2022","NJ",2022,223,"7/18/2018","7/17/2018",1485,1486,8
"582","8/12/2022","NJ",2022,224,"7/18/2018","7/17/2018",1486,1487,19
"583","8/13/2022","NJ",2022,225,"7/18/2018","7/17/2018",1487,1488,13
"584","8/14/2022","NJ",2022,226,"7/18/2018","7/17/2018",1488,1489,11
"585","8/15/2022","NJ",2022,227,"7/18/2018","7/17/2018",1489,1490,9
"586","8/16/2022","NJ",2022,228,"7/18/2018","7/17/2018",1490,1491,2
"587","8/17/2022","NJ",2022,229,"7/18/2018","7/17/2018",1491,1492,7
"588","8/18/2022","NJ",2022,230,"7/18/2018","7/17/2018",1492,1493,16
"589","8/19/2022","NJ",2022,231,"7/18/2018","7/17/2018",1493,1494,13
"590","8/20/2022","NJ",2022,232,"7/18/2018","7/17/2018",1494,1495,17
"591","8/21/2022","NJ",2022,233,"7/18/2018","7/17/2018",1495,1496,14
"592","8/22/2022","NJ",2022,234,"7/18/2018","7/17/2018",1496,1497,3
"593","8/23/2022","NJ",2022,235,"7/18/2018","7/17/2018",1497,1498,11
"594","8/24/2022","NJ",2022,236,"7/18/2018","7/17/2018",1498,1499,11
"595","8/25/2022","NJ",2022,237,"7/18/2018","7/17/2018",1499,1500,8
"596","8/26/2022","NJ",2022,238,"7/18/2018","7/17/2018",1500,1501,9
"597","8/27/2022","NJ",2022,239,"7/18/2018","7/17/2018",1501,1502,3
"598","8/28/2022","NJ",2022,240,"7/18/2018","7/17/2018",1502,1503,8
"599","8/29/2022","NJ",2022,241,"7/18/2018","7/17/2018",1503,1504,15
"600","8/30/2022","NJ",2022,242,"7/18/2018","7/17/2018",1504,1505,12
"601","8/31/2022","NJ",2022,243,"7/18/2018","7/17/2018",1505,1506,16
"602","9/1/2022","NJ",2022,244,"7/18/2018","7/17/2018",1506,1507,21
"603","9/2/2022","NJ",2022,245,"7/18/2018","7/17/2018",1507,1508,12
"604","9/3/2022","NJ",2022,246,"7/18/2018","7/17/2018",1508,1509,21
"605","9/4/2022","NJ",2022,247,"7/18/2018","7/17/2018",1509,1510,18
"606","9/5/2022","NJ",2022,248,"7/18/2018","7/17/2018",1510,1511,15
"607","9/6/2022","NJ",2022,249,"7/18/2018","7/17/2018",1511,1512,9
"608","9/7/2022","NJ",2022,250,"7/18/2018","7/17/2018",1512,1513,4
"609","9/8/2022","NJ",2022,251,"7/18/2018","7/17/2018",1513,1514,33
"610","9/9/2022","NJ",2022,252,"7/18/2018","7/17/2018",1514,1515,4
"611","9/5/2019","NY",2019,248,"9/5/2019","8/14/2020",0,-344,1
"612","9/22/2019","NY",2019,265,"9/5/2019","8/14/2020",17,-327,1
"613","10/5/2019","NY",2019,278,"9/5/2019","8/14/2020",30,-314,1
"614","10/12/2019","NY",2019,285,"9/5/2019","8/14/2020",37,-307,1
"615","7/15/2020","NY",2020,197,"9/5/2019","8/14/2020",314,-30,1
"616","8/3/2020","NY",2020,216,"9/5/2019","8/14/2020",333,-11,1
"617","8/9/2020","NY",2020,222,"9/5/2019","8/14/2020",339,-5,1
"618","8/10/2020","NY",2020,223,"9/5/2019","8/14/2020",340,-4,1
"619","8/11/2020","NY",2020,224,"9/5/2019","8/14/2020",341,-3,1
"620","8/13/2020","NY",2020,226,"9/5/2019","8/14/2020",343,-1,1
"621","8/14/2020","NY",2020,227,"9/5/2019","8/14/2020",344,0,1
"622","8/19/2020","NY",2020,232,"9/5/2019","8/14/2020",349,5,1
"623","8/23/2020","NY",2020,236,"9/5/2019","8/14/2020",353,9,1
"624","8/25/2020","NY",2020,238,"9/5/2019","8/14/2020",355,11,1
"625","8/27/2020","NY",2020,240,"9/5/2019","8/14/2020",357,13,1
"626","8/29/2020","NY",2020,242,"9/5/2019","8/14/2020",359,15,1
"627","8/31/2020","NY",2020,244,"9/5/2019","8/14/2020",361,17,1
"628","9/3/2020","NY",2020,247,"9/5/2019","8/14/2020",364,20,1
"629","9/4/2020","NY",2020,248,"9/5/2019","8/14/2020",365,21,3
"630","9/5/2020","NY",2020,249,"9/5/2019","8/14/2020",366,22,11
"631","9/6/2020","NY",2020,250,"9/5/2019","8/14/2020",367,23,2
"632","9/7/2020","NY",2020,251,"9/5/2019","8/14/2020",368,24,3
"633","9/8/2020","NY",2020,252,"9/5/2019","8/14/2020",369,25,6
"634","9/9/2020","NY",2020,253,"9/5/2019","8/14/2020",370,26,2
"635","9/11/2020","NY",2020,255,"9/5/2019","8/14/2020",372,28,1
"636","9/12/2020","NY",2020,256,"9/5/2019","8/14/2020",373,29,2
"637","9/15/2020","NY",2020,259,"9/5/2019","8/14/2020",376,32,1
"638","9/16/2020","NY",2020,260,"9/5/2019","8/14/2020",377,33,1
"639","9/25/2020","NY",2020,269,"9/5/2019","8/14/2020",386,42,1
"640","9/26/2020","NY",2020,270,"9/5/2019","8/14/2020",387,43,1
"641","9/27/2020","NY",2020,271,"9/5/2019","8/14/2020",388,44,1
"642","10/1/2020","NY",2020,275,"9/5/2019","8/14/2020",392,48,1
"643","10/2/2020","NY",2020,276,"9/5/2019","8/14/2020",393,49,1
"644","10/8/2020","NY",2020,282,"9/5/2019","8/14/2020",399,55,1
"645","10/14/2020","NY",2020,288,"9/5/2019","8/14/2020",405,61,1
"646","10/18/2020","NY",2020,292,"9/5/2019","8/14/2020",409,65,1
"647","11/8/2020","NY",2020,313,"9/5/2019","8/14/2020",430,86,2
"648","11/25/2020","NY",2020,330,"9/5/2019","8/14/2020",447,103,1
"649","12/10/2020","NY",2020,345,"9/5/2019","8/14/2020",462,118,1
"650","1/10/2021","NY",2021,10,"9/5/2019","8/14/2020",493,149,1
"651","4/19/2021","NY",2021,109,"9/5/2019","8/14/2020",592,248,1
"652","5/19/2021","NY",2021,139,"9/5/2019","8/14/2020",622,278,1
"653","5/23/2021","NY",2021,143,"9/5/2019","8/14/2020",626,282,1
"654","5/24/2021","NY",2021,144,"9/5/2019","8/14/2020",627,283,1
"655","5/25/2021","NY",2021,145,"9/5/2019","8/14/2020",628,284,2
"656","6/4/2021","NY",2021,155,"9/5/2019","8/14/2020",638,294,1
"657","6/15/2021","NY",2021,166,"9/5/2019","8/14/2020",649,305,1
"658","6/20/2021","NY",2021,171,"9/5/2019","8/14/2020",654,310,1
"659","7/4/2021","NY",2021,185,"9/5/2019","8/14/2020",668,324,1
"660","7/5/2021","NY",2021,186,"9/5/2019","8/14/2020",669,325,1
"661","7/6/2021","NY",2021,187,"9/5/2019","8/14/2020",670,326,1
"662","7/7/2021","NY",2021,188,"9/5/2019","8/14/2020",671,327,1
"663","7/8/2021","NY",2021,189,"9/5/2019","8/14/2020",672,328,1
"664","7/11/2021","NY",2021,192,"9/5/2019","8/14/2020",675,331,1
"665","7/15/2021","NY",2021,196,"9/5/2019","8/14/2020",679,335,1
"666","7/16/2021","NY",2021,197,"9/5/2019","8/14/2020",680,336,2
"667","7/18/2021","NY",2021,199,"9/5/2019","8/14/2020",682,338,3
"668","7/19/2021","NY",2021,200,"9/5/2019","8/14/2020",683,339,4
"669","7/20/2021","NY",2021,201,"9/5/2019","8/14/2020",684,340,1
"670","7/22/2021","NY",2021,203,"9/5/2019","8/14/2020",686,342,1
"671","7/23/2021","NY",2021,204,"9/5/2019","8/14/2020",687,343,1
"672","7/26/2021","NY",2021,207,"9/5/2019","8/14/2020",690,346,4
"673","7/27/2021","NY",2021,208,"9/5/2019","8/14/2020",691,347,7
"674","7/28/2021","NY",2021,209,"9/5/2019","8/14/2020",692,348,13
"675","7/29/2021","NY",2021,210,"9/5/2019","8/14/2020",693,349,3
"676","7/30/2021","NY",2021,211,"9/5/2019","8/14/2020",694,350,5
"677","7/31/2021","NY",2021,212,"9/5/2019","8/14/2020",695,351,2
"678","8/1/2021","NY",2021,213,"9/5/2019","8/14/2020",696,352,1
