"","ObservedDate","County","State","Count","Year","DOY","FirstiNatReport","FirstInvasion"
"4252",2020-09-17,"Middlesex","NJ",1,2020,261,"7/18/2018","7/17/2018"
"4253",2020-09-17,"Berks","PA",1,2020,261,"11/7/2015","9/22/2014"
"4254",2020-09-17,"Somerset","NJ",1,2020,261,"7/18/2018","7/17/2018"
"4255",2020-09-02,"Montgomery","PA",1,2020,246,"11/7/2015","9/22/2014"
"4256",2020-09-17,"Somerset","NJ",1,2020,261,"7/18/2018","7/17/2018"
"4257",2020-09-17,"Montgomery","PA",1,2020,261,"11/7/2015","9/22/2014"
"4258",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4259",2020-09-18,"Montgomery","PA",1,2020,262,"11/7/2015","9/22/2014"
"4260",2020-09-18,"Montgomery","PA",1,2020,262,"11/7/2015","9/22/2014"
"4261",2020-09-18,"Lancaster","PA",1,2020,262,"11/7/2015","9/22/2014"
"4262",2020-09-18,"Essex","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4263",2020-09-18,"Mercer","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4264",2020-09-18,"Mercer","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4265",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4266",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4267",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4268",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4269",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4270",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4271",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4272",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4273",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4274",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4275",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4276",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4277",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4278",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4279",2020-09-18,"Middlesex","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4280",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4281",2020-09-18,"Winchester","Virginia",1,2020,262,NA,NA
"4282",2020-09-18,"Morris","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4283",2020-09-18,"Morris","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4284",2020-09-12,"Allegheny","PA",1,2020,256,"11/7/2015","9/22/2014"
"4285",2020-09-18,"Essex","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4286",2020-09-18,"Chester","PA",1,2020,262,"11/7/2015","9/22/2014"
"4287",2020-09-18,"Montgomery","PA",1,2020,262,"11/7/2015","9/22/2014"
"4288",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4289",2020-09-18,"Lehigh","PA",1,2020,262,"11/7/2015","9/22/2014"
"4290",2020-09-18,"Bucks","PA",1,2020,262,"11/7/2015","9/22/2014"
"4291",2020-09-18,"Lancaster","PA",1,2020,262,"11/7/2015","9/22/2014"
"4292",2020-09-12,"Northampton","PA",1,2020,256,"11/7/2015","9/22/2014"
"4293",2020-09-16,"Montgomery","PA",1,2020,260,"11/7/2015","9/22/2014"
"4294",2020-09-18,"Schuylkill","PA",1,2020,262,"11/7/2015","9/22/2014"
"4295",2020-09-18,"Schuylkill","PA",1,2020,262,"11/7/2015","9/22/2014"
"4296",2020-09-18,"Schuylkill","PA",1,2020,262,"11/7/2015","9/22/2014"
"4297",2020-09-18,"Philadelphia","PA",1,2020,262,"11/7/2015","9/22/2014"
"4298",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4299",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4300",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4301",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4302",2020-09-18,"Frederick","Virginia",1,2020,262,NA,NA
"4303",2020-09-19,"Frederick","Virginia",1,2020,263,NA,NA
"4304",2020-09-19,"Winchester","Virginia",1,2020,263,NA,NA
"4305",2020-07-17,"Carbon","PA",1,2020,199,"11/7/2015","9/22/2014"
"4306",2020-09-19,"Somerset","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4307",2020-09-19,"Philadelphia","PA",1,2020,263,"11/7/2015","9/22/2014"
"4308",2020-09-19,"Camden","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4309",2020-09-19,"Burlington","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4310",2020-09-19,"Delaware","PA",1,2020,263,"11/7/2015","9/22/2014"
"4311",2020-09-19,"Philadelphia","PA",1,2020,263,"11/7/2015","9/22/2014"
"4312",2020-09-19,"Delaware","PA",1,2020,263,"11/7/2015","9/22/2014"
"4313",2020-09-19,"Delaware","PA",1,2020,263,"11/7/2015","9/22/2014"
"4314",2020-09-19,"Delaware","PA",1,2020,263,"11/7/2015","9/22/2014"
"4315",2020-09-19,"Delaware","PA",1,2020,263,"11/7/2015","9/22/2014"
"4316",2020-09-19,"Hunterdon","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4317",2020-09-19,"Lancaster","PA",1,2020,263,"11/7/2015","9/22/2014"
"4318",2020-09-18,"New Castle","Delaware",1,2020,262,NA,NA
"4319",2020-09-19,"Monroe","PA",1,2020,263,"11/7/2015","9/22/2014"
"4320",2020-09-19,"Hunterdon","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4321",2020-09-19,"Montgomery","PA",1,2020,263,"11/7/2015","9/22/2014"
"4322",2020-09-17,"Montgomery","PA",1,2020,261,"11/7/2015","9/22/2014"
"4323",2020-09-19,"Bucks","PA",1,2020,263,"11/7/2015","9/22/2014"
"4324",2020-09-19,"Hunterdon","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4325",2020-09-16,"Morris","NJ",1,2020,260,"7/18/2018","7/17/2018"
"4326",2020-09-19,"Hunterdon","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4327",2020-09-19,"Hunterdon","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4328",2020-09-19,"Hunterdon","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4329",2020-09-20,"Delaware","PA",1,2020,264,"11/7/2015","9/22/2014"
"4330",2020-09-14,"Somerset","NJ",1,2020,258,"7/18/2018","7/17/2018"
"4331",2020-09-19,"Burlington","NJ",1,2020,263,"7/18/2018","7/17/2018"
"4332",2020-09-20,"Schuylkill","PA",1,2020,264,"11/7/2015","9/22/2014"
"4333",2020-09-20,"New Castle","Delaware",1,2020,264,NA,NA
"4334",2020-09-06,"Lancaster","PA",1,2020,250,"11/7/2015","9/22/2014"
"4335",2020-09-07,"Chester","PA",1,2020,251,"11/7/2015","9/22/2014"
"4336",2020-09-20,"Frederick","Virginia",1,2020,264,NA,NA
"4337",2020-09-05,"Philadelphia","PA",1,2020,249,"11/7/2015","9/22/2014"
"4338",2020-09-20,"Montgomery","PA",1,2020,264,"11/7/2015","9/22/2014"
"4339",2020-09-20,"Morris","NJ",1,2020,264,"7/18/2018","7/17/2018"
"4340",2020-09-18,"Hunterdon","NJ",1,2020,262,"7/18/2018","7/17/2018"
"4341",2020-09-20,"New Castle","Delaware",1,2020,264,NA,NA
"4342",2020-09-20,"Montgomery","PA",1,2020,264,"11/7/2015","9/22/2014"
"4343",2020-09-20,"Schuylkill","PA",1,2020,264,"11/7/2015","9/22/2014"
"4344",2020-09-20,"Schuylkill","PA",1,2020,264,"11/7/2015","9/22/2014"
"4345",2020-09-20,"Schuylkill","PA",1,2020,264,"11/7/2015","9/22/2014"
"4346",2020-09-20,"Schuylkill","PA",1,2020,264,"11/7/2015","9/22/2014"
"4347",2020-09-20,"Philadelphia","PA",1,2020,264,"11/7/2015","9/22/2014"
"4348",2020-09-20,"Delaware","PA",1,2020,264,"11/7/2015","9/22/2014"
"4349",2020-09-20,"Delaware","PA",1,2020,264,"11/7/2015","9/22/2014"
"4350",2020-09-17,"Philadelphia","PA",1,2020,261,"11/7/2015","9/22/2014"
"4351",2020-09-20,"Winchester","Virginia",1,2020,264,NA,NA
"4352",2020-09-19,"Northampton","PA",1,2020,263,"11/7/2015","9/22/2014"
"4353",2020-09-14,"Burlington","NJ",1,2020,258,"7/18/2018","7/17/2018"
"4354",2020-09-21,"Chester","PA",1,2020,265,"11/7/2015","9/22/2014"
"4355",2020-09-21,"Lehigh","PA",1,2020,265,"11/7/2015","9/22/2014"
"4356",2020-09-20,"Lancaster","PA",1,2020,264,"11/7/2015","9/22/2014"
"4357",2020-09-21,"Montgomery","PA",1,2020,265,"11/7/2015","9/22/2014"
"4358",2020-09-21,"Montgomery","PA",1,2020,265,"11/7/2015","9/22/2014"
"4359",2020-09-02,"Philadelphia","PA",1,2020,246,"11/7/2015","9/22/2014"
"4360",2020-09-21,"Montgomery","PA",1,2020,265,"11/7/2015","9/22/2014"
"4361",2020-09-21,"Union","NJ",1,2020,265,"7/18/2018","7/17/2018"
"4362",2020-09-21,"Schuylkill","PA",1,2020,265,"11/7/2015","9/22/2014"
"4363",2020-09-21,"Schuylkill","PA",1,2020,265,"11/7/2015","9/22/2014"
"4364",2020-09-21,"Philadelphia","PA",1,2020,265,"11/7/2015","9/22/2014"
"4365",2020-09-21,"Frederick","Virginia",1,2020,265,NA,NA
"4366",2020-09-20,"Philadelphia","PA",1,2020,264,"11/7/2015","9/22/2014"
"4367",2020-09-21,"Lehigh","PA",1,2020,265,"11/7/2015","9/22/2014"
"4368",2020-09-21,"Bucks","PA",1,2020,265,"11/7/2015","9/22/2014"
"4369",2020-09-21,"Lehigh","PA",1,2020,265,"11/7/2015","9/22/2014"
"4370",2020-09-20,"Schuylkill","PA",1,2020,264,"11/7/2015","9/22/2014"
"4371",2020-09-21,"Lehigh","PA",1,2020,265,"11/7/2015","9/22/2014"
"4372",2020-08-19,"Bucks","PA",1,2020,232,"11/7/2015","9/22/2014"
"4373",2020-09-19,"Berks","PA",1,2020,263,"11/7/2015","9/22/2014"
"4374",2020-09-21,"Schuylkill","PA",1,2020,265,"11/7/2015","9/22/2014"
"4375",2020-09-21,"Schuylkill","PA",1,2020,265,"11/7/2015","9/22/2014"
"4376",2020-09-21,"Schuylkill","PA",1,2020,265,"11/7/2015","9/22/2014"
"4377",2020-09-21,"Schuylkill","PA",1,2020,265,"11/7/2015","9/22/2014"
"4378",2020-09-22,"Berks","PA",1,2020,266,"11/7/2015","9/22/2014"
"4379",2020-09-22,"Harford","Maryland",1,2020,266,NA,NA
"4380",2020-09-22,"Winchester","Virginia",1,2020,266,NA,NA
"4381",2020-09-22,"Lancaster","PA",1,2020,266,"11/7/2015","9/22/2014"
"4382",2020-09-22,"Lancaster","PA",1,2020,266,"11/7/2015","9/22/2014"
"4383",2020-09-22,"Lancaster","PA",1,2020,266,"11/7/2015","9/22/2014"
"4384",2020-09-22,"Delaware","PA",1,2020,266,"11/7/2015","9/22/2014"
"4385",2020-09-22,"Lancaster","PA",1,2020,266,"11/7/2015","9/22/2014"
"4386",2020-09-22,"New Castle","Delaware",1,2020,266,NA,NA
"4387",2020-09-22,"New Castle","Delaware",1,2020,266,NA,NA
"4388",2020-09-22,"Chester","PA",1,2020,266,"11/7/2015","9/22/2014"
"4389",2020-09-21,"Lehigh","PA",1,2020,265,"11/7/2015","9/22/2014"
"4390",2020-09-22,"Chester","PA",1,2020,266,"11/7/2015","9/22/2014"
"4391",2020-09-22,"Montgomery","PA",1,2020,266,"11/7/2015","9/22/2014"
"4392",2020-09-22,"Berks","PA",1,2020,266,"11/7/2015","9/22/2014"
"4393",2020-08-21,"Philadelphia","PA",1,2020,234,"11/7/2015","9/22/2014"
"4394",2020-08-21,"Philadelphia","PA",1,2020,234,"11/7/2015","9/22/2014"
"4395",2020-08-21,"Philadelphia","PA",1,2020,234,"11/7/2015","9/22/2014"
"4396",2020-08-21,"Bucks","PA",1,2020,234,"11/7/2015","9/22/2014"
"4397",2020-08-21,"Bucks","PA",1,2020,234,"11/7/2015","9/22/2014"
"4398",2020-08-21,"Bucks","PA",1,2020,234,"11/7/2015","9/22/2014"
"4399",2020-08-21,"Bucks","PA",1,2020,234,"11/7/2015","9/22/2014"
"4400",2020-09-19,"Chester","PA",1,2020,263,"11/7/2015","9/22/2014"
"4401",2020-08-21,"Bucks","PA",1,2020,234,"11/7/2015","9/22/2014"
"4402",2020-08-22,"Bucks","PA",1,2020,235,"11/7/2015","9/22/2014"
"4403",2020-08-22,"Bucks","PA",1,2020,235,"11/7/2015","9/22/2014"
"4404",2020-08-24,"Montgomery","PA",1,2020,237,"11/7/2015","9/22/2014"
"4405",2020-08-24,"Bucks","PA",1,2020,237,"11/7/2015","9/22/2014"
"4406",2020-08-28,"Montgomery","PA",1,2020,241,"11/7/2015","9/22/2014"
"4407",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4408",2020-09-23,"Montgomery","PA",1,2020,267,"11/7/2015","9/22/2014"
"4409",2020-09-13,"Philadelphia","PA",1,2020,257,"11/7/2015","9/22/2014"
"4410",2020-09-23,"Lancaster","PA",1,2020,267,"11/7/2015","9/22/2014"
"4411",2020-09-23,"Luzerne","PA",1,2020,267,"11/7/2015","9/22/2014"
"4412",2020-09-23,"Luzerne","PA",1,2020,267,"11/7/2015","9/22/2014"
"4413",2020-09-23,"Morris","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4414",2020-09-23,"Northampton","PA",1,2020,267,"11/7/2015","9/22/2014"
"4415",2020-09-23,"Somerset","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4416",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4417",2020-09-13,"Mercer","NJ",1,2020,257,"7/18/2018","7/17/2018"
"4418",2020-09-23,"New Castle","Delaware",1,2020,267,NA,NA
"4419",2020-09-23,"Delaware","PA",1,2020,267,"11/7/2015","9/22/2014"
"4420",2020-09-23,"Morris","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4421",2020-09-23,"Northampton","PA",1,2020,267,"11/7/2015","9/22/2014"
"4422",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4423",2020-09-23,"Somerset","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4424",2020-09-23,"Morris","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4425",2020-09-23,"New Castle","Delaware",1,2020,267,NA,NA
"4426",2020-09-23,"Somerset","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4427",2020-09-23,"Morris","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4428",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4429",2020-09-23,"Somerset","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4430",2020-09-23,"Somerset","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4431",2020-09-23,"Dauphin","PA",1,2020,267,"11/7/2015","9/22/2014"
"4432",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4433",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4434",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4435",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4436",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4437",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4438",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4439",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4440",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4441",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4442",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4443",2020-09-23,"Monroe","PA",1,2020,267,"11/7/2015","9/22/2014"
"4444",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4445",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4446",2020-09-23,"Philadelphia","PA",1,2020,267,"11/7/2015","9/22/2014"
"4447",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4448",2020-09-23,"Berks","PA",1,2020,267,"11/7/2015","9/22/2014"
"4449",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4450",2020-09-23,"Morris","NJ",1,2020,267,"7/18/2018","7/17/2018"
"4451",2020-09-24,"New Castle","Delaware",1,2020,268,NA,NA
"4452",2020-09-24,"Northampton","PA",1,2020,268,"11/7/2015","9/22/2014"
"4453",2020-09-24,"Delaware","PA",1,2020,268,"11/7/2015","9/22/2014"
"4454",2020-09-24,"Montgomery","PA",1,2020,268,"11/7/2015","9/22/2014"
"4455",2020-09-24,"Chester","PA",1,2020,268,"11/7/2015","9/22/2014"
"4456",2020-09-23,"Schuylkill","PA",1,2020,267,"11/7/2015","9/22/2014"
"4457",2020-09-24,"Dauphin","PA",1,2020,268,"11/7/2015","9/22/2014"
"4458",2020-09-23,"Lancaster","PA",1,2020,267,"11/7/2015","9/22/2014"
"4459",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4460",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4461",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4462",2020-09-24,"Northampton","PA",1,2020,268,"11/7/2015","9/22/2014"
"4463",2020-09-24,"Bucks","PA",1,2020,268,"11/7/2015","9/22/2014"
"4464",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4465",2020-09-24,"Philadelphia","PA",1,2020,268,"11/7/2015","9/22/2014"
"4466",2020-09-24,"Camden","NJ",1,2020,268,"7/18/2018","7/17/2018"
"4467",2020-08-23,"Delaware","PA",1,2020,236,"11/7/2015","9/22/2014"
"4468",2020-09-23,"Monroe","PA",1,2020,267,"11/7/2015","9/22/2014"
"4469",2020-09-21,"Lehigh","PA",1,2020,265,"11/7/2015","9/22/2014"
"4470",2020-09-25,"Somerset","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4471",2020-09-22,"Lehigh","PA",1,2020,266,"11/7/2015","9/22/2014"
"4472",2020-09-24,"Montgomery","PA",1,2020,268,"11/7/2015","9/22/2014"
"4473",2020-09-24,"York","PA",1,2020,268,"11/7/2015","9/22/2014"
"4474",2020-09-24,"Warren","NJ",1,2020,268,"7/18/2018","7/17/2018"
"4475",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4476",2020-08-17,"Montgomery","PA",1,2020,230,"11/7/2015","9/22/2014"
"4477",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4478",2020-09-24,"Bucks","PA",1,2020,268,"11/7/2015","9/22/2014"
"4479",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4480",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4481",2020-09-24,"Middlesex","NJ",1,2020,268,"7/18/2018","7/17/2018"
"4482",2020-09-23,"Schuylkill","PA",1,2020,267,"11/7/2015","9/22/2014"
"4483",2020-09-23,"Schuylkill","PA",1,2020,267,"11/7/2015","9/22/2014"
"4484",2020-09-23,"Schuylkill","PA",1,2020,267,"11/7/2015","9/22/2014"
"4485",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4486",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4487",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4488",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4489",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4490",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4491",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4492",2020-09-23,"Delaware","PA",1,2020,267,"11/7/2015","9/22/2014"
"4493",2020-09-23,"Lehigh","PA",1,2020,267,"11/7/2015","9/22/2014"
"4494",2020-09-24,"Warren","NJ",1,2020,268,"7/18/2018","7/17/2018"
"4495",2020-09-22,"Monroe","PA",1,2020,266,"11/7/2015","9/22/2014"
"4496",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4497",2020-09-24,"Atlantic","NJ",1,2020,268,"7/18/2018","7/17/2018"
"4498",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4499",2020-09-25,"Somerset","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4500",2020-09-25,"Richmond","NY",1,2020,269,"9/5/2019","8/14/2020"
"4501",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4502",2020-09-24,"Montgomery","PA",1,2020,268,"11/7/2015","9/22/2014"
"4503",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4504",2020-09-25,"Lehigh","PA",1,2020,269,"11/7/2015","9/22/2014"
"4505",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4506",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4507",2020-09-25,"Somerset","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4508",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4509",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4510",2020-09-25,"Burlington","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4511",2020-09-25,"Somerset","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4512",2020-09-25,"Somerset","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4513",2020-09-25,"York","PA",1,2020,269,"11/7/2015","9/22/2014"
"4514",2020-09-25,"Warren","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4515",2020-09-25,"Burlington","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4516",2020-09-25,"Morris","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4517",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4518",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4519",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4520",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4521",2020-09-25,"Dauphin","PA",1,2020,269,"11/7/2015","9/22/2014"
"4522",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4523",2020-09-25,"Allegheny","PA",1,2020,269,"11/7/2015","9/22/2014"
"4524",2020-09-25,"Camden","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4525",2020-09-25,"Morris","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4526",2020-09-13,"Warren","NJ",1,2020,257,"7/18/2018","7/17/2018"
"4527",2020-09-25,"Middlesex","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4528",2020-09-24,"Schuylkill","PA",1,2020,268,"11/7/2015","9/22/2014"
"4529",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4530",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4531",2020-08-22,"Montgomery","PA",1,2020,235,"11/7/2015","9/22/2014"
"4532",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4533",2020-09-02,"Bucks","PA",1,2020,246,"11/7/2015","9/22/2014"
"4534",2020-09-02,"Bucks","PA",1,2020,246,"11/7/2015","9/22/2014"
"4535",2020-09-25,"Hunterdon","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4536",2020-09-25,"Gloucester","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4537",2020-09-25,"Somerset","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4538",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4539",2020-09-03,"Bucks","PA",1,2020,247,"11/7/2015","9/22/2014"
"4540",2020-09-25,"Northampton","PA",1,2020,269,"11/7/2015","9/22/2014"
"4541",2020-09-25,"Delaware","PA",1,2020,269,"11/7/2015","9/22/2014"
"4542",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4543",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4544",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4545",2020-09-25,"Dauphin","PA",1,2020,269,"11/7/2015","9/22/2014"
"4546",2020-09-25,"Dauphin","PA",1,2020,269,"11/7/2015","9/22/2014"
"4547",2020-09-25,"Northampton","PA",1,2020,269,"11/7/2015","9/22/2014"
"4548",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4549",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4550",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4551",2020-09-25,"Lehigh","PA",1,2020,269,"11/7/2015","9/22/2014"
"4552",2020-09-25,"Middlesex","NJ",1,2020,269,"7/18/2018","7/17/2018"
"4553",2020-09-25,"Lehigh","PA",1,2020,269,"11/7/2015","9/22/2014"
"4554",2020-09-25,"Montgomery","PA",1,2020,269,"11/7/2015","9/22/2014"
"4555",2020-09-24,"Lehigh","PA",1,2020,268,"11/7/2015","9/22/2014"
"4556",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4557",2020-09-25,"Lehigh","PA",1,2020,269,"11/7/2015","9/22/2014"
"4558",2020-09-25,"Lehigh","PA",1,2020,269,"11/7/2015","9/22/2014"
"4559",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4560",2020-09-17,"Lehigh","PA",1,2020,261,"11/7/2015","9/22/2014"
"4561",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4562",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4563",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4564",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4565",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4566",2020-09-25,"Schuylkill","PA",1,2020,269,"11/7/2015","9/22/2014"
"4567",2020-09-25,"Philadelphia","PA",1,2020,269,"11/7/2015","9/22/2014"
"4568",2020-09-26,"Hunterdon","NJ",1,2020,270,"7/18/2018","7/17/2018"
"4569",2020-09-26,"Bucks","PA",1,2020,270,"11/7/2015","9/22/2014"
"4570",2020-09-26,"Hunterdon","NJ",1,2020,270,"7/18/2018","7/17/2018"
"4571",2020-09-26,"Hunterdon","NJ",1,2020,270,"7/18/2018","7/17/2018"
"4572",2020-09-26,"Camden","NJ",1,2020,270,"7/18/2018","7/17/2018"
"4573",2020-09-26,"Philadelphia","PA",1,2020,270,"11/7/2015","9/22/2014"
"4574",2020-09-26,"Burlington","NJ",1,2020,270,"7/18/2018","7/17/2018"
"4575",2020-09-26,"Salem","NJ",1,2020,270,"7/18/2018","7/17/2018"
