"","ObservedDate","State","Year","DOY","FirstiNatReport","FirstInvasion","iNatSince","SinceOfficialInvasion","Count2"
"343","11/25/2021","NJ",2021,329,"7/18/2021","7/17/2018",130,1227,1
"344","11/25/2021","PA",2021,329,"11/7/2017","9/22/2014",1479,2621,6
"345","11/26/2021","PA",2021,330,"11/7/2017","9/22/2014",1480,2622,3
"346","11/27/2020","NJ",2020,332,"7/18/2021","7/17/2018",-233,864,1
"347","11/27/2020","PA",2020,332,"11/7/2017","9/22/2014",1116,2258,2
"348","11/28/2020","NJ",2020,333,"7/18/2021","7/17/2018",-232,865,1
"349","11/28/2021","NJ",2021,332,"7/18/2021","7/17/2018",133,1230,1
"350","11/29/2019","PA",2019,333,"11/7/2017","9/22/2014",752,1894,1
"351","11/29/2020","PA",2020,334,"11/7/2017","9/22/2014",1118,2260,1
"352","11/3/2017","PA",2017,307,"11/7/2017","9/22/2014",-4,1138,1
"353","11/3/2018","PA",2018,307,"11/7/2017","9/22/2014",361,1503,3
"354","11/3/2019","PA",2019,307,"11/7/2017","9/22/2014",726,1868,5
"355","11/3/2020","NJ",2020,308,"7/18/2021","7/17/2018",-257,840,1
"356","11/3/2020","PA",2020,308,"11/7/2017","9/22/2014",1092,2234,3
"357","11/3/2021","NJ",2021,307,"7/18/2021","7/17/2018",108,1205,9
"358","11/3/2021","NY",2021,307,"9/5/2019","8/14/2020",790,446,1
"359","11/3/2021","PA",2021,307,"11/7/2017","9/22/2014",1457,2599,2
"360","11/30/2019","PA",2019,334,"11/7/2017","9/22/2014",753,1895,1
"361","11/30/2021","NJ",2021,334,"7/18/2021","7/17/2018",135,1232,1
"362","11/4/2018","PA",2018,308,"11/7/2017","9/22/2014",362,1504,1
"363","11/4/2019","NJ",2019,308,"7/18/2021","7/17/2018",-622,475,1
"364","11/4/2019","PA",2019,308,"11/7/2017","9/22/2014",727,1869,2
"365","11/4/2020","NJ",2020,309,"7/18/2021","7/17/2018",-256,841,3
"366","11/4/2020","PA",2020,309,"11/7/2017","9/22/2014",1093,2235,2
"367","11/4/2021","NJ",2021,308,"7/18/2021","7/17/2018",109,1206,2
"368","11/4/2021","PA",2021,308,"11/7/2017","9/22/2014",1458,2600,14
"369","11/5/2019","PA",2019,309,"11/7/2017","9/22/2014",728,1870,1
"370","11/5/2020","PA",2020,310,"11/7/2017","9/22/2014",1094,2236,6
"371","11/5/2021","NJ",2021,309,"7/18/2021","7/17/2018",110,1207,8
"372","11/5/2021","PA",2021,309,"11/7/2017","9/22/2014",1459,2601,3
"373","11/6/2019","PA",2019,310,"11/7/2017","9/22/2014",729,1871,1
"374","11/6/2020","NJ",2020,311,"7/18/2021","7/17/2018",-254,843,1
"375","11/6/2020","PA",2020,311,"11/7/2017","9/22/2014",1095,2237,1
"376","11/6/2021","NJ",2021,310,"7/18/2021","7/17/2018",111,1208,18
"377","11/6/2021","NY",2021,310,"9/5/2019","8/14/2020",793,449,2
"378","11/6/2021","PA",2021,310,"11/7/2017","9/22/2014",1460,2602,4
"379","11/7/2015","PA",2015,311,"11/7/2017","9/22/2014",-731,411,1
"380","11/7/2019","PA",2019,311,"11/7/2017","9/22/2014",730,1872,4
"381","11/7/2020","NJ",2020,312,"7/18/2021","7/17/2018",-253,844,4
"382","11/7/2020","PA",2020,312,"11/7/2017","9/22/2014",1096,2238,3
"383","11/7/2021","NJ",2021,311,"7/18/2021","7/17/2018",112,1209,1
"384","11/7/2021","PA",2021,311,"11/7/2017","9/22/2014",1461,2603,3
"385","11/8/2019","PA",2019,312,"11/7/2017","9/22/2014",731,1873,2
"386","11/8/2020","NJ",2020,313,"7/18/2021","7/17/2018",-252,845,3
"387","11/8/2020","NY",2020,313,"9/5/2019","8/14/2020",430,86,2
"388","11/8/2020","PA",2020,313,"11/7/2017","9/22/2014",1097,2239,3
"389","11/8/2021","NJ",2021,312,"7/18/2021","7/17/2018",113,1210,1
"390","11/8/2021","PA",2021,312,"11/7/2017","9/22/2014",1462,2604,2
"391","11/9/2019","PA",2019,313,"11/7/2017","9/22/2014",732,1874,3
"392","11/9/2020","NJ",2020,314,"7/18/2021","7/17/2018",-251,846,3
"393","11/9/2020","PA",2020,314,"11/7/2017","9/22/2014",1098,2240,1
"394","11/9/2021","NJ",2021,313,"7/18/2021","7/17/2018",114,1211,2
"395","11/9/2021","PA",2021,313,"11/7/2017","9/22/2014",1463,2605,11
"396","12/10/2020","NJ",2020,345,"7/18/2021","7/17/2018",-220,877,1
"397","12/10/2020","NY",2020,345,"9/5/2019","8/14/2020",462,118,1
"398","12/10/2021","PA",2021,344,"11/7/2017","9/22/2014",1494,2636,1
"399","12/12/2019","PA",2019,346,"11/7/2017","9/22/2014",765,1907,1
"400","12/12/2021","NY",2021,346,"9/5/2019","8/14/2020",829,485,1
"401","12/13/2020","NJ",2020,348,"7/18/2021","7/17/2018",-217,880,1
"402","12/14/2019","PA",2019,348,"11/7/2017","9/22/2014",767,1909,1
"403","12/14/2021","NJ",2021,348,"7/18/2021","7/17/2018",149,1246,1
"404","12/14/2021","PA",2021,348,"11/7/2017","9/22/2014",1498,2640,1
"405","12/16/2021","NY",2021,350,"9/5/2019","8/14/2020",833,489,1
"406","12/16/2021","PA",2021,350,"11/7/2017","9/22/2014",1500,2642,1
"407","12/17/2021","PA",2021,351,"11/7/2017","9/22/2014",1501,2643,1
"408","12/19/2017","PA",2017,353,"11/7/2017","9/22/2014",42,1184,1
"409","12/2/2021","NJ",2021,336,"7/18/2021","7/17/2018",137,1234,3
"410","12/20/2021","PA",2021,354,"11/7/2017","9/22/2014",1504,2646,1
"411","12/21/2019","PA",2019,355,"11/7/2017","9/22/2014",774,1916,1
"412","12/21/2021","NY",2021,355,"9/5/2019","8/14/2020",838,494,1
"413","12/22/2019","PA",2019,356,"11/7/2017","9/22/2014",775,1917,3
"414","12/23/2018","PA",2018,357,"11/7/2017","9/22/2014",411,1553,1
"415","12/25/2019","PA",2019,359,"11/7/2017","9/22/2014",778,1920,2
"416","12/25/2020","NJ",2020,360,"7/18/2021","7/17/2018",-205,892,1
"417","12/25/2020","PA",2020,360,"11/7/2017","9/22/2014",1144,2286,1
"418","12/25/2021","NJ",2021,359,"7/18/2021","7/17/2018",160,1257,2
"419","12/26/2019","PA",2019,360,"11/7/2017","9/22/2014",779,1921,2
"420","12/29/2018","PA",2018,363,"11/7/2017","9/22/2014",417,1559,1
"421","12/29/2021","PA",2021,363,"11/7/2017","9/22/2014",1513,2655,1
"422","12/3/2017","PA",2017,337,"11/7/2017","9/22/2014",26,1168,1
"423","12/3/2019","PA",2019,337,"11/7/2017","9/22/2014",756,1898,1
"424","12/3/2020","PA",2020,338,"11/7/2017","9/22/2014",1122,2264,1
"425","12/30/2021","PA",2021,364,"11/7/2017","9/22/2014",1514,2656,2
"426","12/31/2019","PA",2019,365,"11/7/2017","9/22/2014",784,1926,4
"427","12/5/2020","PA",2020,340,"11/7/2017","9/22/2014",1124,2266,1
"428","12/5/2021","PA",2021,339,"11/7/2017","9/22/2014",1489,2631,1
"429","12/8/2019","PA",2019,342,"11/7/2017","9/22/2014",761,1903,1
"430","12/8/2021","NJ",2021,342,"7/18/2021","7/17/2018",143,1240,1
"431","12/9/2021","PA",2021,343,"11/7/2017","9/22/2014",1493,2635,1
"432","2/1/2020","PA",2020,32,"11/7/2017","9/22/2014",816,1958,1
"433","2/10/2021","NJ",2021,41,"7/18/2021","7/17/2018",-158,939,1
"434","2/10/2021","PA",2021,41,"11/7/2017","9/22/2014",1191,2333,1
"435","2/10/2022","NY",2022,41,"9/5/2019","8/14/2020",889,545,1
"436","2/11/2021","PA",2021,42,"11/7/2017","9/22/2014",1192,2334,7
"437","2/12/2022","NJ",2022,43,"7/18/2021","7/17/2018",209,1306,1
"438","2/12/2022","PA",2022,43,"11/7/2017","9/22/2014",1558,2700,1
"439","2/16/2020","PA",2020,47,"11/7/2017","9/22/2014",831,1973,1
"440","2/16/2021","NJ",2021,47,"7/18/2021","7/17/2018",-152,945,1
"441","2/16/2021","PA",2021,47,"11/7/2017","9/22/2014",1197,2339,1
"442","2/17/2020","PA",2020,48,"11/7/2017","9/22/2014",832,1974,1
"443","2/17/2022","NY",2022,48,"9/5/2019","8/14/2020",896,552,1
"444","2/17/2022","PA",2022,48,"11/7/2017","9/22/2014",1563,2705,1
"445","2/18/2020","PA",2020,49,"11/7/2017","9/22/2014",833,1975,2
"446","2/2/2022","PA",2022,33,"11/7/2017","9/22/2014",1548,2690,1
"447","2/20/2020","PA",2020,51,"11/7/2017","9/22/2014",835,1977,1
"448","2/20/2022","PA",2022,51,"11/7/2017","9/22/2014",1566,2708,1
"449","2/21/2020","PA",2020,52,"11/7/2017","9/22/2014",836,1978,1
"450","2/21/2022","NJ",2022,52,"7/18/2021","7/17/2018",218,1315,1
"451","2/22/2022","PA",2022,53,"11/7/2017","9/22/2014",1568,2710,1
"452","2/23/2022","NJ",2022,54,"7/18/2021","7/17/2018",220,1317,1
"453","2/24/2020","PA",2020,55,"11/7/2017","9/22/2014",839,1981,1
"454","2/25/2021","PA",2021,56,"11/7/2017","9/22/2014",1206,2348,1
"455","2/25/2022","NY",2022,56,"9/5/2019","8/14/2020",904,560,1
"456","2/26/2020","PA",2020,57,"11/7/2017","9/22/2014",841,1983,1
"457","2/27/2020","PA",2020,58,"11/7/2017","9/22/2014",842,1984,1
"458","2/27/2021","PA",2021,58,"11/7/2017","9/22/2014",1208,2350,1
"459","2/27/2022","NJ",2022,58,"7/18/2021","7/17/2018",224,1321,3
"460","2/28/2020","PA",2020,59,"11/7/2017","9/22/2014",843,1985,2
"461","2/28/2022","NJ",2022,59,"7/18/2021","7/17/2018",225,1322,2
"462","2/3/2020","PA",2020,34,"11/7/2017","9/22/2014",818,1960,1
"463","2/3/2022","NJ",2022,34,"7/18/2021","7/17/2018",200,1297,1
"464","2/4/2020","PA",2020,35,"11/7/2017","9/22/2014",819,1961,1
"465","2/4/2021","PA",2021,35,"11/7/2017","9/22/2014",1185,2327,1
"466","2/5/2021","PA",2021,36,"11/7/2017","9/22/2014",1186,2328,1
"467","2/5/2022","PA",2022,36,"11/7/2017","9/22/2014",1551,2693,2
"468","2/6/2021","PA",2021,37,"11/7/2017","9/22/2014",1187,2329,2
"469","2/8/2022","NJ",2022,39,"7/18/2021","7/17/2018",205,1302,1
"470","2/9/2020","PA",2020,40,"11/7/2017","9/22/2014",824,1966,2
"471","2/9/2021","PA",2021,40,"11/7/2017","9/22/2014",1190,2332,1
"472","3/1/2021","PA",2021,60,"11/7/2017","9/22/2014",1210,2352,1
"473","3/1/2022","NJ",2022,60,"7/18/2021","7/17/2018",226,1323,3
"474","3/10/2020","PA",2020,70,"11/7/2017","9/22/2014",854,1996,2
"475","3/11/2020","PA",2020,71,"11/7/2017","9/22/2014",855,1997,2
"476","3/12/2020","PA",2020,72,"11/7/2017","9/22/2014",856,1998,1
"477","3/12/2021","NJ",2021,71,"7/18/2021","7/17/2018",-128,969,13
"478","3/12/2022","NJ",2022,71,"7/18/2021","7/17/2018",237,1334,1
"479","3/13/2021","NJ",2021,72,"7/18/2021","7/17/2018",-127,970,1
"480","3/14/2021","NJ",2021,73,"7/18/2021","7/17/2018",-126,971,2
"481","3/15/2022","NY",2022,74,"9/5/2019","8/14/2020",922,578,1
"482","3/16/2021","NJ",2021,75,"7/18/2021","7/17/2018",-124,973,1
"483","3/16/2022","NJ",2022,75,"7/18/2021","7/17/2018",241,1338,1
"484","3/16/2022","PA",2022,75,"11/7/2017","9/22/2014",1590,2732,1
"485","3/17/2021","NJ",2021,76,"7/18/2021","7/17/2018",-123,974,1
"486","3/18/2020","PA",2020,78,"11/7/2017","9/22/2014",862,2004,2
"487","3/19/2021","NJ",2021,78,"7/18/2021","7/17/2018",-121,976,2
"488","3/19/2021","PA",2021,78,"11/7/2017","9/22/2014",1228,2370,1
"489","3/2/2021","PA",2021,61,"11/7/2017","9/22/2014",1211,2353,1
"490","3/2/2022","NJ",2022,61,"7/18/2021","7/17/2018",227,1324,2
"491","3/20/2022","PA",2022,79,"11/7/2017","9/22/2014",1594,2736,2
"492","3/21/2021","NJ",2021,80,"7/18/2021","7/17/2018",-119,978,2
"493","3/21/2021","PA",2021,80,"11/7/2017","9/22/2014",1230,2372,2
"494","3/21/2022","NJ",2022,80,"7/18/2021","7/17/2018",246,1343,2
"495","3/22/2022","PA",2022,81,"11/7/2017","9/22/2014",1596,2738,1
"496","3/23/2019","PA",2019,82,"11/7/2017","9/22/2014",501,1643,8
"497","3/23/2021","PA",2021,82,"11/7/2017","9/22/2014",1232,2374,1
"498","3/23/2022","PA",2022,82,"11/7/2017","9/22/2014",1597,2739,11
"499","3/24/2020","PA",2020,84,"11/7/2017","9/22/2014",868,2010,1
"500","3/24/2021","NJ",2021,83,"7/18/2021","7/17/2018",-116,981,1
"501","3/24/2022","PA",2022,83,"11/7/2017","9/22/2014",1598,2740,2
"502","3/25/2021","NJ",2021,84,"7/18/2021","7/17/2018",-115,982,1
"503","3/25/2022","PA",2022,84,"11/7/2017","9/22/2014",1599,2741,2
"504","3/26/2020","NJ",2020,86,"7/18/2021","7/17/2018",-479,618,1
"505","3/26/2022","NJ",2022,85,"7/18/2021","7/17/2018",251,1348,1
"506","3/27/2022","PA",2022,86,"11/7/2017","9/22/2014",1601,2743,1
"507","3/29/2019","PA",2019,88,"11/7/2017","9/22/2014",507,1649,1
"508","3/29/2020","PA",2020,89,"11/7/2017","9/22/2014",873,2015,1
"509","3/29/2021","NJ",2021,88,"7/18/2021","7/17/2018",-111,986,9
"510","3/29/2022","NY",2022,88,"9/5/2019","8/14/2020",936,592,3
"511","3/3/2020","PA",2020,63,"11/7/2017","9/22/2014",847,1989,3
"512","3/3/2021","NJ",2021,62,"7/18/2021","7/17/2018",-137,960,1
"513","3/30/2021","NJ",2021,89,"7/18/2021","7/17/2018",-110,987,8
"514","3/31/2021","NJ",2021,90,"7/18/2021","7/17/2018",-109,988,1
"515","3/4/2021","PA",2021,63,"11/7/2017","9/22/2014",1213,2355,2
"516","3/4/2022","NJ",2022,63,"7/18/2021","7/17/2018",229,1326,1
"517","3/4/2022","NY",2022,63,"9/5/2019","8/14/2020",911,567,1
"518","3/5/2022","PA",2022,64,"11/7/2017","9/22/2014",1579,2721,1
"519","3/7/2021","PA",2021,66,"11/7/2017","9/22/2014",1216,2358,1
"520","3/8/2020","PA",2020,68,"11/7/2017","9/22/2014",852,1994,3
"521","3/9/2020","PA",2020,69,"11/7/2017","9/22/2014",853,1995,3
"522","3/9/2021","PA",2021,68,"11/7/2017","9/22/2014",1218,2360,2
"523","4/1/2021","NJ",2021,91,"7/18/2021","7/17/2018",-108,989,1
"524","4/1/2022","NJ",2022,91,"7/18/2021","7/17/2018",257,1354,1
"525","4/10/2022","NJ",2022,100,"7/18/2021","7/17/2018",266,1363,1
"526","4/10/2022","NY",2022,100,"9/5/2019","8/14/2020",948,604,3
"527","4/11/2020","PA",2020,102,"11/7/2017","9/22/2014",886,2028,1
"528","4/11/2021","NJ",2021,101,"7/18/2021","7/17/2018",-98,999,2
"529","4/12/2021","NJ",2021,102,"7/18/2021","7/17/2018",-97,1000,1
"530","4/12/2022","NJ",2022,102,"7/18/2021","7/17/2018",268,1365,1
"531","4/13/2019","PA",2019,103,"11/7/2017","9/22/2014",522,1664,1
"532","4/13/2020","PA",2020,104,"11/7/2017","9/22/2014",888,2030,1
"533","4/14/2019","PA",2019,104,"11/7/2017","9/22/2014",523,1665,3
"534","4/15/2022","PA",2022,105,"11/7/2017","9/22/2014",1620,2762,1
"535","4/17/2021","NJ",2021,107,"7/18/2021","7/17/2018",-92,1005,2
"536","4/18/2021","NJ",2021,108,"7/18/2021","7/17/2018",-91,1006,15
"537","4/19/2021","NY",2021,109,"9/5/2019","8/14/2020",592,248,1
"538","4/19/2022","PA",2022,109,"11/7/2017","9/22/2014",1624,2766,1
"539","4/2/2022","NJ",2022,92,"7/18/2021","7/17/2018",258,1355,1
"540","4/22/2021","NJ",2021,112,"7/18/2021","7/17/2018",-87,1010,2
"541","4/22/2022","PA",2022,112,"11/7/2017","9/22/2014",1627,2769,2
"542","4/23/2019","PA",2019,113,"11/7/2017","9/22/2014",532,1674,2
"543","4/23/2022","PA",2022,113,"11/7/2017","9/22/2014",1628,2770,1
"544","4/24/2020","PA",2020,115,"11/7/2017","9/22/2014",899,2041,12
"545","4/24/2021","PA",2021,114,"11/7/2017","9/22/2014",1264,2406,1
"546","4/25/2020","PA",2020,116,"11/7/2017","9/22/2014",900,2042,7
"547","4/25/2021","PA",2021,115,"11/7/2017","9/22/2014",1265,2407,1
"548","4/25/2022","NJ",2022,115,"7/18/2021","7/17/2018",281,1378,1
"549","4/26/2020","PA",2020,117,"11/7/2017","9/22/2014",901,2043,1
"550","4/26/2021","NJ",2021,116,"7/18/2021","7/17/2018",-83,1014,1
"551","4/26/2021","PA",2021,116,"11/7/2017","9/22/2014",1266,2408,1
"552","4/27/2020","PA",2020,118,"11/7/2017","9/22/2014",902,2044,1
"553","4/27/2021","PA",2021,117,"11/7/2017","9/22/2014",1267,2409,1
"554","4/28/2020","PA",2020,119,"11/7/2017","9/22/2014",903,2045,2
"555","4/28/2021","PA",2021,118,"11/7/2017","9/22/2014",1268,2410,3
"556","4/29/2021","PA",2021,119,"11/7/2017","9/22/2014",1269,2411,3
"557","4/29/2022","PA",2022,119,"11/7/2017","9/22/2014",1634,2776,10
"558","4/3/2021","NJ",2021,93,"7/18/2021","7/17/2018",-106,991,1
"559","4/30/2021","PA",2021,120,"11/7/2017","9/22/2014",1270,2412,7
"560","4/30/2022","NY",2022,120,"9/5/2019","8/14/2020",968,624,1
"561","4/30/2022","PA",2022,120,"11/7/2017","9/22/2014",1635,2777,3
"562","4/4/2021","PA",2021,94,"11/7/2017","9/22/2014",1244,2386,1
"563","4/5/2022","NY",2022,95,"9/5/2019","8/14/2020",943,599,5
"564","4/6/2019","PA",2019,96,"11/7/2017","9/22/2014",515,1657,1
"565","4/6/2020","PA",2020,97,"11/7/2017","9/22/2014",881,2023,1
"566","4/6/2021","NJ",2021,96,"7/18/2021","7/17/2018",-103,994,1
"567","4/7/2021","NJ",2021,97,"7/18/2021","7/17/2018",-102,995,2
"568","4/7/2022","PA",2022,97,"11/7/2017","9/22/2014",1612,2754,1
"569","4/8/2022","NJ",2022,98,"7/18/2021","7/17/2018",264,1361,1
"570","5/1/2020","PA",2020,122,"11/7/2017","9/22/2014",906,2048,1
"571","5/1/2021","PA",2021,121,"11/7/2017","9/22/2014",1271,2413,1
"572","5/1/2022","NJ",2022,121,"7/18/2021","7/17/2018",287,1384,2
"573","5/1/2022","PA",2022,121,"11/7/2017","9/22/2014",1636,2778,6
"574","5/10/2020","PA",2020,131,"11/7/2017","9/22/2014",915,2057,1
"575","5/10/2022","NJ",2022,130,"7/18/2021","7/17/2018",296,1393,3
"576","5/10/2022","NY",2022,130,"9/5/2019","8/14/2020",978,634,1
"577","5/11/2021","NJ",2021,131,"7/18/2021","7/17/2018",-68,1029,2
"578","5/11/2021","PA",2021,131,"11/7/2017","9/22/2014",1281,2423,2
"579","5/12/2021","NJ",2021,132,"7/18/2021","7/17/2018",-67,1030,1
"580","5/12/2021","PA",2021,132,"11/7/2017","9/22/2014",1282,2424,3
"581","5/12/2022","NJ",2022,132,"7/18/2021","7/17/2018",298,1395,1
"582","5/12/2022","PA",2022,132,"11/7/2017","9/22/2014",1647,2789,2
"583","5/13/2020","PA",2020,134,"11/7/2017","9/22/2014",918,2060,2
"584","5/13/2021","NJ",2021,133,"7/18/2021","7/17/2018",-66,1031,1
"585","5/13/2022","NJ",2022,133,"7/18/2021","7/17/2018",299,1396,1
"586","5/13/2022","NY",2022,133,"9/5/2019","8/14/2020",981,637,1
"587","5/13/2022","PA",2022,133,"11/7/2017","9/22/2014",1648,2790,4
"588","5/14/2020","PA",2020,135,"11/7/2017","9/22/2014",919,2061,4
"589","5/14/2021","NJ",2021,134,"7/18/2021","7/17/2018",-65,1032,1
"590","5/14/2021","PA",2021,134,"11/7/2017","9/22/2014",1284,2426,4
"591","5/15/2020","PA",2020,136,"11/7/2017","9/22/2014",920,2062,3
"592","5/15/2021","NJ",2021,135,"7/18/2021","7/17/2018",-64,1033,5
"593","5/15/2021","PA",2021,135,"11/7/2017","9/22/2014",1285,2427,1
"594","5/15/2022","NJ",2022,135,"7/18/2021","7/17/2018",301,1398,5
"595","5/15/2022","PA",2022,135,"11/7/2017","9/22/2014",1650,2792,8
"596","5/16/2019","PA",2019,136,"11/7/2017","9/22/2014",555,1697,2
"597","5/16/2020","PA",2020,137,"11/7/2017","9/22/2014",921,2063,1
"598","5/16/2021","NJ",2021,136,"7/18/2021","7/17/2018",-63,1034,4
"599","5/16/2021","PA",2021,136,"11/7/2017","9/22/2014",1286,2428,2
"600","5/16/2022","NJ",2022,136,"7/18/2021","7/17/2018",302,1399,10
"601","5/16/2022","NY",2022,136,"9/5/2019","8/14/2020",984,640,2
"602","5/16/2022","PA",2022,136,"11/7/2017","9/22/2014",1651,2793,3
"603","5/17/2020","PA",2020,138,"11/7/2017","9/22/2014",922,2064,8
"604","5/17/2021","NJ",2021,137,"7/18/2021","7/17/2018",-62,1035,3
"605","5/17/2021","PA",2021,137,"11/7/2017","9/22/2014",1287,2429,2
"606","5/17/2022","NJ",2022,137,"7/18/2021","7/17/2018",303,1400,4
"607","5/17/2022","NY",2022,137,"9/5/2019","8/14/2020",985,641,6
"608","5/17/2022","PA",2022,137,"11/7/2017","9/22/2014",1652,2794,7
"609","5/18/2019","PA",2019,138,"11/7/2017","9/22/2014",557,1699,1
"610","5/18/2020","PA",2020,139,"11/7/2017","9/22/2014",923,2065,7
"611","5/18/2021","NJ",2021,138,"7/18/2021","7/17/2018",-61,1036,2
"612","5/18/2021","PA",2021,138,"11/7/2017","9/22/2014",1288,2430,7
"613","5/18/2022","NJ",2022,138,"7/18/2021","7/17/2018",304,1401,6
"614","5/18/2022","NY",2022,138,"9/5/2019","8/14/2020",986,642,11
"615","5/18/2022","PA",2022,138,"11/7/2017","9/22/2014",1653,2795,5
"616","5/19/2019","PA",2019,139,"11/7/2017","9/22/2014",558,1700,3
"617","5/19/2021","NJ",2021,139,"7/18/2021","7/17/2018",-60,1037,2
"618","5/19/2021","NY",2021,139,"9/5/2019","8/14/2020",622,278,1
"619","5/19/2021","PA",2021,139,"11/7/2017","9/22/2014",1289,2431,7
"620","5/19/2022","NJ",2022,139,"7/18/2021","7/17/2018",305,1402,10
"621","5/19/2022","PA",2022,139,"11/7/2017","9/22/2014",1654,2796,4
"622","5/2/2021","NJ",2021,122,"7/18/2021","7/17/2018",-77,1020,2
"623","5/2/2021","PA",2021,122,"11/7/2017","9/22/2014",1272,2414,4
"624","5/2/2022","PA",2022,122,"11/7/2017","9/22/2014",1637,2779,8
"625","5/20/2019","PA",2019,140,"11/7/2017","9/22/2014",559,1701,1
"626","5/20/2020","PA",2020,141,"11/7/2017","9/22/2014",925,2067,3
"627","5/20/2021","NJ",2021,140,"7/18/2021","7/17/2018",-59,1038,4
"628","5/20/2021","PA",2021,140,"11/7/2017","9/22/2014",1290,2432,2
"629","5/20/2022","NJ",2022,140,"7/18/2021","7/17/2018",306,1403,3
"630","5/20/2022","PA",2022,140,"11/7/2017","9/22/2014",1655,2797,12
"631","5/21/2018","PA",2018,141,"11/7/2017","9/22/2014",195,1337,1
"632","5/21/2020","NJ",2020,142,"7/18/2021","7/17/2018",-423,674,3
"633","5/21/2020","PA",2020,142,"11/7/2017","9/22/2014",926,2068,7
"634","5/21/2021","NJ",2021,141,"7/18/2021","7/17/2018",-58,1039,6
"635","5/21/2021","PA",2021,141,"11/7/2017","9/22/2014",1291,2433,1
"636","5/21/2022","NJ",2022,141,"7/18/2021","7/17/2018",307,1404,5
"637","5/21/2022","NY",2022,141,"9/5/2019","8/14/2020",989,645,5
"638","5/21/2022","PA",2022,141,"11/7/2017","9/22/2014",1656,2798,1
"639","5/22/2019","PA",2019,142,"11/7/2017","9/22/2014",561,1703,3
"640","5/22/2020","PA",2020,143,"11/7/2017","9/22/2014",927,2069,1
"641","5/22/2021","NJ",2021,142,"7/18/2021","7/17/2018",-57,1040,11
"642","5/22/2021","PA",2021,142,"11/7/2017","9/22/2014",1292,2434,5
"643","5/22/2022","NJ",2022,142,"7/18/2021","7/17/2018",308,1405,13
"644","5/22/2022","NY",2022,142,"9/5/2019","8/14/2020",990,646,7
"645","5/22/2022","PA",2022,142,"11/7/2017","9/22/2014",1657,2799,7
"646","5/23/2018","PA",2018,143,"11/7/2017","9/22/2014",197,1339,1
"647","5/23/2019","PA",2019,143,"11/7/2017","9/22/2014",562,1704,3
"648","5/23/2020","PA",2020,144,"11/7/2017","9/22/2014",928,2070,9
"649","5/23/2021","NJ",2021,143,"7/18/2021","7/17/2018",-56,1041,8
"650","5/23/2021","NY",2021,143,"9/5/2019","8/14/2020",626,282,1
"651","5/23/2021","PA",2021,143,"11/7/2017","9/22/2014",1293,2435,10
"652","5/23/2022","NJ",2022,143,"7/18/2021","7/17/2018",309,1406,13
"653","5/23/2022","NY",2022,143,"9/5/2019","8/14/2020",991,647,10
"654","5/23/2022","PA",2022,143,"11/7/2017","9/22/2014",1658,2800,7
"655","5/24/2018","PA",2018,144,"11/7/2017","9/22/2014",198,1340,1
"656","5/24/2019","PA",2019,144,"11/7/2017","9/22/2014",563,1705,2
"657","5/24/2020","PA",2020,145,"11/7/2017","9/22/2014",929,2071,8
"658","5/24/2021","NJ",2021,144,"7/18/2021","7/17/2018",-55,1042,9
"659","5/24/2021","NY",2021,144,"9/5/2019","8/14/2020",627,283,1
"660","5/24/2022","NJ",2022,144,"7/18/2021","7/17/2018",310,1407,10
"661","5/24/2022","NY",2022,144,"9/5/2019","8/14/2020",992,648,10
"662","5/24/2022","PA",2022,144,"11/7/2017","9/22/2014",1659,2801,6
"663","5/25/2018","PA",2018,145,"11/7/2017","9/22/2014",199,1341,1
"664","5/25/2019","PA",2019,145,"11/7/2017","9/22/2014",564,1706,5
"665","5/25/2020","PA",2020,146,"11/7/2017","9/22/2014",930,2072,11
"666","5/25/2021","NJ",2021,145,"7/18/2021","7/17/2018",-54,1043,6
"667","5/25/2021","NY",2021,145,"9/5/2019","8/14/2020",628,284,2
"668","5/25/2021","PA",2021,145,"11/7/2017","9/22/2014",1295,2437,9
"669","5/25/2022","NJ",2022,145,"7/18/2021","7/17/2018",311,1408,7
"670","5/25/2022","NY",2022,145,"9/5/2019","8/14/2020",993,649,3
"671","5/25/2022","PA",2022,145,"11/7/2017","9/22/2014",1660,2802,11
"672","5/26/2019","PA",2019,146,"11/7/2017","9/22/2014",565,1707,2
"673","5/26/2020","PA",2020,147,"11/7/2017","9/22/2014",931,2073,11
"674","5/26/2021","NJ",2021,146,"7/18/2021","7/17/2018",-53,1044,3
"675","5/26/2021","PA",2021,146,"11/7/2017","9/22/2014",1296,2438,4
"676","5/26/2022","NJ",2022,146,"7/18/2021","7/17/2018",312,1409,8
"677","5/26/2022","NY",2022,146,"9/5/2019","8/14/2020",994,650,5
"678","5/26/2022","PA",2022,146,"11/7/2017","9/22/2014",1661,2803,8
"679","5/27/2019","NJ",2019,147,"7/18/2021","7/17/2018",-783,314,1
"680","5/27/2019","PA",2019,147,"11/7/2017","9/22/2014",566,1708,2
"681","5/27/2020","NJ",2020,148,"7/18/2021","7/17/2018",-417,680,1
"682","5/27/2020","PA",2020,148,"11/7/2017","9/22/2014",932,2074,7
"683","5/27/2021","NJ",2021,147,"7/18/2021","7/17/2018",-52,1045,7
"684","5/27/2021","PA",2021,147,"11/7/2017","9/22/2014",1297,2439,6
"685","5/27/2022","NJ",2022,147,"7/18/2021","7/17/2018",313,1410,12
