State,County,Date,Count,Population,PerCapitaPop,LogPerCapita,Year,DOY,DaysSinceFirstSight,DateBeg,DateEnd,FirstInvasion
NJ,Camden,5/28/2022 - 6/3/2022,7,525451,1.33219E-05,-4.875434183,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Camden,6/4/2022 - 6/10/2022,6,525451,1.14188E-05,-4.942380973,2022,155,1417,6/4/2022, 6/10/2022,
NJ,Camden,6/11/2022 - 6/17/2022,4,525451,7.61251E-06,-5.118472232,2022,162,1424,6/11/2022, 6/17/2022,
NJ,Camden,6/18/2022 - 6/24/2022,5,525451,9.51564E-06,-5.021562219,2022,169,1431,6/18/2022, 6/24/2022,
NJ,Camden,6/25/2022 - 7/1/2022,5,525451,9.51564E-06,-5.021562219,2022,176,1438,6/25/2022, 7/1/2022,
NJ,Camden,7/2/2022 - 7/8/2022,1,525451,1.90313E-06,-5.720532223,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Camden,7/9/2022 - 7/15/2022,1,525451,1.90313E-06,-5.720532223,2022,190,1452,7/9/2022, 7/15/2022,
NJ,Camden,7/16/2022 - 7/22/2022,3,525451,5.70938E-06,-5.243410968,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Camden,7/23/2022 - 7/29/2022,1,525451,1.90313E-06,-5.720532223,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Camden,7/30/2022 - 8/5/2022,5,525451,9.51564E-06,-5.021562219,2022,211,1473,7/30/2022, 8/5/2022,
NJ,Camden,8/6/2022 - 8/12/2022,3,525451,5.70938E-06,-5.243410968,2022,218,1480,8/6/2022, 8/12/2022,
NJ,Camden,8/20/2022 - 8/26/2022,2,525451,3.80625E-06,-5.419502227,2022,232,1494,8/20/2022, 8/26/2022,
NJ,Camden,8/27/2022 - 9/2/2022,2,525451,3.80625E-06,-5.419502227,2022,239,1501,8/27/2022, 9/2/2022,
NJ,Camden,9/3/2022 - 9/9/2022,23,525451,4.37719E-05,-4.358804387,2022,246,1508,9/3/2022, 9/9/2022,
NJ,Cape May,7/14/2018 - 7/20/2018,1,94863,1.05415E-05,-4.977096855,2018,195,-4,7/14/2018, 7/20/2018,
NJ,Cape May,8/1/2020 - 8/7/2020,1,94863,1.05415E-05,-4.977096855,2020,214,745,8/1/2020, 8/7/2020,
NJ,Cape May,9/5/2020 - 9/11/2020,1,94863,1.05415E-05,-4.977096855,2020,249,780,9/5/2020, 9/11/2020,
NJ,Cape May,10/3/2020 - 10/9/2020,1,94863,1.05415E-05,-4.977096855,2020,277,808,10/3/2020, 10/9/2020,
NJ,Cape May,9/11/2021 - 9/17/2021,1,94863,1.05415E-05,-4.977096855,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Cape May,9/18/2021 - 9/24/2021,1,94863,1.05415E-05,-4.977096855,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Cape May,10/2/2021 - 10/8/2021,1,94863,1.05415E-05,-4.977096855,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Cape May,10/9/2021 - 10/15/2021,1,94863,1.05415E-05,-4.977096855,2021,282,1179,10/9/2021, 10/15/2021,
NJ,Cape May,5/28/2022 - 6/3/2022,1,94863,1.05415E-05,-4.977096855,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Cape May,8/13/2022 - 8/19/2022,1,94863,1.05415E-05,-4.977096855,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Cumberland,6/12/2021 - 6/18/2021,2,153602,1.30207E-05,-4.885366875,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Cumberland,7/10/2021 - 7/16/2021,1,153602,6.51033E-06,-5.186396871,2021,191,1088,7/10/2021, 7/16/2021,
NJ,Cumberland,7/24/2021 - 7/30/2021,1,153602,6.51033E-06,-5.186396871,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Cumberland,9/11/2021 - 9/17/2021,1,153602,6.51033E-06,-5.186396871,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Cumberland,9/18/2021 - 9/24/2021,1,153602,6.51033E-06,-5.186396871,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Cumberland,5/14/2022 - 5/20/2022,1,153602,6.51033E-06,-5.186396871,2022,134,1396,5/14/2022, 5/20/2022,
NJ,Cumberland,6/4/2022 - 6/10/2022,2,153602,1.30207E-05,-4.885366875,2022,155,1417,6/4/2022, 6/10/2022,
NJ,Cumberland,7/2/2022 - 7/8/2022,2,153602,1.30207E-05,-4.885366875,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Cumberland,7/16/2022 - 7/22/2022,1,153602,6.51033E-06,-5.186396871,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Cumberland,7/23/2022 - 7/29/2022,1,153602,6.51033E-06,-5.186396871,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Cumberland,8/13/2022 - 8/19/2022,3,153602,1.9531E-05,-4.709275616,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Cumberland,8/27/2022 - 9/2/2022,1,153602,6.51033E-06,-5.186396871,2022,239,1501,8/27/2022, 9/2/2022,
NJ,Essex,9/21/2019 - 9/27/2019,1,879680,1.13678E-06,-5.944324718,2019,264,430,9/21/2019, 9/27/2019,
NJ,Essex,7/25/2020 - 7/31/2020,1,879680,1.13678E-06,-5.944324718,2020,207,738,7/25/2020, 7/31/2020,
NJ,Essex,8/22/2020 - 8/28/2020,1,879680,1.13678E-06,-5.944324718,2020,235,766,8/22/2020, 8/28/2020,
NJ,Essex,9/5/2020 - 9/11/2020,4,879680,4.54711E-06,-5.342264727,2020,249,780,9/5/2020, 9/11/2020,
NJ,Essex,9/12/2020 - 9/18/2020,5,879680,5.68389E-06,-5.245354714,2020,256,787,9/12/2020, 9/18/2020,
NJ,Essex,10/3/2020 - 10/9/2020,2,879680,2.27355E-06,-5.643294722,2020,277,808,10/3/2020, 10/9/2020,
NJ,Essex,10/17/2020 - 10/23/2020,1,879680,1.13678E-06,-5.944324718,2020,291,822,10/17/2020, 10/23/2020,
NJ,Essex,11/7/2020 - 11/13/2020,1,879680,1.13678E-06,-5.944324718,2020,312,843,11/7/2020, 11/13/2020,
NJ,Essex,3/13/2021 - 3/19/2021,1,879680,1.13678E-06,-5.944324718,2021,72,969,3/13/2021, 3/19/2021,
NJ,Essex,4/3/2021 - 4/9/2021,2,879680,2.27355E-06,-5.643294722,2021,93,990,4/3/2021, 4/9/2021,
NJ,Essex,6/12/2021 - 6/18/2021,1,879680,1.13678E-06,-5.944324718,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Essex,6/19/2021 - 6/25/2021,1,879680,1.13678E-06,-5.944324718,2021,170,1067,6/19/2021, 6/25/2021,
NJ,Essex,6/26/2021 - 7/2/2021,1,879680,1.13678E-06,-5.944324718,2021,177,1074,6/26/2021, 7/2/2021,
NJ,Essex,7/3/2021 - 7/9/2021,2,879680,2.27355E-06,-5.643294722,2021,184,1081,7/3/2021, 7/9/2021,
NJ,Essex,7/17/2021 - 7/23/2021,1,879680,1.13678E-06,-5.944324718,2021,198,1095,7/17/2021, 7/23/2021,
NJ,Essex,7/24/2021 - 7/30/2021,4,879680,4.54711E-06,-5.342264727,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Essex,7/31/2021 - 8/6/2021,6,879680,6.82066E-06,-5.166173468,2021,212,1109,7/31/2021, 8/6/2021,
NJ,Essex,8/7/2021 - 8/13/2021,11,879680,1.25045E-05,-4.902932033,2021,219,1116,8/7/2021, 8/13/2021,
NJ,Essex,8/14/2021 - 8/20/2021,7,879680,7.95744E-06,-5.099226678,2021,226,1123,8/14/2021, 8/20/2021,
NJ,Essex,8/21/2021 - 8/27/2021,12,879680,1.36413E-05,-4.865143472,2021,233,1130,8/21/2021, 8/27/2021,
NJ,Essex,8/28/2021 - 9/3/2021,7,879680,7.95744E-06,-5.099226678,2021,240,1137,8/28/2021, 9/3/2021,
NJ,Essex,9/4/2021 - 9/10/2021,9,879680,1.0231E-05,-4.990082209,2021,247,1144,9/4/2021, 9/10/2021,
NJ,Essex,9/11/2021 - 9/17/2021,27,879680,3.0693E-05,-4.512960954,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Essex,9/18/2021 - 9/24/2021,33,879680,3.75136E-05,-4.425810778,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Essex,9/25/2021 - 10/1/2021,33,879680,3.75136E-05,-4.425810778,2021,268,1165,9/25/2021, 10/1/2021,
NJ,Essex,10/2/2021 - 10/8/2021,12,879680,1.36413E-05,-4.865143472,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Essex,10/9/2021 - 10/15/2021,5,879680,5.68389E-06,-5.245354714,2021,282,1179,10/9/2021, 10/15/2021,
NJ,Essex,10/16/2021 - 10/22/2021,2,879680,2.27355E-06,-5.643294722,2021,289,1186,10/16/2021, 10/22/2021,
NJ,Essex,10/30/2021 - 11/5/2021,1,879680,1.13678E-06,-5.944324718,2021,303,1200,10/30/2021, 11/5/2021,
NJ,Essex,11/20/2021 - 11/26/2021,5,879680,5.68389E-06,-5.245354714,2021,324,1221,11/20/2021, 11/26/2021,
NJ,Essex,2/26/2022 - 3/4/2022,1,879680,1.13678E-06,-5.944324718,2022,57,1319,2/26/2022, 3/4/2022,
NJ,Essex,5/14/2022 - 5/20/2022,2,879680,2.27355E-06,-5.643294722,2022,134,1396,5/14/2022, 5/20/2022,
NJ,Essex,5/21/2022 - 5/27/2022,5,879680,5.68389E-06,-5.245354714,2022,141,1403,5/21/2022, 5/27/2022,
NJ,Essex,5/28/2022 - 6/3/2022,7,879680,7.95744E-06,-5.099226678,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Essex,6/4/2022 - 6/10/2022,3,879680,3.41033E-06,-5.467203463,2022,155,1417,6/4/2022, 6/10/2022,
NJ,Essex,6/11/2022 - 6/17/2022,10,879680,1.13678E-05,-4.944324718,2022,162,1424,6/11/2022, 6/17/2022,
NJ,Essex,6/18/2022 - 6/24/2022,4,879680,4.54711E-06,-5.342264727,2022,169,1431,6/18/2022, 6/24/2022,
NJ,Essex,6/25/2022 - 7/1/2022,8,879680,9.09422E-06,-5.041234731,2022,176,1438,6/25/2022, 7/1/2022,
NJ,Essex,7/2/2022 - 7/8/2022,15,879680,1.70517E-05,-4.768233459,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Essex,7/9/2022 - 7/15/2022,11,879680,1.25045E-05,-4.902932033,2022,190,1452,7/9/2022, 7/15/2022,
NJ,Essex,7/16/2022 - 7/22/2022,13,879680,1.47781E-05,-4.830381366,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Essex,7/23/2022 - 7/29/2022,18,879680,2.0462E-05,-4.689052213,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Essex,7/30/2022 - 8/5/2022,11,879680,1.25045E-05,-4.902932033,2022,211,1473,7/30/2022, 8/5/2022,
NJ,Essex,8/6/2022 - 8/12/2022,6,879680,6.82066E-06,-5.166173468,2022,218,1480,8/6/2022, 8/12/2022,
NJ,Essex,8/13/2022 - 8/19/2022,3,879680,3.41033E-06,-5.467203463,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Essex,8/20/2022 - 8/26/2022,7,879680,7.95744E-06,-5.099226678,2022,232,1494,8/20/2022, 8/26/2022,
NJ,Essex,9/3/2022 - 9/9/2022,3,879680,3.41033E-06,-5.467203463,2022,246,1508,9/3/2022, 9/9/2022,
NJ,Gloucester,9/14/2019 - 9/20/2019,3,305096,9.83297E-06,-5.007315259,2019,257,423,9/14/2019, 9/20/2019,
NJ,Gloucester,9/21/2019 - 9/27/2019,1,305096,3.27766E-06,-5.484436514,2019,264,430,9/21/2019, 9/27/2019,
NJ,Gloucester,9/28/2019 - 10/4/2019,1,305096,3.27766E-06,-5.484436514,2019,271,437,9/28/2019, 10/4/2019,
NJ,Gloucester,10/12/2019 - 10/18/2019,1,305096,3.27766E-06,-5.484436514,2019,285,451,10/12/2019, 10/18/2019,
NJ,Gloucester,10/19/2019 - 10/25/2019,1,305096,3.27766E-06,-5.484436514,2019,292,458,10/19/2019, 10/25/2019,
NJ,Gloucester,10/26/2019 - 11/1/2019,1,305096,3.27766E-06,-5.484436514,2019,299,465,10/26/2019, 11/1/2019,
NJ,Gloucester,5/16/2020 - 5/22/2020,2,305096,6.55531E-06,-5.183406518,2020,137,668,5/16/2020, 5/22/2020,
NJ,Gloucester,5/30/2020 - 6/5/2020,1,305096,3.27766E-06,-5.484436514,2020,151,682,5/30/2020, 6/5/2020,
NJ,Gloucester,6/6/2020 - 6/12/2020,2,305096,6.55531E-06,-5.183406518,2020,158,689,6/6/2020, 6/12/2020,
NJ,Gloucester,6/13/2020 - 6/19/2020,2,305096,6.55531E-06,-5.183406518,2020,165,696,6/13/2020, 6/19/2020,
NJ,Gloucester,6/27/2020 - 7/3/2020,4,305096,1.31106E-05,-4.882376522,2020,179,710,6/27/2020, 7/3/2020,
NJ,Gloucester,7/4/2020 - 7/10/2020,3,305096,9.83297E-06,-5.007315259,2020,186,717,7/4/2020, 7/10/2020,
NJ,Gloucester,7/18/2020 - 7/24/2020,6,305096,1.96659E-05,-4.706285263,2020,200,731,7/18/2020, 7/24/2020,
NJ,Gloucester,7/25/2020 - 7/31/2020,5,305096,1.63883E-05,-4.785466509,2020,207,738,7/25/2020, 7/31/2020,
NJ,Gloucester,8/1/2020 - 8/7/2020,2,305096,6.55531E-06,-5.183406518,2020,214,745,8/1/2020, 8/7/2020,
NJ,Gloucester,8/8/2020 - 8/14/2020,3,305096,9.83297E-06,-5.007315259,2020,221,752,8/8/2020, 8/14/2020,
NJ,Gloucester,8/15/2020 - 8/21/2020,1,305096,3.27766E-06,-5.484436514,2020,228,759,8/15/2020, 8/21/2020,
NJ,Gloucester,8/29/2020 - 9/4/2020,1,305096,3.27766E-06,-5.484436514,2020,242,773,8/29/2020, 9/4/2020,
NJ,Gloucester,9/19/2020 - 9/25/2020,1,305096,3.27766E-06,-5.484436514,2020,263,794,9/19/2020, 9/25/2020,
NJ,Gloucester,9/26/2020 - 10/2/2020,2,305096,6.55531E-06,-5.183406518,2020,270,801,9/26/2020, 10/2/2020,
NJ,Gloucester,10/3/2020 - 10/9/2020,4,305096,1.31106E-05,-4.882376522,2020,277,808,10/3/2020, 10/9/2020,
NJ,Gloucester,10/10/2020 - 10/16/2020,1,305096,3.27766E-06,-5.484436514,2020,284,815,10/10/2020, 10/16/2020,
NJ,Gloucester,10/17/2020 - 10/23/2020,2,305096,6.55531E-06,-5.183406518,2020,291,822,10/17/2020, 10/23/2020,
NJ,Gloucester,10/24/2020 - 10/30/2020,2,305096,6.55531E-06,-5.183406518,2020,298,829,10/24/2020, 10/30/2020,
NJ,Gloucester,11/7/2020 - 11/13/2020,1,305096,3.27766E-06,-5.484436514,2020,312,843,11/7/2020, 11/13/2020,
NJ,Gloucester,2/6/2021 - 2/12/2021,1,305096,3.27766E-06,-5.484436514,2021,37,934,2/6/2021, 2/12/2021,
NJ,Gloucester,2/13/2021 - 2/19/2021,1,305096,3.27766E-06,-5.484436514,2021,44,941,2/13/2021, 2/19/2021,
NJ,Gloucester,3/13/2021 - 3/19/2021,1,305096,3.27766E-06,-5.484436514,2021,72,969,3/13/2021, 3/19/2021,
NJ,Gloucester,5/1/2021 - 5/7/2021,1,305096,3.27766E-06,-5.484436514,2021,121,1018,5/1/2021, 5/7/2021,
NJ,Gloucester,5/8/2021 - 5/14/2021,4,305096,1.31106E-05,-4.882376522,2021,128,1025,5/8/2021, 5/14/2021,
NJ,Gloucester,5/15/2021 - 5/21/2021,2,305096,6.55531E-06,-5.183406518,2021,135,1032,5/15/2021, 5/21/2021,
NJ,Gloucester,5/29/2021 - 6/4/2021,1,305096,3.27766E-06,-5.484436514,2021,149,1046,5/29/2021, 6/4/2021,
NJ,Gloucester,6/5/2021 - 6/11/2021,2,305096,6.55531E-06,-5.183406518,2021,156,1053,6/5/2021, 6/11/2021,
NJ,Gloucester,6/12/2021 - 6/18/2021,7,305096,2.29436E-05,-4.639338474,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Gloucester,6/19/2021 - 6/25/2021,3,305096,9.83297E-06,-5.007315259,2021,170,1067,6/19/2021, 6/25/2021,
NJ,Gloucester,6/26/2021 - 7/2/2021,5,305096,1.63883E-05,-4.785466509,2021,177,1074,6/26/2021, 7/2/2021,
NJ,Gloucester,7/3/2021 - 7/9/2021,11,305096,3.60542E-05,-4.443043829,2021,184,1081,7/3/2021, 7/9/2021,
NJ,Gloucester,7/10/2021 - 7/16/2021,8,305096,2.62213E-05,-4.581346527,2021,191,1088,7/10/2021, 7/16/2021,
NJ,Gloucester,7/17/2021 - 7/23/2021,1,305096,3.27766E-06,-5.484436514,2021,198,1095,7/17/2021, 7/23/2021,
NJ,Gloucester,7/24/2021 - 7/30/2021,4,305096,1.31106E-05,-4.882376522,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Gloucester,7/31/2021 - 8/6/2021,3,305096,9.83297E-06,-5.007315259,2021,212,1109,7/31/2021, 8/6/2021,
NJ,Gloucester,8/7/2021 - 8/13/2021,4,305096,1.31106E-05,-4.882376522,2021,219,1116,8/7/2021, 8/13/2021,
NJ,Gloucester,8/21/2021 - 8/27/2021,2,305096,6.55531E-06,-5.183406518,2021,233,1130,8/21/2021, 8/27/2021,
NJ,Gloucester,8/28/2021 - 9/3/2021,2,305096,6.55531E-06,-5.183406518,2021,240,1137,8/28/2021, 9/3/2021,
NJ,Gloucester,9/11/2021 - 9/17/2021,3,305096,9.83297E-06,-5.007315259,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Gloucester,9/18/2021 - 9/24/2021,4,305096,1.31106E-05,-4.882376522,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Gloucester,9/25/2021 - 10/1/2021,2,305096,6.55531E-06,-5.183406518,2021,268,1165,9/25/2021, 10/1/2021,
NJ,Gloucester,10/2/2021 - 10/8/2021,5,305096,1.63883E-05,-4.785466509,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Gloucester,10/16/2021 - 10/22/2021,2,305096,6.55531E-06,-5.183406518,2021,289,1186,10/16/2021, 10/22/2021,
NJ,Gloucester,12/25/2021 - 12/31/2021,1,305096,3.27766E-06,-5.484436514,2021,359,1256,12/25/2021, 12/31/2021,
NJ,Gloucester,1/1/2022 - 1/7/2022,1,305096,3.27766E-06,-5.484436514,2022,1,1263,1/1/2022, 1/7/2022,
NJ,Gloucester,1/22/2022 - 1/28/2022,1,305096,3.27766E-06,-5.484436514,2022,22,1284,1/22/2022, 1/28/2022,
NJ,Gloucester,5/7/2022 - 5/13/2022,1,305096,3.27766E-06,-5.484436514,2022,127,1389,5/7/2022, 5/13/2022,
NJ,Gloucester,5/14/2022 - 5/20/2022,1,305096,3.27766E-06,-5.484436514,2022,134,1396,5/14/2022, 5/20/2022,
NJ,Gloucester,5/21/2022 - 5/27/2022,2,305096,6.55531E-06,-5.183406518,2022,141,1403,5/21/2022, 5/27/2022,
NJ,Gloucester,5/28/2022 - 6/3/2022,3,305096,9.83297E-06,-5.007315259,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Gloucester,6/4/2022 - 6/10/2022,4,305096,1.31106E-05,-4.882376522,2022,155,1417,6/4/2022, 6/10/2022,
NJ,Gloucester,6/18/2022 - 6/24/2022,3,305096,9.83297E-06,-5.007315259,2022,169,1431,6/18/2022, 6/24/2022,
NJ,Gloucester,6/25/2022 - 7/1/2022,4,305096,1.31106E-05,-4.882376522,2022,176,1438,6/25/2022, 7/1/2022,
NJ,Gloucester,7/2/2022 - 7/8/2022,6,305096,1.96659E-05,-4.706285263,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Gloucester,7/9/2022 - 7/15/2022,1,305096,3.27766E-06,-5.484436514,2022,190,1452,7/9/2022, 7/15/2022,
NJ,Gloucester,7/16/2022 - 7/22/2022,3,305096,9.83297E-06,-5.007315259,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Gloucester,7/23/2022 - 7/29/2022,1,305096,3.27766E-06,-5.484436514,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Gloucester,7/30/2022 - 8/5/2022,3,305096,9.83297E-06,-5.007315259,2022,211,1473,7/30/2022, 8/5/2022,
NJ,Gloucester,8/6/2022 - 8/12/2022,3,305096,9.83297E-06,-5.007315259,2022,218,1480,8/6/2022, 8/12/2022,
NJ,Gloucester,8/13/2022 - 8/19/2022,1,305096,3.27766E-06,-5.484436514,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Hudson,7/27/2019 - 8/2/2019,1,742972,1.34595E-06,-5.870972447,2019,208,374,7/27/2019, 8/2/2019,
NJ,Hudson,8/3/2019 - 8/9/2019,1,742972,1.34595E-06,-5.870972447,2019,215,381,8/3/2019, 8/9/2019,
NJ,Hudson,7/25/2020 - 7/31/2020,1,742972,1.34595E-06,-5.870972447,2020,207,738,7/25/2020, 7/31/2020,
NJ,Hudson,6/12/2021 - 6/18/2021,1,742972,1.34595E-06,-5.870972447,2021,163,1060,6/12/2021, 6/18/2021,
NJ,Hudson,6/19/2021 - 6/25/2021,2,742972,2.69189E-06,-5.569942451,2021,170,1067,6/19/2021, 6/25/2021,
NJ,Hudson,6/26/2021 - 7/2/2021,1,742972,1.34595E-06,-5.870972447,2021,177,1074,6/26/2021, 7/2/2021,
NJ,Hudson,7/3/2021 - 7/9/2021,4,742972,5.38378E-06,-5.268912456,2021,184,1081,7/3/2021, 7/9/2021,
NJ,Hudson,7/17/2021 - 7/23/2021,3,742972,4.03784E-06,-5.393851192,2021,198,1095,7/17/2021, 7/23/2021,
NJ,Hudson,7/24/2021 - 7/30/2021,3,742972,4.03784E-06,-5.393851192,2021,205,1102,7/24/2021, 7/30/2021,
NJ,Hudson,7/31/2021 - 8/6/2021,2,742972,2.69189E-06,-5.569942451,2021,212,1109,7/31/2021, 8/6/2021,
NJ,Hudson,8/7/2021 - 8/13/2021,15,742972,2.01892E-05,-4.694881188,2021,219,1116,8/7/2021, 8/13/2021,
NJ,Hudson,8/14/2021 - 8/20/2021,7,742972,9.42162E-06,-5.025874407,2021,226,1123,8/14/2021, 8/20/2021,
NJ,Hudson,8/21/2021 - 8/27/2021,2,742972,2.69189E-06,-5.569942451,2021,233,1130,8/21/2021, 8/27/2021,
NJ,Hudson,8/28/2021 - 9/3/2021,4,742972,5.38378E-06,-5.268912456,2021,240,1137,8/28/2021, 9/3/2021,
NJ,Hudson,9/4/2021 - 9/10/2021,8,742972,1.07676E-05,-4.96788246,2021,247,1144,9/4/2021, 9/10/2021,
NJ,Hudson,9/11/2021 - 9/17/2021,11,742972,1.48054E-05,-4.829579762,2021,254,1151,9/11/2021, 9/17/2021,
NJ,Hudson,9/18/2021 - 9/24/2021,4,742972,5.38378E-06,-5.268912456,2021,261,1158,9/18/2021, 9/24/2021,
NJ,Hudson,9/25/2021 - 10/1/2021,3,742972,4.03784E-06,-5.393851192,2021,268,1165,9/25/2021, 10/1/2021,
NJ,Hudson,10/2/2021 - 10/8/2021,4,742972,5.38378E-06,-5.268912456,2021,275,1172,10/2/2021, 10/8/2021,
NJ,Hudson,10/9/2021 - 10/15/2021,4,742972,5.38378E-06,-5.268912456,2021,282,1179,10/9/2021, 10/15/2021,
NJ,Hudson,10/16/2021 - 10/22/2021,2,742972,2.69189E-06,-5.569942451,2021,289,1186,10/16/2021, 10/22/2021,
NJ,Hudson,1/1/2022 - 1/7/2022,1,742972,1.34595E-06,-5.870972447,2022,1,1263,1/1/2022, 1/7/2022,
NJ,Hudson,5/7/2022 - 5/13/2022,1,742972,1.34595E-06,-5.870972447,2022,127,1389,5/7/2022, 5/13/2022,
NJ,Hudson,5/14/2022 - 5/20/2022,4,742972,5.38378E-06,-5.268912456,2022,134,1396,5/14/2022, 5/20/2022,
NJ,Hudson,5/21/2022 - 5/27/2022,1,742972,1.34595E-06,-5.870972447,2022,141,1403,5/21/2022, 5/27/2022,
NJ,Hudson,5/28/2022 - 6/3/2022,5,742972,6.72973E-06,-5.172002443,2022,148,1410,5/28/2022, 6/3/2022,
NJ,Hudson,6/4/2022 - 6/10/2022,2,742972,2.69189E-06,-5.569942451,2022,155,1417,6/4/2022, 6/10/2022,
NJ,Hudson,6/11/2022 - 6/17/2022,6,742972,8.07567E-06,-5.092821197,2022,162,1424,6/11/2022, 6/17/2022,
NJ,Hudson,6/18/2022 - 6/24/2022,5,742972,6.72973E-06,-5.172002443,2022,169,1431,6/18/2022, 6/24/2022,
NJ,Hudson,6/25/2022 - 7/1/2022,3,742972,4.03784E-06,-5.393851192,2022,176,1438,6/25/2022, 7/1/2022,
NJ,Hudson,7/2/2022 - 7/8/2022,7,742972,9.42162E-06,-5.025874407,2022,183,1445,7/2/2022, 7/8/2022,
NJ,Hudson,7/9/2022 - 7/15/2022,11,742972,1.48054E-05,-4.829579762,2022,190,1452,7/9/2022, 7/15/2022,
NJ,Hudson,7/16/2022 - 7/22/2022,6,742972,8.07567E-06,-5.092821197,2022,197,1459,7/16/2022, 7/22/2022,
NJ,Hudson,7/23/2022 - 7/29/2022,8,742972,1.07676E-05,-4.96788246,2022,204,1466,7/23/2022, 7/29/2022,
NJ,Hudson,7/30/2022 - 8/5/2022,6,742972,8.07567E-06,-5.092821197,2022,211,1473,7/30/2022, 8/5/2022,
NJ,Hudson,8/6/2022 - 8/12/2022,5,742972,6.72973E-06,-5.172002443,2022,218,1480,8/6/2022, 8/12/2022,
NJ,Hudson,8/13/2022 - 8/19/2022,4,742972,5.38378E-06,-5.268912456,2022,225,1487,8/13/2022, 8/19/2022,
NJ,Hudson,8/20/2022 - 8/26/2022,2,742972,2.69189E-06,-5.569942451,2022,232,1494,8/20/2022, 8/26/2022,
NJ,Hudson,8/27/2022 - 9/2/2022,4,742972,5.38378E-06,-5.268912456,2022,239,1501,8/27/2022, 9/2/2022,
NJ,Hudson,9/3/2022 - 9/9/2022,2,742972,2.69189E-06,-5.569942451,2022,246,1508,9/3/2022, 9/9/2022,
NJ,Hunterdon,5/25/2019 - 5/31/2019,1,129067,7.74791E-06,-5.110815216,2019,145,311,5/25/2019, 5/31/2019,
NJ,Hunterdon,6/1/2019 - 6/7/2019,1,129067,7.74791E-06,-5.110815216,2019,152,318,6/1/2019, 6/7/2019,
NJ,Hunterdon,6/8/2019 - 6/14/2019,2,129067,1.54958E-05,-4.80978522,2019,159,325,6/8/2019, 6/14/2019,
NJ,Hunterdon,7/20/2019 - 7/26/2019,3,129067,2.32437E-05,-4.633693961,2019,201,367,7/20/2019, 7/26/2019,
NJ,Hunterdon,8/17/2019 - 8/23/2019,1,129067,7.74791E-06,-5.110815216,2019,229,395,8/17/2019, 8/23/2019,
NJ,Hunterdon,8/31/2019 - 9/6/2019,1,129067,7.74791E-06,-5.110815216,2019,243,409,8/31/2019, 9/6/2019,
NJ,Hunterdon,9/14/2019 - 9/20/2019,3,129067,2.32437E-05,-4.633693961,2019,257,423,9/14/2019, 9/20/2019,
NJ,Hunterdon,9/21/2019 - 9/27/2019,1,129067,7.74791E-06,-5.110815216,2019,264,430,9/21/2019, 9/27/2019,
NJ,Hunterdon,9/28/2019 - 10/4/2019,1,129067,7.74791E-06,-5.110815216,2019,271,437,9/28/2019, 10/4/2019,
NJ,Hunterdon,10/5/2019 - 10/11/2019,3,129067,2.32437E-05,-4.633693961,2019,278,444,10/5/2019, 10/11/2019,
NJ,Hunterdon,10/19/2019 - 10/25/2019,2,129067,1.54958E-05,-4.80978522,2019,292,458,10/19/2019, 10/25/2019,
NJ,Hunterdon,10/26/2019 - 11/1/2019,1,129067,7.74791E-06,-5.110815216,2019,299,465,10/26/2019, 11/1/2019,
NJ,Hunterdon,6/6/2020 - 6/12/2020,1,129067,7.74791E-06,-5.110815216,2020,158,689,6/6/2020, 6/12/2020,
