ObservedDate,County,State,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion,Count2
3/24/2020,Philadelphia,PA,2020,84,11/7/2017,9/22/2014,868,2010,1
3/29/2020,Philadelphia,PA,2020,89,11/7/2017,9/22/2014,873,2015,1
4/6/2020,Bucks,PA,2020,97,11/7/2017,9/22/2014,881,2023,1
4/11/2020,Delaware,PA,2020,102,11/7/2017,9/22/2014,886,2028,1
4/13/2020,Montgomery,PA,2020,104,11/7/2017,9/22/2014,888,2030,1
4/24/2020,Montgomery,PA,2020,115,11/7/2017,9/22/2014,899,2041,4
4/24/2020,Philadelphia,PA,2020,115,11/7/2017,9/22/2014,899,2041,8
4/25/2020,Bucks,PA,2020,116,11/7/2017,9/22/2014,900,2042,1
4/25/2020,Lancaster,PA,2020,116,11/7/2017,9/22/2014,900,2042,1
4/25/2020,Philadelphia,PA,2020,116,11/7/2017,9/22/2014,900,2042,1
4/25/2020,Delaware,PA,2020,116,11/7/2017,9/22/2014,900,2042,2
4/25/2020,Montgomery,PA,2020,116,11/7/2017,9/22/2014,900,2042,2
4/26/2020,Philadelphia,PA,2020,117,11/7/2017,9/22/2014,901,2043,1
4/27/2020,Philadelphia,PA,2020,118,11/7/2017,9/22/2014,902,2044,1
4/28/2020,Montgomery,PA,2020,119,11/7/2017,9/22/2014,903,2045,1
4/28/2020,Northampton,PA,2020,119,11/7/2017,9/22/2014,903,2045,1
5/1/2020,Philadelphia,PA,2020,122,11/7/2017,9/22/2014,906,2048,1
5/5/2020,Philadelphia,PA,2020,126,11/7/2017,9/22/2014,910,2052,2
5/7/2020,Philadelphia,PA,2020,128,11/7/2017,9/22/2014,912,2054,1
5/10/2020,Philadelphia,PA,2020,131,11/7/2017,9/22/2014,915,2057,1
5/13/2020,Chester,PA,2020,134,11/7/2017,9/22/2014,918,2060,1
5/13/2020,Philadelphia,PA,2020,134,11/7/2017,9/22/2014,918,2060,1
5/14/2020,Bucks,PA,2020,135,11/7/2017,9/22/2014,919,2061,1
5/14/2020,Chester,PA,2020,135,11/7/2017,9/22/2014,919,2061,1
5/14/2020,Montgomery,PA,2020,135,11/7/2017,9/22/2014,919,2061,1
5/14/2020,Philadelphia,PA,2020,135,11/7/2017,9/22/2014,919,2061,1
5/15/2020,Philadelphia,PA,2020,136,11/7/2017,9/22/2014,920,2062,1
5/15/2020,Montgomery,PA,2020,136,11/7/2017,9/22/2014,920,2062,2
5/16/2020,Philadelphia,PA,2020,137,11/7/2017,9/22/2014,921,2063,1
5/17/2020,Chester,PA,2020,138,11/7/2017,9/22/2014,922,2064,1
5/17/2020,Lehigh,PA,2020,138,11/7/2017,9/22/2014,922,2064,1
5/17/2020,Philadelphia,PA,2020,138,11/7/2017,9/22/2014,922,2064,6
5/18/2020,Montgomery,PA,2020,139,11/7/2017,9/22/2014,923,2065,1
5/18/2020,Philadelphia,PA,2020,139,11/7/2017,9/22/2014,923,2065,6
5/20/2020,Delaware,PA,2020,141,11/7/2017,9/22/2014,925,2067,1
5/20/2020,Philadelphia,PA,2020,141,11/7/2017,9/22/2014,925,2067,2
5/21/2020,Philadelphia,PA,2020,142,11/7/2017,9/22/2014,926,2068,7
5/22/2020,Delaware,PA,2020,143,11/7/2017,9/22/2014,927,2069,1
5/23/2020,Lancaster,PA,2020,144,11/7/2017,9/22/2014,928,2070,1
5/23/2020,Montgomery,PA,2020,144,11/7/2017,9/22/2014,928,2070,1
5/23/2020,Philadelphia,PA,2020,144,11/7/2017,9/22/2014,928,2070,7
5/24/2020,Delaware,PA,2020,145,11/7/2017,9/22/2014,929,2071,2
5/24/2020,Philadelphia,PA,2020,145,11/7/2017,9/22/2014,929,2071,6
5/25/2020,Lancaster,PA,2020,146,11/7/2017,9/22/2014,930,2072,1
5/25/2020,Montgomery,PA,2020,146,11/7/2017,9/22/2014,930,2072,2
5/25/2020,Delaware,PA,2020,146,11/7/2017,9/22/2014,930,2072,4
5/25/2020,Philadelphia,PA,2020,146,11/7/2017,9/22/2014,930,2072,4
5/26/2020,Berks,PA,2020,147,11/7/2017,9/22/2014,931,2073,1
5/26/2020,Bucks,PA,2020,147,11/7/2017,9/22/2014,931,2073,1
5/26/2020,Chester,PA,2020,147,11/7/2017,9/22/2014,931,2073,1
5/26/2020,Delaware,PA,2020,147,11/7/2017,9/22/2014,931,2073,2
5/26/2020,Montgomery,PA,2020,147,11/7/2017,9/22/2014,931,2073,2
5/26/2020,Philadelphia,PA,2020,147,11/7/2017,9/22/2014,931,2073,4
5/27/2020,Bucks,PA,2020,148,11/7/2017,9/22/2014,932,2074,1
5/27/2020,Montgomery,PA,2020,148,11/7/2017,9/22/2014,932,2074,1
5/27/2020,Chester,PA,2020,148,11/7/2017,9/22/2014,932,2074,2
5/27/2020,Philadelphia,PA,2020,148,11/7/2017,9/22/2014,932,2074,3
5/28/2020,Bucks,PA,2020,149,11/7/2017,9/22/2014,933,2075,1
5/28/2020,Delaware,PA,2020,149,11/7/2017,9/22/2014,933,2075,1
5/28/2020,Lebanon,PA,2020,149,11/7/2017,9/22/2014,933,2075,1
5/28/2020,Montgomery,PA,2020,149,11/7/2017,9/22/2014,933,2075,2
5/28/2020,Philadelphia,PA,2020,149,11/7/2017,9/22/2014,933,2075,4
5/29/2020,Northampton,PA,2020,150,11/7/2017,9/22/2014,934,2076,2
5/29/2020,Philadelphia,PA,2020,150,11/7/2017,9/22/2014,934,2076,6
5/29/2020,Montgomery,PA,2020,150,11/7/2017,9/22/2014,934,2076,11
5/30/2020,Chester,PA,2020,151,11/7/2017,9/22/2014,935,2077,1
5/30/2020,Northampton,PA,2020,151,11/7/2017,9/22/2014,935,2077,1
5/30/2020,Philadelphia,PA,2020,151,11/7/2017,9/22/2014,935,2077,1
5/30/2020,Bucks,PA,2020,151,11/7/2017,9/22/2014,935,2077,2
5/30/2020,Delaware,PA,2020,151,11/7/2017,9/22/2014,935,2077,3
5/30/2020,Montgomery,PA,2020,151,11/7/2017,9/22/2014,935,2077,8
5/31/2020,Montgomery,PA,2020,152,11/7/2017,9/22/2014,936,2078,2
5/31/2020,Chester,PA,2020,152,11/7/2017,9/22/2014,936,2078,3
5/31/2020,Delaware,PA,2020,152,11/7/2017,9/22/2014,936,2078,3
5/31/2020,Lancaster,PA,2020,152,11/7/2017,9/22/2014,936,2078,3
5/31/2020,Philadelphia,PA,2020,152,11/7/2017,9/22/2014,936,2078,11
6/1/2020,Delaware,PA,2020,153,11/7/2017,9/22/2014,937,2079,1
6/1/2020,Lancaster,PA,2020,153,11/7/2017,9/22/2014,937,2079,1
6/1/2020,Philadelphia,PA,2020,153,11/7/2017,9/22/2014,937,2079,1
6/1/2020,Montgomery,PA,2020,153,11/7/2017,9/22/2014,937,2079,3
6/2/2020,Berks,PA,2020,154,11/7/2017,9/22/2014,938,2080,1
6/2/2020,Bucks,PA,2020,154,11/7/2017,9/22/2014,938,2080,1
6/2/2020,Delaware,PA,2020,154,11/7/2017,9/22/2014,938,2080,1
6/2/2020,Lancaster,PA,2020,154,11/7/2017,9/22/2014,938,2080,1
6/2/2020,Philadelphia,PA,2020,154,11/7/2017,9/22/2014,938,2080,1
6/2/2020,Chester,PA,2020,154,11/7/2017,9/22/2014,938,2080,2
6/2/2020,Montgomery,PA,2020,154,11/7/2017,9/22/2014,938,2080,2
6/3/2020,Bucks,PA,2020,155,11/7/2017,9/22/2014,939,2081,1
6/3/2020,Lancaster,PA,2020,155,11/7/2017,9/22/2014,939,2081,1
6/3/2020,Northampton,PA,2020,155,11/7/2017,9/22/2014,939,2081,1
6/3/2020,Chester,PA,2020,155,11/7/2017,9/22/2014,939,2081,2
6/3/2020,Delaware,PA,2020,155,11/7/2017,9/22/2014,939,2081,2
6/3/2020,Montgomery,PA,2020,155,11/7/2017,9/22/2014,939,2081,2
6/3/2020,Philadelphia,PA,2020,155,11/7/2017,9/22/2014,939,2081,2
6/4/2020,Bucks,PA,2020,156,11/7/2017,9/22/2014,940,2082,1
6/4/2020,Chester,PA,2020,156,11/7/2017,9/22/2014,940,2082,1
6/4/2020,Lehigh,PA,2020,156,11/7/2017,9/22/2014,940,2082,1
6/4/2020,Northampton,PA,2020,156,11/7/2017,9/22/2014,940,2082,1
6/4/2020,Berks,PA,2020,156,11/7/2017,9/22/2014,940,2082,2
6/4/2020,Delaware,PA,2020,156,11/7/2017,9/22/2014,940,2082,2
6/4/2020,Lancaster,PA,2020,156,11/7/2017,9/22/2014,940,2082,3
6/4/2020,Montgomery,PA,2020,156,11/7/2017,9/22/2014,940,2082,3
6/4/2020,Philadelphia,PA,2020,156,11/7/2017,9/22/2014,940,2082,4
6/5/2020,Berks,PA,2020,157,11/7/2017,9/22/2014,941,2083,1
6/5/2020,Lancaster,PA,2020,157,11/7/2017,9/22/2014,941,2083,1
6/5/2020,Montgomery,PA,2020,157,11/7/2017,9/22/2014,941,2083,1
6/5/2020,Philadelphia,PA,2020,157,11/7/2017,9/22/2014,941,2083,1
6/6/2020,Berks,PA,2020,158,11/7/2017,9/22/2014,942,2084,1
6/6/2020,Bucks,PA,2020,158,11/7/2017,9/22/2014,942,2084,2
6/6/2020,Delaware,PA,2020,158,11/7/2017,9/22/2014,942,2084,2
6/6/2020,Lancaster,PA,2020,158,11/7/2017,9/22/2014,942,2084,2
6/6/2020,Montgomery,PA,2020,158,11/7/2017,9/22/2014,942,2084,2
6/7/2020,Bucks,PA,2020,159,11/7/2017,9/22/2014,943,2085,1
6/7/2020,Chester,PA,2020,159,11/7/2017,9/22/2014,943,2085,1
6/7/2020,Delaware,PA,2020,159,11/7/2017,9/22/2014,943,2085,3
6/7/2020,Montgomery,PA,2020,159,11/7/2017,9/22/2014,943,2085,4
6/7/2020,Philadelphia,PA,2020,159,11/7/2017,9/22/2014,943,2085,7
6/8/2020,Philadelphia,PA,2020,160,11/7/2017,9/22/2014,944,2086,1
6/8/2020,Montgomery,PA,2020,160,11/7/2017,9/22/2014,944,2086,2
6/9/2020,Delaware,PA,2020,161,11/7/2017,9/22/2014,945,2087,1
6/9/2020,Montgomery,PA,2020,161,11/7/2017,9/22/2014,945,2087,1
6/9/2020,Philadelphia,PA,2020,161,11/7/2017,9/22/2014,945,2087,1
6/10/2020,Northampton,PA,2020,162,11/7/2017,9/22/2014,946,2088,1
6/10/2020,Montgomery,PA,2020,162,11/7/2017,9/22/2014,946,2088,2
6/10/2020,Delaware,PA,2020,162,11/7/2017,9/22/2014,946,2088,8
6/11/2020,Bucks,PA,2020,163,11/7/2017,9/22/2014,947,2089,1
6/11/2020,Montgomery,PA,2020,163,11/7/2017,9/22/2014,947,2089,1
6/11/2020,Philadelphia,PA,2020,163,11/7/2017,9/22/2014,947,2089,2
6/11/2020,Berks,PA,2020,163,11/7/2017,9/22/2014,947,2089,4
6/12/2020,Bucks,PA,2020,164,11/7/2017,9/22/2014,948,2090,2
6/12/2020,Chester,PA,2020,164,11/7/2017,9/22/2014,948,2090,2
6/12/2020,Montgomery,PA,2020,164,11/7/2017,9/22/2014,948,2090,4
6/12/2020,Philadelphia,PA,2020,164,11/7/2017,9/22/2014,948,2090,9
6/12/2020,Delaware,PA,2020,164,11/7/2017,9/22/2014,948,2090,12
6/13/2020,Bucks,PA,2020,165,11/7/2017,9/22/2014,949,2091,1
6/13/2020,Dauphin,PA,2020,165,11/7/2017,9/22/2014,949,2091,1
6/13/2020,Delaware,PA,2020,165,11/7/2017,9/22/2014,949,2091,1
6/13/2020,Chester,PA,2020,165,11/7/2017,9/22/2014,949,2091,2
6/13/2020,Montgomery,PA,2020,165,11/7/2017,9/22/2014,949,2091,3
6/13/2020,Philadelphia,PA,2020,165,11/7/2017,9/22/2014,949,2091,3
6/14/2020,Lancaster,PA,2020,166,11/7/2017,9/22/2014,950,2092,1
6/14/2020,Lebanon,PA,2020,166,11/7/2017,9/22/2014,950,2092,1
6/14/2020,Philadelphia,PA,2020,166,11/7/2017,9/22/2014,950,2092,1
6/14/2020,Bucks,PA,2020,166,11/7/2017,9/22/2014,950,2092,2
6/14/2020,Delaware,PA,2020,166,11/7/2017,9/22/2014,950,2092,2
6/14/2020,Montgomery,PA,2020,166,11/7/2017,9/22/2014,950,2092,10
6/15/2020,Delaware,PA,2020,167,11/7/2017,9/22/2014,951,2093,1
6/15/2020,Philadelphia,PA,2020,167,11/7/2017,9/22/2014,951,2093,1
6/15/2020,Bucks,PA,2020,167,11/7/2017,9/22/2014,951,2093,3
6/15/2020,Chester,PA,2020,167,11/7/2017,9/22/2014,951,2093,3
6/15/2020,Montgomery,PA,2020,167,11/7/2017,9/22/2014,951,2093,3
6/16/2020,Delaware,PA,2020,168,11/7/2017,9/22/2014,952,2094,1
6/16/2020,Lancaster,PA,2020,168,11/7/2017,9/22/2014,952,2094,1
6/16/2020,Chester,PA,2020,168,11/7/2017,9/22/2014,952,2094,3
6/16/2020,Montgomery,PA,2020,168,11/7/2017,9/22/2014,952,2094,3
6/16/2020,Philadelphia,PA,2020,168,11/7/2017,9/22/2014,952,2094,3
6/17/2020,Berks,PA,2020,169,11/7/2017,9/22/2014,953,2095,1
6/17/2020,Bucks,PA,2020,169,11/7/2017,9/22/2014,953,2095,1
6/17/2020,Chester,PA,2020,169,11/7/2017,9/22/2014,953,2095,1
6/17/2020,Lancaster,PA,2020,169,11/7/2017,9/22/2014,953,2095,1
6/17/2020,Philadelphia,PA,2020,169,11/7/2017,9/22/2014,953,2095,1
6/17/2020,Montgomery,PA,2020,169,11/7/2017,9/22/2014,953,2095,2
6/17/2020,Northampton,PA,2020,169,11/7/2017,9/22/2014,953,2095,2
6/18/2020,Bucks,PA,2020,170,11/7/2017,9/22/2014,954,2096,1
6/18/2020,Chester,PA,2020,170,11/7/2017,9/22/2014,954,2096,1
6/18/2020,Lancaster,PA,2020,170,11/7/2017,9/22/2014,954,2096,1
6/18/2020,Montgomery,PA,2020,170,11/7/2017,9/22/2014,954,2096,2
6/18/2020,Philadelphia,PA,2020,170,11/7/2017,9/22/2014,954,2096,3
6/19/2020,Bucks,PA,2020,171,11/7/2017,9/22/2014,955,2097,1
6/19/2020,Carbon,PA,2020,171,11/7/2017,9/22/2014,955,2097,1
6/19/2020,Delaware,PA,2020,171,11/7/2017,9/22/2014,955,2097,1
6/19/2020,Lebanon,PA,2020,171,11/7/2017,9/22/2014,955,2097,1
6/19/2020,Philadelphia,PA,2020,171,11/7/2017,9/22/2014,955,2097,2
6/19/2020,Montgomery,PA,2020,171,11/7/2017,9/22/2014,955,2097,5
6/20/2020,Berks,PA,2020,172,11/7/2017,9/22/2014,956,2098,1
6/20/2020,Lehigh,PA,2020,172,11/7/2017,9/22/2014,956,2098,1
6/20/2020,Monroe,PA,2020,172,11/7/2017,9/22/2014,956,2098,1
6/20/2020,Montgomery,PA,2020,172,11/7/2017,9/22/2014,956,2098,1
6/20/2020,Chester,PA,2020,172,11/7/2017,9/22/2014,956,2098,2
6/20/2020,Delaware,PA,2020,172,11/7/2017,9/22/2014,956,2098,2
6/20/2020,Philadelphia,PA,2020,172,11/7/2017,9/22/2014,956,2098,5
6/21/2020,Berks,PA,2020,173,11/7/2017,9/22/2014,957,2099,1
6/21/2020,Chester,PA,2020,173,11/7/2017,9/22/2014,957,2099,1
6/21/2020,Delaware,PA,2020,173,11/7/2017,9/22/2014,957,2099,3
6/21/2020,Montgomery,PA,2020,173,11/7/2017,9/22/2014,957,2099,3
6/21/2020,Philadelphia,PA,2020,173,11/7/2017,9/22/2014,957,2099,4
6/22/2020,Chester,PA,2020,174,11/7/2017,9/22/2014,958,2100,1
6/22/2020,Delaware,PA,2020,174,11/7/2017,9/22/2014,958,2100,1
6/22/2020,Lancaster,PA,2020,174,11/7/2017,9/22/2014,958,2100,1
6/22/2020,Philadelphia,PA,2020,174,11/7/2017,9/22/2014,958,2100,2
6/23/2020,Delaware,PA,2020,175,11/7/2017,9/22/2014,959,2101,1
6/23/2020,Monroe,PA,2020,175,11/7/2017,9/22/2014,959,2101,1
6/23/2020,Northampton,PA,2020,175,11/7/2017,9/22/2014,959,2101,1
6/23/2020,Philadelphia,PA,2020,175,11/7/2017,9/22/2014,959,2101,1
6/23/2020,Bucks,PA,2020,175,11/7/2017,9/22/2014,959,2101,2
6/23/2020,Chester,PA,2020,175,11/7/2017,9/22/2014,959,2101,2
6/23/2020,Montgomery,PA,2020,175,11/7/2017,9/22/2014,959,2101,2
6/24/2020,Lancaster,PA,2020,176,11/7/2017,9/22/2014,960,2102,1
6/24/2020,Lehigh,PA,2020,176,11/7/2017,9/22/2014,960,2102,1
6/24/2020,Montgomery,PA,2020,176,11/7/2017,9/22/2014,960,2102,1
6/24/2020,Northampton,PA,2020,176,11/7/2017,9/22/2014,960,2102,1
6/24/2020,Philadelphia,PA,2020,176,11/7/2017,9/22/2014,960,2102,3
6/24/2020,Delaware,PA,2020,176,11/7/2017,9/22/2014,960,2102,9
6/25/2020,Delaware,PA,2020,177,11/7/2017,9/22/2014,961,2103,1
6/25/2020,Lancaster,PA,2020,177,11/7/2017,9/22/2014,961,2103,1
6/25/2020,Northampton,PA,2020,177,11/7/2017,9/22/2014,961,2103,1
6/25/2020,Bucks,PA,2020,177,11/7/2017,9/22/2014,961,2103,2
6/25/2020,Montgomery,PA,2020,177,11/7/2017,9/22/2014,961,2103,2
6/25/2020,Philadelphia,PA,2020,177,11/7/2017,9/22/2014,961,2103,2
6/25/2020,Chester,PA,2020,177,11/7/2017,9/22/2014,961,2103,3
6/26/2020,Montgomery,PA,2020,178,11/7/2017,9/22/2014,962,2104,1
6/26/2020,Chester,PA,2020,178,11/7/2017,9/22/2014,962,2104,3
6/26/2020,Delaware,PA,2020,178,11/7/2017,9/22/2014,962,2104,3
6/26/2020,Philadelphia,PA,2020,178,11/7/2017,9/22/2014,962,2104,6
6/27/2020,Berks,PA,2020,179,11/7/2017,9/22/2014,963,2105,1
6/27/2020,Chester,PA,2020,179,11/7/2017,9/22/2014,963,2105,1
6/27/2020,Delaware,PA,2020,179,11/7/2017,9/22/2014,963,2105,2
6/27/2020,Lancaster,PA,2020,179,11/7/2017,9/22/2014,963,2105,2
6/27/2020,Bucks,PA,2020,179,11/7/2017,9/22/2014,963,2105,3
6/27/2020,Philadelphia,PA,2020,179,11/7/2017,9/22/2014,963,2105,3
6/27/2020,Montgomery,PA,2020,179,11/7/2017,9/22/2014,963,2105,5
6/28/2020,Chester,PA,2020,180,11/7/2017,9/22/2014,964,2106,1
6/28/2020,Delaware,PA,2020,180,11/7/2017,9/22/2014,964,2106,1
6/28/2020,Bucks,PA,2020,180,11/7/2017,9/22/2014,964,2106,2
6/28/2020,Montgomery,PA,2020,180,11/7/2017,9/22/2014,964,2106,9
6/28/2020,Philadelphia,PA,2020,180,11/7/2017,9/22/2014,964,2106,10
6/29/2020,Schuylkill,PA,2020,181,11/7/2017,9/22/2014,965,2107,1
6/29/2020,Bucks,PA,2020,181,11/7/2017,9/22/2014,965,2107,2
6/29/2020,Chester,PA,2020,181,11/7/2017,9/22/2014,965,2107,2
6/29/2020,Montgomery,PA,2020,181,11/7/2017,9/22/2014,965,2107,2
6/29/2020,Delaware,PA,2020,181,11/7/2017,9/22/2014,965,2107,3
6/29/2020,Philadelphia,PA,2020,181,11/7/2017,9/22/2014,965,2107,4
6/30/2020,Berks,PA,2020,182,11/7/2017,9/22/2014,966,2108,1
6/30/2020,Chester,PA,2020,182,11/7/2017,9/22/2014,966,2108,1
6/30/2020,Montgomery,PA,2020,182,11/7/2017,9/22/2014,966,2108,1
6/30/2020,Schuylkill,PA,2020,182,11/7/2017,9/22/2014,966,2108,1
6/30/2020,Lancaster,PA,2020,182,11/7/2017,9/22/2014,966,2108,3
6/30/2020,Philadelphia,PA,2020,182,11/7/2017,9/22/2014,966,2108,7
7/1/2020,Bucks,PA,2020,183,11/7/2017,9/22/2014,967,2109,1
7/1/2020,Chester,PA,2020,183,11/7/2017,9/22/2014,967,2109,1
7/1/2020,Montgomery,PA,2020,183,11/7/2017,9/22/2014,967,2109,2
7/1/2020,Philadelphia,PA,2020,183,11/7/2017,9/22/2014,967,2109,2
7/1/2020,Delaware,PA,2020,183,11/7/2017,9/22/2014,967,2109,3
7/2/2020,Bucks,PA,2020,184,11/7/2017,9/22/2014,968,2110,1
7/2/2020,Lehigh,PA,2020,184,11/7/2017,9/22/2014,968,2110,1
7/2/2020,Monroe,PA,2020,184,11/7/2017,9/22/2014,968,2110,1
7/2/2020,Northampton,PA,2020,184,11/7/2017,9/22/2014,968,2110,1
7/2/2020,Lancaster,PA,2020,184,11/7/2017,9/22/2014,968,2110,2
7/2/2020,Montgomery,PA,2020,184,11/7/2017,9/22/2014,968,2110,3
7/2/2020,Philadelphia,PA,2020,184,11/7/2017,9/22/2014,968,2110,6
7/3/2020,Delaware,PA,2020,185,11/7/2017,9/22/2014,969,2111,1
7/3/2020,Lancaster,PA,2020,185,11/7/2017,9/22/2014,969,2111,1
7/3/2020,Northampton,PA,2020,185,11/7/2017,9/22/2014,969,2111,1
7/3/2020,Bucks,PA,2020,185,11/7/2017,9/22/2014,969,2111,2
7/3/2020,Philadelphia,PA,2020,185,11/7/2017,9/22/2014,969,2111,7
7/4/2020,Bucks,PA,2020,186,11/7/2017,9/22/2014,970,2112,1
7/4/2020,Lancaster,PA,2020,186,11/7/2017,9/22/2014,970,2112,1
7/4/2020,Northampton,PA,2020,186,11/7/2017,9/22/2014,970,2112,1
7/4/2020,Schuylkill,PA,2020,186,11/7/2017,9/22/2014,970,2112,1
7/4/2020,Montgomery,PA,2020,186,11/7/2017,9/22/2014,970,2112,3
7/4/2020,Philadelphia,PA,2020,186,11/7/2017,9/22/2014,970,2112,8
7/5/2020,Chester,PA,2020,187,11/7/2017,9/22/2014,971,2113,1
7/5/2020,Lancaster,PA,2020,187,11/7/2017,9/22/2014,971,2113,1
7/5/2020,Lehigh,PA,2020,187,11/7/2017,9/22/2014,971,2113,1
7/5/2020,Northampton,PA,2020,187,11/7/2017,9/22/2014,971,2113,1
7/5/2020,Delaware,PA,2020,187,11/7/2017,9/22/2014,971,2113,3
7/5/2020,Montgomery,PA,2020,187,11/7/2017,9/22/2014,971,2113,3
7/5/2020,Philadelphia,PA,2020,187,11/7/2017,9/22/2014,971,2113,5
7/6/2020,Lancaster,PA,2020,188,11/7/2017,9/22/2014,972,2114,1
7/6/2020,Lehigh,PA,2020,188,11/7/2017,9/22/2014,972,2114,1
7/6/2020,Monroe,PA,2020,188,11/7/2017,9/22/2014,972,2114,1
7/6/2020,Montgomery,PA,2020,188,11/7/2017,9/22/2014,972,2114,1
7/6/2020,Delaware,PA,2020,188,11/7/2017,9/22/2014,972,2114,2
7/6/2020,Philadelphia,PA,2020,188,11/7/2017,9/22/2014,972,2114,3
7/7/2020,Berks,PA,2020,189,11/7/2017,9/22/2014,973,2115,1
7/7/2020,Bucks,PA,2020,189,11/7/2017,9/22/2014,973,2115,1
7/7/2020,Delaware,PA,2020,189,11/7/2017,9/22/2014,973,2115,2
7/7/2020,Montgomery,PA,2020,189,11/7/2017,9/22/2014,973,2115,2
7/7/2020,Philadelphia,PA,2020,189,11/7/2017,9/22/2014,973,2115,10
7/8/2020,Chester,PA,2020,190,11/7/2017,9/22/2014,974,2116,1
7/8/2020,Monroe,PA,2020,190,11/7/2017,9/22/2014,974,2116,1
7/8/2020,Bucks,PA,2020,190,11/7/2017,9/22/2014,974,2116,4
7/8/2020,Montgomery,PA,2020,190,11/7/2017,9/22/2014,974,2116,4
7/8/2020,Philadelphia,PA,2020,190,11/7/2017,9/22/2014,974,2116,6
7/9/2020,Carbon,PA,2020,191,11/7/2017,9/22/2014,975,2117,1
7/9/2020,Chester,PA,2020,191,11/7/2017,9/22/2014,975,2117,2
7/9/2020,Delaware,PA,2020,191,11/7/2017,9/22/2014,975,2117,2
7/9/2020,Montgomery,PA,2020,191,11/7/2017,9/22/2014,975,2117,2
7/9/2020,Bucks,PA,2020,191,11/7/2017,9/22/2014,975,2117,4
7/9/2020,Philadelphia,PA,2020,191,11/7/2017,9/22/2014,975,2117,10
7/11/2020,Chester,PA,2020,193,11/7/2017,9/22/2014,977,2119,1
7/11/2020,Lebanon,PA,2020,193,11/7/2017,9/22/2014,977,2119,1
7/11/2020,Schuylkill,PA,2020,193,11/7/2017,9/22/2014,977,2119,1
7/11/2020,Delaware,PA,2020,193,11/7/2017,9/22/2014,977,2119,2
7/11/2020,Lancaster,PA,2020,193,11/7/2017,9/22/2014,977,2119,2
7/11/2020,Northampton,PA,2020,193,11/7/2017,9/22/2014,977,2119,2
7/11/2020,Montgomery,PA,2020,193,11/7/2017,9/22/2014,977,2119,3
7/11/2020,Philadelphia,PA,2020,193,11/7/2017,9/22/2014,977,2119,4
7/11/2020,Bucks,PA,2020,193,11/7/2017,9/22/2014,977,2119,6
7/12/2020,Berks,PA,2020,194,11/7/2017,9/22/2014,978,2120,1
7/12/2020,Bucks,PA,2020,194,11/7/2017,9/22/2014,978,2120,1
7/12/2020,Lancaster,PA,2020,194,11/7/2017,9/22/2014,978,2120,1
7/12/2020,Northampton,PA,2020,194,11/7/2017,9/22/2014,978,2120,1
7/12/2020,Chester,PA,2020,194,11/7/2017,9/22/2014,978,2120,2
7/12/2020,Delaware,PA,2020,194,11/7/2017,9/22/2014,978,2120,4
7/12/2020,Montgomery,PA,2020,194,11/7/2017,9/22/2014,978,2120,5
7/12/2020,Carbon,PA,2020,194,11/7/2017,9/22/2014,978,2120,6
7/12/2020,Philadelphia,PA,2020,194,11/7/2017,9/22/2014,978,2120,6
7/13/2020,Berks,PA,2020,195,11/7/2017,9/22/2014,979,2121,1
7/13/2020,Delaware,PA,2020,195,11/7/2017,9/22/2014,979,2121,1
7/13/2020,Lancaster,PA,2020,195,11/7/2017,9/22/2014,979,2121,1
7/13/2020,Monroe,PA,2020,195,11/7/2017,9/22/2014,979,2121,1
7/13/2020,York,PA,2020,195,11/7/2017,9/22/2014,979,2121,1
7/13/2020,Chester,PA,2020,195,11/7/2017,9/22/2014,979,2121,3
7/13/2020,Montgomery,PA,2020,195,11/7/2017,9/22/2014,979,2121,3
7/13/2020,Philadelphia,PA,2020,195,11/7/2017,9/22/2014,979,2121,3
7/14/2020,Lehigh,PA,2020,196,11/7/2017,9/22/2014,980,2122,1
7/14/2020,Montgomery,PA,2020,196,11/7/2017,9/22/2014,980,2122,1
7/14/2020,Chester,PA,2020,196,11/7/2017,9/22/2014,980,2122,3
7/14/2020,Delaware,PA,2020,196,11/7/2017,9/22/2014,980,2122,3
7/14/2020,Philadelphia,PA,2020,196,11/7/2017,9/22/2014,980,2122,5
7/14/2020,Bucks,PA,2020,196,11/7/2017,9/22/2014,980,2122,9
7/15/2020,Berks,PA,2020,197,11/7/2017,9/22/2014,981,2123,1
7/15/2020,Chester,PA,2020,197,11/7/2017,9/22/2014,981,2123,1
7/15/2020,Delaware,PA,2020,197,11/7/2017,9/22/2014,981,2123,1
7/15/2020,Lehigh,PA,2020,197,11/7/2017,9/22/2014,981,2123,1
7/15/2020,Schuylkill,PA,2020,197,11/7/2017,9/22/2014,981,2123,1
7/15/2020,Bucks,PA,2020,197,11/7/2017,9/22/2014,981,2123,3
7/15/2020,Montgomery,PA,2020,197,11/7/2017,9/22/2014,981,2123,3
7/15/2020,Philadelphia,PA,2020,197,11/7/2017,9/22/2014,981,2123,7
7/16/2020,Berks,PA,2020,198,11/7/2017,9/22/2014,982,2124,1
7/16/2020,Lancaster,PA,2020,198,11/7/2017,9/22/2014,982,2124,1
7/16/2020,Northampton,PA,2020,198,11/7/2017,9/22/2014,982,2124,1
7/16/2020,Bucks,PA,2020,198,11/7/2017,9/22/2014,982,2124,2
7/16/2020,Chester,PA,2020,198,11/7/2017,9/22/2014,982,2124,2
