,ObservedDate,County,State,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion,Count2
5536,8/26/2021,Monmouth,NJ,2021,238,7/18/2021,7/17/2018,39,1136,1
5543,8/26/2021,Sussex,NJ,2021,238,7/18/2021,7/17/2018,39,1136,1
5535,8/26/2021,Middlesex,NJ,2021,238,7/18/2021,7/17/2018,39,1136,2
5542,8/26/2021,Somerset,NJ,2021,238,7/18/2021,7/17/2018,39,1136,2
5544,8/26/2021,Union,NJ,2021,238,7/18/2021,7/17/2018,39,1136,3
5537,8/26/2021,Morris,NJ,2021,238,7/18/2021,7/17/2018,39,1136,4
5530,8/26/2021,Essex,NJ,2021,238,7/18/2021,7/17/2018,39,1136,5
1024,11/2/2017,Lehigh,PA,2017,306,11/7/2017,9/22/2014,-5,1137,1
5583,8/27/2021,Essex,NJ,2021,239,7/18/2021,7/17/2018,40,1137,1
5584,8/27/2021,Hudson,NJ,2021,239,7/18/2021,7/17/2018,40,1137,1
5589,8/27/2021,Middlesex,NJ,2021,239,7/18/2021,7/17/2018,40,1137,1
5590,8/27/2021,Monmouth,NJ,2021,239,7/18/2021,7/17/2018,40,1137,1
5597,8/27/2021,Union,NJ,2021,239,7/18/2021,7/17/2018,40,1137,2
5592,8/27/2021,Morris,NJ,2021,239,7/18/2021,7/17/2018,40,1137,4
5588,8/27/2021,Mercer,NJ,2021,239,7/18/2021,7/17/2018,40,1137,7
1072,11/3/2017,Berks,PA,2017,307,11/7/2017,9/22/2014,-4,1138,1
5638,8/28/2021,Essex,NJ,2021,240,7/18/2021,7/17/2018,41,1138,1
5639,8/28/2021,Gloucester,NJ,2021,240,7/18/2021,7/17/2018,41,1138,1
5640,8/28/2021,Hudson,NJ,2021,240,7/18/2021,7/17/2018,41,1138,1
5647,8/28/2021,Ocean,NJ,2021,240,7/18/2021,7/17/2018,41,1138,1
5648,8/28/2021,Passaic,NJ,2021,240,7/18/2021,7/17/2018,41,1138,1
5654,8/28/2021,Sussex,NJ,2021,240,7/18/2021,7/17/2018,41,1138,1
5636,8/28/2021,Camden,NJ,2021,240,7/18/2021,7/17/2018,41,1138,2
5644,8/28/2021,Middlesex,NJ,2021,240,7/18/2021,7/17/2018,41,1138,3
5655,8/28/2021,Union,NJ,2021,240,7/18/2021,7/17/2018,41,1138,3
5653,8/28/2021,Somerset,NJ,2021,240,7/18/2021,7/17/2018,41,1138,4
5645,8/28/2021,Morris,NJ,2021,240,7/18/2021,7/17/2018,41,1138,8
5643,8/28/2021,Mercer,NJ,2021,240,7/18/2021,7/17/2018,41,1138,15
5693,8/29/2021,Essex,NJ,2021,241,7/18/2021,7/17/2018,42,1139,1
5700,8/29/2021,Morris,NJ,2021,241,7/18/2021,7/17/2018,42,1139,1
5706,8/29/2021,Sussex,NJ,2021,241,7/18/2021,7/17/2018,42,1139,1
5707,8/29/2021,Union,NJ,2021,241,7/18/2021,7/17/2018,42,1139,1
5691,8/29/2021,Burlington,NJ,2021,241,7/18/2021,7/17/2018,42,1139,2
5697,8/29/2021,Mercer,NJ,2021,241,7/18/2021,7/17/2018,42,1139,3
5698,8/29/2021,Middlesex,NJ,2021,241,7/18/2021,7/17/2018,42,1139,6
5815,8/30/2021,Essex,NJ,2021,242,7/18/2021,7/17/2018,43,1140,2
5818,8/30/2021,Mercer,NJ,2021,242,7/18/2021,7/17/2018,43,1140,4
5819,8/30/2021,Middlesex,NJ,2021,242,7/18/2021,7/17/2018,43,1140,5
5863,8/31/2021,Essex,NJ,2021,243,7/18/2021,7/17/2018,44,1141,1
5864,8/31/2021,Hunterdon,NJ,2021,243,7/18/2021,7/17/2018,44,1141,1
5869,8/31/2021,Monmouth,NJ,2021,243,7/18/2021,7/17/2018,44,1141,1
5877,8/31/2021,Somerset,NJ,2021,243,7/18/2021,7/17/2018,44,1141,1
5871,8/31/2021,Morris,NJ,2021,243,7/18/2021,7/17/2018,44,1141,2
5873,8/31/2021,Ocean,NJ,2021,243,7/18/2021,7/17/2018,44,1141,2
5878,8/31/2021,Sussex,NJ,2021,243,7/18/2021,7/17/2018,44,1141,2
5867,8/31/2021,Mercer,NJ,2021,243,7/18/2021,7/17/2018,44,1141,4
5868,8/31/2021,Middlesex,NJ,2021,243,7/18/2021,7/17/2018,44,1141,4
6287,9/1/2021,Essex,NJ,2021,244,7/18/2021,7/17/2018,45,1142,1
6290,9/1/2021,Mercer,NJ,2021,244,7/18/2021,7/17/2018,45,1142,1
6292,9/1/2021,Morris,NJ,2021,244,7/18/2021,7/17/2018,45,1142,1
6291,9/1/2021,Middlesex,NJ,2021,244,7/18/2021,7/17/2018,45,1142,2
6776,9/2/2021,Mercer,NJ,2021,245,7/18/2021,7/17/2018,46,1143,1
6777,9/2/2021,Middlesex,NJ,2021,245,7/18/2021,7/17/2018,46,1143,1
6779,9/2/2021,Morris,NJ,2021,245,7/18/2021,7/17/2018,46,1143,1
6778,9/2/2021,Monmouth,NJ,2021,245,7/18/2021,7/17/2018,46,1143,2
6785,9/2/2021,Union,NJ,2021,245,7/18/2021,7/17/2018,46,1143,2
7206,9/3/2021,Essex,NJ,2021,246,7/18/2021,7/17/2018,47,1144,1
7207,9/3/2021,Gloucester,NJ,2021,246,7/18/2021,7/17/2018,47,1144,1
7212,9/3/2021,Middlesex,NJ,2021,246,7/18/2021,7/17/2018,47,1144,1
7211,9/3/2021,Mercer,NJ,2021,246,7/18/2021,7/17/2018,47,1144,2
7214,9/3/2021,Morris,NJ,2021,246,7/18/2021,7/17/2018,47,1144,2
7208,9/3/2021,Hudson,NJ,2021,246,7/18/2021,7/17/2018,47,1144,3
975,11/10/2017,Montgomery,PA,2017,314,11/7/2017,9/22/2014,3,1145,1
7305,9/4/2021,Bergen,NJ,2021,247,7/18/2021,7/17/2018,48,1145,1
7311,9/4/2021,Hudson,NJ,2021,247,7/18/2021,7/17/2018,48,1145,1
7319,9/4/2021,Passaic,NJ,2021,247,7/18/2021,7/17/2018,48,1145,1
7323,9/4/2021,Somerset,NJ,2021,247,7/18/2021,7/17/2018,48,1145,1
7324,9/4/2021,Union,NJ,2021,247,7/18/2021,7/17/2018,48,1145,1
7325,9/4/2021,Warren,NJ,2021,247,7/18/2021,7/17/2018,48,1145,1
7304,9/4/2021,Atlantic,NJ,2021,247,7/18/2021,7/17/2018,48,1145,2
7314,9/4/2021,Mercer,NJ,2021,247,7/18/2021,7/17/2018,48,1145,2
7316,9/4/2021,Morris,NJ,2021,247,7/18/2021,7/17/2018,48,1145,2
7318,9/4/2021,Ocean,NJ,2021,247,7/18/2021,7/17/2018,48,1145,2
7315,9/4/2021,Middlesex,NJ,2021,247,7/18/2021,7/17/2018,48,1145,3
7377,9/5/2021,Essex,NJ,2021,248,7/18/2021,7/17/2018,49,1146,1
7384,9/5/2021,Warren,NJ,2021,248,7/18/2021,7/17/2018,49,1146,1
7374,9/5/2021,Burlington,NJ,2021,248,7/18/2021,7/17/2018,49,1146,2
7383,9/5/2021,Somerset,NJ,2021,248,7/18/2021,7/17/2018,49,1146,2
7375,9/5/2021,Camden,NJ,2021,248,7/18/2021,7/17/2018,49,1146,5
7437,9/6/2021,Middlesex,NJ,2021,249,7/18/2021,7/17/2018,50,1147,1
7441,9/6/2021,Ocean,NJ,2021,249,7/18/2021,7/17/2018,50,1147,1
7442,9/6/2021,Passaic,NJ,2021,249,7/18/2021,7/17/2018,50,1147,1
7447,9/6/2021,Somerset,NJ,2021,249,7/18/2021,7/17/2018,50,1147,1
7448,9/6/2021,Union,NJ,2021,249,7/18/2021,7/17/2018,50,1147,1
7432,9/6/2021,Essex,NJ,2021,249,7/18/2021,7/17/2018,50,1147,3
7433,9/6/2021,Hudson,NJ,2021,249,7/18/2021,7/17/2018,50,1147,3
7436,9/6/2021,Mercer,NJ,2021,249,7/18/2021,7/17/2018,50,1147,4
7438,9/6/2021,Morris,NJ,2021,249,7/18/2021,7/17/2018,50,1147,4
7486,9/7/2021,Atlantic,NJ,2021,250,7/18/2021,7/17/2018,51,1148,1
7487,9/7/2021,Camden,NJ,2021,250,7/18/2021,7/17/2018,51,1148,1
7496,9/7/2021,Morris,NJ,2021,250,7/18/2021,7/17/2018,51,1148,1
7498,9/7/2021,Ocean,NJ,2021,250,7/18/2021,7/17/2018,51,1148,1
7499,9/7/2021,Passaic,NJ,2021,250,7/18/2021,7/17/2018,51,1148,1
7489,9/7/2021,Essex,NJ,2021,250,7/18/2021,7/17/2018,51,1148,2
7490,9/7/2021,Hudson,NJ,2021,250,7/18/2021,7/17/2018,51,1148,2
7505,9/7/2021,Union,NJ,2021,250,7/18/2021,7/17/2018,51,1148,2
7494,9/7/2021,Mercer,NJ,2021,250,7/18/2021,7/17/2018,51,1148,3
7495,9/7/2021,Middlesex,NJ,2021,250,7/18/2021,7/17/2018,51,1148,3
7544,9/8/2021,Bergen,NJ,2021,251,7/18/2021,7/17/2018,52,1149,1
7547,9/8/2021,Essex,NJ,2021,251,7/18/2021,7/17/2018,52,1149,1
7548,9/8/2021,Hudson,NJ,2021,251,7/18/2021,7/17/2018,52,1149,1
7550,9/8/2021,Mercer,NJ,2021,251,7/18/2021,7/17/2018,52,1149,1
7557,9/8/2021,Somerset,NJ,2021,251,7/18/2021,7/17/2018,52,1149,1
7545,9/8/2021,Burlington,NJ,2021,251,7/18/2021,7/17/2018,52,1149,2
7552,9/8/2021,Morris,NJ,2021,251,7/18/2021,7/17/2018,52,1149,2
7598,9/9/2021,Essex,NJ,2021,252,7/18/2021,7/17/2018,53,1150,1
7604,9/9/2021,Mercer,NJ,2021,252,7/18/2021,7/17/2018,53,1150,1
7607,9/9/2021,Morris,NJ,2021,252,7/18/2021,7/17/2018,53,1150,1
7610,9/9/2021,Ocean,NJ,2021,252,7/18/2021,7/17/2018,53,1150,1
7613,9/9/2021,Union,NJ,2021,252,7/18/2021,7/17/2018,53,1150,1
7605,9/9/2021,Middlesex,NJ,2021,252,7/18/2021,7/17/2018,53,1150,2
6327,9/10/2021,Essex,NJ,2021,253,7/18/2021,7/17/2018,54,1151,1
6328,9/10/2021,Hudson,NJ,2021,253,7/18/2021,7/17/2018,54,1151,1
6331,9/10/2021,Middlesex,NJ,2021,253,7/18/2021,7/17/2018,54,1151,1
6337,9/10/2021,Ocean,NJ,2021,253,7/18/2021,7/17/2018,54,1151,1
6341,9/10/2021,Somerset,NJ,2021,253,7/18/2021,7/17/2018,54,1151,1
6342,9/10/2021,Union,NJ,2021,253,7/18/2021,7/17/2018,54,1151,1
6321,9/10/2021,Atlantic,NJ,2021,253,7/18/2021,7/17/2018,54,1151,2
6323,9/10/2021,Burlington,NJ,2021,253,7/18/2021,7/17/2018,54,1151,2
6330,9/10/2021,Mercer,NJ,2021,253,7/18/2021,7/17/2018,54,1151,2
6332,9/10/2021,Monmouth,NJ,2021,253,7/18/2021,7/17/2018,54,1151,2
6334,9/10/2021,Morris,NJ,2021,253,7/18/2021,7/17/2018,54,1151,14
1013,11/17/2017,Chester,PA,2017,321,11/7/2017,9/22/2014,10,1152,1
6368,9/11/2021,Cumberland,NJ,2021,254,7/18/2021,7/17/2018,55,1152,1
6374,9/11/2021,Mercer,NJ,2021,254,7/18/2021,7/17/2018,55,1152,1
6381,9/11/2021,Ocean,NJ,2021,254,7/18/2021,7/17/2018,55,1152,1
6382,9/11/2021,Passaic,NJ,2021,254,7/18/2021,7/17/2018,55,1152,1
6386,9/11/2021,Somerset,NJ,2021,254,7/18/2021,7/17/2018,55,1152,1
6387,9/11/2021,Union,NJ,2021,254,7/18/2021,7/17/2018,55,1152,1
6366,9/11/2021,Burlington,NJ,2021,254,7/18/2021,7/17/2018,55,1152,2
6379,9/11/2021,Morris,NJ,2021,254,7/18/2021,7/17/2018,55,1152,2
6363,9/11/2021,Bergen,NJ,2021,254,7/18/2021,7/17/2018,55,1152,3
6372,9/11/2021,Hudson,NJ,2021,254,7/18/2021,7/17/2018,55,1152,3
6375,9/11/2021,Middlesex,NJ,2021,254,7/18/2021,7/17/2018,55,1152,5
6376,9/11/2021,Monmouth,NJ,2021,254,7/18/2021,7/17/2018,55,1152,5
6371,9/11/2021,Essex,NJ,2021,254,7/18/2021,7/17/2018,55,1152,13
6423,9/12/2021,Hunterdon,NJ,2021,255,7/18/2021,7/17/2018,56,1153,1
6429,9/12/2021,Monmouth,NJ,2021,255,7/18/2021,7/17/2018,56,1153,1
6416,9/12/2021,Camden,NJ,2021,255,7/18/2021,7/17/2018,56,1153,2
6422,9/12/2021,Hudson,NJ,2021,255,7/18/2021,7/17/2018,56,1153,2
6427,9/12/2021,Mercer,NJ,2021,255,7/18/2021,7/17/2018,56,1153,2
6428,9/12/2021,Middlesex,NJ,2021,255,7/18/2021,7/17/2018,56,1153,2
6437,9/12/2021,Union,NJ,2021,255,7/18/2021,7/17/2018,56,1153,2
6421,9/12/2021,Essex,NJ,2021,255,7/18/2021,7/17/2018,56,1153,3
6436,9/12/2021,Somerset,NJ,2021,255,7/18/2021,7/17/2018,56,1153,6
6430,9/12/2021,Morris,NJ,2021,255,7/18/2021,7/17/2018,56,1153,9
6462,9/13/2021,Hudson,NJ,2021,256,7/18/2021,7/17/2018,57,1154,1
6465,9/13/2021,Monmouth,NJ,2021,256,7/18/2021,7/17/2018,57,1154,1
6472,9/13/2021,Sussex,NJ,2021,256,7/18/2021,7/17/2018,57,1154,1
6461,9/13/2021,Essex,NJ,2021,256,7/18/2021,7/17/2018,57,1154,2
6464,9/13/2021,Middlesex,NJ,2021,256,7/18/2021,7/17/2018,57,1154,9
6467,9/13/2021,Morris,NJ,2021,256,7/18/2021,7/17/2018,57,1154,24
6494,9/14/2021,Bergen,NJ,2021,257,7/18/2021,7/17/2018,58,1155,1
6497,9/14/2021,Cape May,NJ,2021,257,7/18/2021,7/17/2018,58,1155,1
6503,9/14/2021,Hudson,NJ,2021,257,7/18/2021,7/17/2018,58,1155,1
6512,9/14/2021,Ocean,NJ,2021,257,7/18/2021,7/17/2018,58,1155,1
6513,9/14/2021,Passaic,NJ,2021,257,7/18/2021,7/17/2018,58,1155,1
6496,9/14/2021,Burlington,NJ,2021,257,7/18/2021,7/17/2018,58,1155,2
6502,9/14/2021,Gloucester,NJ,2021,257,7/18/2021,7/17/2018,58,1155,2
6518,9/14/2021,Union,NJ,2021,257,7/18/2021,7/17/2018,58,1155,2
6505,9/14/2021,Mercer,NJ,2021,257,7/18/2021,7/17/2018,58,1155,3
6501,9/14/2021,Essex,NJ,2021,257,7/18/2021,7/17/2018,58,1155,4
6506,9/14/2021,Middlesex,NJ,2021,257,7/18/2021,7/17/2018,58,1155,5
6507,9/14/2021,Monmouth,NJ,2021,257,7/18/2021,7/17/2018,58,1155,6
6510,9/14/2021,Morris,NJ,2021,257,7/18/2021,7/17/2018,58,1155,9
6547,9/15/2021,Burlington,NJ,2021,258,7/18/2021,7/17/2018,59,1156,1
6552,9/15/2021,Gloucester,NJ,2021,258,7/18/2021,7/17/2018,59,1156,1
6553,9/15/2021,Hudson,NJ,2021,258,7/18/2021,7/17/2018,59,1156,1
6562,9/15/2021,Passaic,NJ,2021,258,7/18/2021,7/17/2018,59,1156,1
6568,9/15/2021,Somerset,NJ,2021,258,7/18/2021,7/17/2018,59,1156,1
6569,9/15/2021,Sussex,NJ,2021,258,7/18/2021,7/17/2018,59,1156,1
6556,9/15/2021,Mercer,NJ,2021,258,7/18/2021,7/17/2018,59,1156,2
6570,9/15/2021,Union,NJ,2021,258,7/18/2021,7/17/2018,59,1156,2
6551,9/15/2021,Essex,NJ,2021,258,7/18/2021,7/17/2018,59,1156,3
6558,9/15/2021,Morris,NJ,2021,258,7/18/2021,7/17/2018,59,1156,6
6557,9/15/2021,Middlesex,NJ,2021,258,7/18/2021,7/17/2018,59,1156,10
6598,9/16/2021,Essex,NJ,2021,259,7/18/2021,7/17/2018,60,1157,1
6601,9/16/2021,Monmouth,NJ,2021,259,7/18/2021,7/17/2018,60,1157,1
6609,9/16/2021,Salem,NJ,2021,259,7/18/2021,7/17/2018,60,1157,1
6611,9/16/2021,Somerset,NJ,2021,259,7/18/2021,7/17/2018,60,1157,1
6612,9/16/2021,Union,NJ,2021,259,7/18/2021,7/17/2018,60,1157,1
6596,9/16/2021,Camden,NJ,2021,259,7/18/2021,7/17/2018,60,1157,2
6604,9/16/2021,Ocean,NJ,2021,259,7/18/2021,7/17/2018,60,1157,2
6600,9/16/2021,Middlesex,NJ,2021,259,7/18/2021,7/17/2018,60,1157,3
6602,9/16/2021,Morris,NJ,2021,259,7/18/2021,7/17/2018,60,1157,14
6645,9/17/2021,Essex,NJ,2021,260,7/18/2021,7/17/2018,61,1158,1
6656,9/17/2021,Union,NJ,2021,260,7/18/2021,7/17/2018,61,1158,1
6642,9/17/2021,Burlington,NJ,2021,260,7/18/2021,7/17/2018,61,1158,2
6651,9/17/2021,Morris,NJ,2021,260,7/18/2021,7/17/2018,61,1158,2
6646,9/17/2021,Hudson,NJ,2021,260,7/18/2021,7/17/2018,61,1158,3
6649,9/17/2021,Monmouth,NJ,2021,260,7/18/2021,7/17/2018,61,1158,3
6682,9/18/2021,Cape May,NJ,2021,261,7/18/2021,7/17/2018,62,1159,1
6689,9/18/2021,Hunterdon,NJ,2021,261,7/18/2021,7/17/2018,62,1159,1
6693,9/18/2021,Middlesex,NJ,2021,261,7/18/2021,7/17/2018,62,1159,1
6694,9/18/2021,Monmouth,NJ,2021,261,7/18/2021,7/17/2018,62,1159,1
6703,9/18/2021,Salem,NJ,2021,261,7/18/2021,7/17/2018,62,1159,1
6705,9/18/2021,Warren,NJ,2021,261,7/18/2021,7/17/2018,62,1159,1
6686,9/18/2021,Essex,NJ,2021,261,7/18/2021,7/17/2018,62,1159,2
6687,9/18/2021,Gloucester,NJ,2021,261,7/18/2021,7/17/2018,62,1159,2
6688,9/18/2021,Hudson,NJ,2021,261,7/18/2021,7/17/2018,62,1159,2
6699,9/18/2021,Ocean,NJ,2021,261,7/18/2021,7/17/2018,62,1159,2
6681,9/18/2021,Burlington,NJ,2021,261,7/18/2021,7/17/2018,62,1159,3
6704,9/18/2021,Somerset,NJ,2021,261,7/18/2021,7/17/2018,62,1159,3
6696,9/18/2021,Morris,NJ,2021,261,7/18/2021,7/17/2018,62,1159,6
1059,11/25/2017,Lehigh,PA,2017,329,11/7/2017,9/22/2014,18,1160,1
6734,9/19/2021,Atlantic,NJ,2021,262,7/18/2021,7/17/2018,63,1160,1
6742,9/19/2021,Gloucester,NJ,2021,262,7/18/2021,7/17/2018,63,1160,1
6743,9/19/2021,Hudson,NJ,2021,262,7/18/2021,7/17/2018,63,1160,1
6746,9/19/2021,Middlesex,NJ,2021,262,7/18/2021,7/17/2018,63,1160,1
6753,9/19/2021,Somerset,NJ,2021,262,7/18/2021,7/17/2018,63,1160,1
6754,9/19/2021,Warren,NJ,2021,262,7/18/2021,7/17/2018,63,1160,1
6735,9/19/2021,Bergen,NJ,2021,262,7/18/2021,7/17/2018,63,1160,2
6737,9/19/2021,Camden,NJ,2021,262,7/18/2021,7/17/2018,63,1160,2
6741,9/19/2021,Essex,NJ,2021,262,7/18/2021,7/17/2018,63,1160,2
6745,9/19/2021,Mercer,NJ,2021,262,7/18/2021,7/17/2018,63,1160,2
6747,9/19/2021,Morris,NJ,2021,262,7/18/2021,7/17/2018,63,1160,2
6750,9/19/2021,Passaic,NJ,2021,262,7/18/2021,7/17/2018,63,1160,4
6817,9/20/2021,Burlington,NJ,2021,263,7/18/2021,7/17/2018,64,1161,1
6823,9/20/2021,Mercer,NJ,2021,263,7/18/2021,7/17/2018,64,1161,1
6824,9/20/2021,Middlesex,NJ,2021,263,7/18/2021,7/17/2018,64,1161,1
6825,9/20/2021,Morris,NJ,2021,263,7/18/2021,7/17/2018,64,1161,1
6829,9/20/2021,Union,NJ,2021,263,7/18/2021,7/17/2018,64,1161,2
6851,9/21/2021,Mercer,NJ,2021,264,7/18/2021,7/17/2018,65,1162,1
6852,9/21/2021,Middlesex,NJ,2021,264,7/18/2021,7/17/2018,65,1162,2
6853,9/21/2021,Morris,NJ,2021,264,7/18/2021,7/17/2018,65,1162,5
6849,9/21/2021,Essex,NJ,2021,264,7/18/2021,7/17/2018,65,1162,7
6877,9/22/2021,Atlantic,NJ,2021,265,7/18/2021,7/17/2018,66,1163,1
6879,9/22/2021,Burlington,NJ,2021,265,7/18/2021,7/17/2018,66,1163,1
6885,9/22/2021,Monmouth,NJ,2021,265,7/18/2021,7/17/2018,66,1163,1
6880,9/22/2021,Camden,NJ,2021,265,7/18/2021,7/17/2018,66,1163,2
6884,9/22/2021,Middlesex,NJ,2021,265,7/18/2021,7/17/2018,66,1163,5
6886,9/22/2021,Morris,NJ,2021,265,7/18/2021,7/17/2018,66,1163,5
6881,9/22/2021,Essex,NJ,2021,265,7/18/2021,7/17/2018,66,1163,7
6889,9/22/2021,Somerset,NJ,2021,265,7/18/2021,7/17/2018,66,1163,32
6914,9/23/2021,Hudson,NJ,2021,266,7/18/2021,7/17/2018,67,1164,1
6916,9/23/2021,Mercer,NJ,2021,266,7/18/2021,7/17/2018,67,1164,1
6919,9/23/2021,Morris,NJ,2021,266,7/18/2021,7/17/2018,67,1164,1
6921,9/23/2021,Passaic,NJ,2021,266,7/18/2021,7/17/2018,67,1164,1
6923,9/23/2021,Warren,NJ,2021,266,7/18/2021,7/17/2018,67,1164,1
6918,9/23/2021,Monmouth,NJ,2021,266,7/18/2021,7/17/2018,67,1164,3
6913,9/23/2021,Essex,NJ,2021,266,7/18/2021,7/17/2018,67,1164,4
6917,9/23/2021,Middlesex,NJ,2021,266,7/18/2021,7/17/2018,67,1164,6
6950,9/24/2021,Atlantic,NJ,2021,267,7/18/2021,7/17/2018,68,1165,1
6953,9/24/2021,Cumberland,NJ,2021,267,7/18/2021,7/17/2018,68,1165,1
6957,9/24/2021,Gloucester,NJ,2021,267,7/18/2021,7/17/2018,68,1165,1
6962,9/24/2021,Mercer,NJ,2021,267,7/18/2021,7/17/2018,68,1165,1
6963,9/24/2021,Monmouth,NJ,2021,267,7/18/2021,7/17/2018,68,1165,1
6965,9/24/2021,Ocean,NJ,2021,267,7/18/2021,7/17/2018,68,1165,2
6969,9/24/2021,Somerset,NJ,2021,267,7/18/2021,7/17/2018,68,1165,4
6955,9/24/2021,Essex,NJ,2021,267,7/18/2021,7/17/2018,68,1165,11
7001,9/25/2021,Bergen,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7006,9/25/2021,Camden,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7011,9/25/2021,Hudson,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7016,9/25/2021,Mercer,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7017,9/25/2021,Middlesex,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7019,9/25/2021,Morris,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7022,9/25/2021,Ocean,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7027,9/25/2021,Sussex,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7028,9/25/2021,Union,NJ,2021,268,7/18/2021,7/17/2018,69,1166,1
7026,9/25/2021,Somerset,NJ,2021,268,7/18/2021,7/17/2018,69,1166,2
7029,9/25/2021,Warren,NJ,2021,268,7/18/2021,7/17/2018,69,1166,2
7005,9/25/2021,Burlington,NJ,2021,268,7/18/2021,7/17/2018,69,1166,3
7010,9/25/2021,Essex,NJ,2021,268,7/18/2021,7/17/2018,69,1166,5
7055,9/26/2021,Bergen,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7056,9/26/2021,Camden,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7058,9/26/2021,Essex,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7059,9/26/2021,Gloucester,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7060,9/26/2021,Hudson,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7064,9/26/2021,Monmouth,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7072,9/26/2021,Warren,NJ,2021,269,7/18/2021,7/17/2018,70,1167,1
7061,9/26/2021,Hunterdon,NJ,2021,269,7/18/2021,7/17/2018,70,1167,2
7065,9/26/2021,Morris,NJ,2021,269,7/18/2021,7/17/2018,70,1167,2
7068,9/26/2021,Ocean,NJ,2021,269,7/18/2021,7/17/2018,70,1167,2
1191,12/3/2017,Chester,PA,2017,337,11/7/2017,9/22/2014,26,1168,1
7103,9/27/2021,Atlantic,NJ,2021,270,7/18/2021,7/17/2018,71,1168,1
7104,9/27/2021,Bergen,NJ,2021,270,7/18/2021,7/17/2018,71,1168,1
7112,9/27/2021,Somerset,NJ,2021,270,7/18/2021,7/17/2018,71,1168,1
7113,9/27/2021,Sussex,NJ,2021,270,7/18/2021,7/17/2018,71,1168,1
7109,9/27/2021,Morris,NJ,2021,270,7/18/2021,7/17/2018,71,1168,2
7106,9/27/2021,Essex,NJ,2021,270,7/18/2021,7/17/2018,71,1168,7
7134,9/28/2021,Atlantic,NJ,2021,271,7/18/2021,7/17/2018,72,1169,1
7136,9/28/2021,Gloucester,NJ,2021,271,7/18/2021,7/17/2018,72,1169,1
7137,9/28/2021,Hudson,NJ,2021,271,7/18/2021,7/17/2018,72,1169,1
7141,9/28/2021,Ocean,NJ,2021,271,7/18/2021,7/17/2018,72,1169,1
7140,9/28/2021,Morris,NJ,2021,271,7/18/2021,7/17/2018,72,1169,4
7135,9/28/2021,Essex,NJ,2021,271,7/18/2021,7/17/2018,72,1169,9
7169,9/29/2021,Atlantic,NJ,2021,272,7/18/2021,7/17/2018,73,1170,1
7180,9/29/2021,Union,NJ,2021,272,7/18/2021,7/17/2018,73,1170,2
7177,9/29/2021,Morris,NJ,2021,272,7/18/2021,7/17/2018,73,1170,5
7175,9/29/2021,Essex,NJ,2021,272,7/18/2021,7/17/2018,73,1170,6
7273,9/30/2021,Union,NJ,2021,273,7/18/2021,7/17/2018,74,1171,1
7274,9/30/2021,Warren,NJ,2021,273,7/18/2021,7/17/2018,74,1171,1
7260,9/30/2021,Atlantic,NJ,2021,273,7/18/2021,7/17/2018,74,1171,2
7272,9/30/2021,Somerset,NJ,2021,273,7/18/2021,7/17/2018,74,1171,2
7263,9/30/2021,Essex,NJ,2021,273,7/18/2021,7/17/2018,74,1171,3
7268,9/30/2021,Mercer,NJ,2021,273,7/18/2021,7/17/2018,74,1171,3
7270,9/30/2021,Morris,NJ,2021,273,7/18/2021,7/17/2018,74,1171,9
68,10/1/2021,Mercer,NJ,2021,274,7/18/2021,7/17/2018,75,1172,1
77,10/1/2021,Somerset,NJ,2021,274,7/18/2021,7/17/2018,75,1172,1
64,10/1/2021,Essex,NJ,2021,274,7/18/2021,7/17/2018,75,1172,2
73,10/1/2021,Ocean,NJ,2021,274,7/18/2021,7/17/2018,75,1172,2
70,10/1/2021,Morris,NJ,2021,274,7/18/2021,7/17/2018,75,1172,3
409,10/2/2021,Atlantic,NJ,2021,275,7/18/2021,7/17/2018,76,1173,1
410,10/2/2021,Bergen,NJ,2021,275,7/18/2021,7/17/2018,76,1173,1
414,10/2/2021,Essex,NJ,2021,275,7/18/2021,7/17/2018,76,1173,1
416,10/2/2021,Hudson,NJ,2021,275,7/18/2021,7/17/2018,76,1173,1
420,10/2/2021,Middlesex,NJ,2021,275,7/18/2021,7/17/2018,76,1173,1
430,10/2/2021,Union,NJ,2021,275,7/18/2021,7/17/2018,76,1173,1
425,10/2/2021,Ocean,NJ,2021,275,7/18/2021,7/17/2018,76,1173,2
411,10/2/2021,Burlington,NJ,2021,275,7/18/2021,7/17/2018,76,1173,3
415,10/2/2021,Gloucester,NJ,2021,275,7/18/2021,7/17/2018,76,1173,3
