ObservedDate,County,State,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion,Count2
8/30/2020,Union,NJ,2020,243,7/18/2021,7/17/2018,-322,775,1
8/30/2020,Burlington,NJ,2020,243,7/18/2021,7/17/2018,-322,775,2
8/30/2020,Mercer,NJ,2020,243,7/18/2021,7/17/2018,-322,775,2
8/30/2020,Camden,NJ,2020,243,7/18/2021,7/17/2018,-322,775,3
8/30/2020,Warren,NJ,2020,243,7/18/2021,7/17/2018,-322,775,3
8/30/2020,Somerset,NJ,2020,243,7/18/2021,7/17/2018,-322,775,4
8/31/2020,Camden,NJ,2020,244,7/18/2021,7/17/2018,-321,776,1
8/31/2020,Mercer,NJ,2020,244,7/18/2021,7/17/2018,-321,776,1
8/31/2020,Morris,NJ,2020,244,7/18/2021,7/17/2018,-321,776,1
8/31/2020,Warren,NJ,2020,244,7/18/2021,7/17/2018,-321,776,1
8/31/2020,Hunterdon,NJ,2020,244,7/18/2021,7/17/2018,-321,776,2
8/31/2020,Somerset,NJ,2020,244,7/18/2021,7/17/2018,-321,776,2
9/1/2020,Hunterdon,NJ,2020,245,7/18/2021,7/17/2018,-320,777,1
9/1/2020,Mercer,NJ,2020,245,7/18/2021,7/17/2018,-320,777,1
9/1/2020,Camden,NJ,2020,245,7/18/2021,7/17/2018,-320,777,2
9/3/2020,Mercer,NJ,2020,247,7/18/2021,7/17/2018,-318,779,1
9/3/2020,Middlesex,NJ,2020,247,7/18/2021,7/17/2018,-318,779,1
9/3/2020,Ocean,NJ,2020,247,7/18/2021,7/17/2018,-318,779,1
9/3/2020,Somerset,NJ,2020,247,7/18/2021,7/17/2018,-318,779,1
9/4/2020,Bergen,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Camden,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Gloucester,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Hunterdon,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Monmouth,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Morris,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Ocean,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Somerset,NJ,2020,248,7/18/2021,7/17/2018,-317,780,1
9/4/2020,Middlesex,NJ,2020,248,7/18/2021,7/17/2018,-317,780,2
9/4/2020,Mercer,NJ,2020,248,7/18/2021,7/17/2018,-317,780,3
9/5/2020,Burlington,NJ,2020,249,7/18/2021,7/17/2018,-316,781,1
9/5/2020,Middlesex,NJ,2020,249,7/18/2021,7/17/2018,-316,781,1
9/5/2020,Somerset,NJ,2020,249,7/18/2021,7/17/2018,-316,781,2
9/6/2020,Burlington,NJ,2020,250,7/18/2021,7/17/2018,-315,782,1
9/6/2020,Somerset,NJ,2020,250,7/18/2021,7/17/2018,-315,782,1
9/6/2020,Warren,NJ,2020,250,7/18/2021,7/17/2018,-315,782,1
9/6/2020,Atlantic,NJ,2020,250,7/18/2021,7/17/2018,-315,782,2
9/6/2020,Mercer,NJ,2020,250,7/18/2021,7/17/2018,-315,782,2
9/6/2020,Hunterdon,NJ,2020,250,7/18/2021,7/17/2018,-315,782,3
9/7/2020,Bergen,NJ,2020,251,7/18/2021,7/17/2018,-314,783,1
9/7/2020,Somerset,NJ,2020,251,7/18/2021,7/17/2018,-314,783,1
9/7/2020,Morris,NJ,2020,251,7/18/2021,7/17/2018,-314,783,4
9/7/2020,Warren,NJ,2020,251,7/18/2021,7/17/2018,-314,783,6
9/7/2020,Hunterdon,NJ,2020,251,7/18/2021,7/17/2018,-314,783,11
9/8/2020,Bergen,NJ,2020,252,7/18/2021,7/17/2018,-313,784,1
9/8/2020,Mercer,NJ,2020,252,7/18/2021,7/17/2018,-313,784,1
9/8/2020,Somerset,NJ,2020,252,7/18/2021,7/17/2018,-313,784,2
9/8/2020,Essex,NJ,2020,252,7/18/2021,7/17/2018,-313,784,4
9/9/2020,Somerset,NJ,2020,253,7/18/2021,7/17/2018,-312,785,1
9/9/2020,Middlesex,NJ,2020,253,7/18/2021,7/17/2018,-312,785,2
9/10/2020,Cape May,NJ,2020,254,7/18/2021,7/17/2018,-311,786,1
9/10/2020,Somerset,NJ,2020,254,7/18/2021,7/17/2018,-311,786,1
9/11/2020,Camden,NJ,2020,255,7/18/2021,7/17/2018,-310,787,1
9/11/2020,Mercer,NJ,2020,255,7/18/2021,7/17/2018,-310,787,1
9/11/2020,Middlesex,NJ,2020,255,7/18/2021,7/17/2018,-310,787,1
9/11/2020,Somerset,NJ,2020,255,7/18/2021,7/17/2018,-310,787,1
9/12/2020,Morris,NJ,2020,256,7/18/2021,7/17/2018,-309,788,1
9/12/2020,Warren,NJ,2020,256,7/18/2021,7/17/2018,-309,788,2
9/12/2020,Burlington,NJ,2020,256,7/18/2021,7/17/2018,-309,788,3
9/13/2020,Burlington,NJ,2020,257,7/18/2021,7/17/2018,-308,789,1
9/13/2020,Morris,NJ,2020,257,7/18/2021,7/17/2018,-308,789,1
9/13/2020,Warren,NJ,2020,257,7/18/2021,7/17/2018,-308,789,3
9/13/2020,Mercer,NJ,2020,257,7/18/2021,7/17/2018,-308,789,4
9/14/2020,Burlington,NJ,2020,258,7/18/2021,7/17/2018,-307,790,1
9/14/2020,Hunterdon,NJ,2020,258,7/18/2021,7/17/2018,-307,790,1
9/14/2020,Somerset,NJ,2020,258,7/18/2021,7/17/2018,-307,790,1
9/14/2020,Essex,NJ,2020,258,7/18/2021,7/17/2018,-307,790,3
9/14/2020,Morris,NJ,2020,258,7/18/2021,7/17/2018,-307,790,5
9/15/2020,Camden,NJ,2020,259,7/18/2021,7/17/2018,-306,791,1
9/15/2020,Warren,NJ,2020,259,7/18/2021,7/17/2018,-306,791,1
9/15/2020,Middlesex,NJ,2020,259,7/18/2021,7/17/2018,-306,791,2
9/15/2020,Somerset,NJ,2020,259,7/18/2021,7/17/2018,-306,791,2
9/16/2020,Mercer,NJ,2020,260,7/18/2021,7/17/2018,-305,792,1
9/16/2020,Morris,NJ,2020,260,7/18/2021,7/17/2018,-305,792,3
9/17/2020,Bergen,NJ,2020,261,7/18/2021,7/17/2018,-304,793,1
9/17/2020,Mercer,NJ,2020,261,7/18/2021,7/17/2018,-304,793,1
9/17/2020,Middlesex,NJ,2020,261,7/18/2021,7/17/2018,-304,793,1
9/17/2020,Warren,NJ,2020,261,7/18/2021,7/17/2018,-304,793,1
9/17/2020,Somerset,NJ,2020,261,7/18/2021,7/17/2018,-304,793,2
9/18/2020,Hunterdon,NJ,2020,262,7/18/2021,7/17/2018,-303,794,1
9/18/2020,Middlesex,NJ,2020,262,7/18/2021,7/17/2018,-303,794,1
9/18/2020,Essex,NJ,2020,262,7/18/2021,7/17/2018,-303,794,2
9/18/2020,Mercer,NJ,2020,262,7/18/2021,7/17/2018,-303,794,2
9/18/2020,Morris,NJ,2020,262,7/18/2021,7/17/2018,-303,794,2
9/19/2020,Camden,NJ,2020,263,7/18/2021,7/17/2018,-302,795,1
9/19/2020,Mercer,NJ,2020,263,7/18/2021,7/17/2018,-302,795,1
9/19/2020,Somerset,NJ,2020,263,7/18/2021,7/17/2018,-302,795,1
9/19/2020,Burlington,NJ,2020,263,7/18/2021,7/17/2018,-302,795,2
9/19/2020,Hunterdon,NJ,2020,263,7/18/2021,7/17/2018,-302,795,6
9/20/2020,Morris,NJ,2020,264,7/18/2021,7/17/2018,-301,796,1
9/20/2020,Somerset,NJ,2020,264,7/18/2021,7/17/2018,-301,796,1
9/21/2020,Union,NJ,2020,265,7/18/2021,7/17/2018,-300,797,1
9/22/2020,Camden,NJ,2020,266,7/18/2021,7/17/2018,-299,798,1
9/22/2020,Middlesex,NJ,2020,266,7/18/2021,7/17/2018,-299,798,1
9/23/2020,Salem,NJ,2020,267,7/18/2021,7/17/2018,-298,799,1
9/23/2020,Morris,NJ,2020,267,7/18/2021,7/17/2018,-298,799,5
9/23/2020,Somerset,NJ,2020,267,7/18/2021,7/17/2018,-298,799,6
9/24/2020,Atlantic,NJ,2020,268,7/18/2021,7/17/2018,-297,800,1
9/24/2020,Camden,NJ,2020,268,7/18/2021,7/17/2018,-297,800,1
9/24/2020,Middlesex,NJ,2020,268,7/18/2021,7/17/2018,-297,800,1
9/24/2020,Somerset,NJ,2020,268,7/18/2021,7/17/2018,-297,800,1
9/24/2020,Warren,NJ,2020,268,7/18/2021,7/17/2018,-297,800,2
9/25/2020,Camden,NJ,2020,269,7/18/2021,7/17/2018,-296,801,1
9/25/2020,Gloucester,NJ,2020,269,7/18/2021,7/17/2018,-296,801,1
9/25/2020,Hunterdon,NJ,2020,269,7/18/2021,7/17/2018,-296,801,1
9/25/2020,Warren,NJ,2020,269,7/18/2021,7/17/2018,-296,801,1
9/25/2020,Burlington,NJ,2020,269,7/18/2021,7/17/2018,-296,801,2
9/25/2020,Middlesex,NJ,2020,269,7/18/2021,7/17/2018,-296,801,2
9/25/2020,Somerset,NJ,2020,269,7/18/2021,7/17/2018,-296,801,7
9/25/2020,Morris,NJ,2020,269,7/18/2021,7/17/2018,-296,801,13
9/26/2020,Camden,NJ,2020,270,7/18/2021,7/17/2018,-295,802,1
9/26/2020,Salem,NJ,2020,270,7/18/2021,7/17/2018,-295,802,1
9/26/2020,Burlington,NJ,2020,270,7/18/2021,7/17/2018,-295,802,2
9/26/2020,Middlesex,NJ,2020,270,7/18/2021,7/17/2018,-295,802,2
9/26/2020,Hunterdon,NJ,2020,270,7/18/2021,7/17/2018,-295,802,4
9/27/2020,Burlington,NJ,2020,271,7/18/2021,7/17/2018,-294,803,1
9/27/2020,Camden,NJ,2020,271,7/18/2021,7/17/2018,-294,803,1
9/27/2020,Gloucester,NJ,2020,271,7/18/2021,7/17/2018,-294,803,1
9/27/2020,Mercer,NJ,2020,271,7/18/2021,7/17/2018,-294,803,1
9/27/2020,Union,NJ,2020,271,7/18/2021,7/17/2018,-294,803,1
9/27/2020,Warren,NJ,2020,271,7/18/2021,7/17/2018,-294,803,1
9/27/2020,Morris,NJ,2020,271,7/18/2021,7/17/2018,-294,803,2
9/27/2020,Hunterdon,NJ,2020,271,7/18/2021,7/17/2018,-294,803,3
9/27/2020,Middlesex,NJ,2020,271,7/18/2021,7/17/2018,-294,803,4
9/27/2020,Somerset,NJ,2020,271,7/18/2021,7/17/2018,-294,803,4
9/28/2020,Gloucester,NJ,2020,272,7/18/2021,7/17/2018,-293,804,1
9/28/2020,Somerset,NJ,2020,272,7/18/2021,7/17/2018,-293,804,2
9/29/2020,Union,NJ,2020,273,7/18/2021,7/17/2018,-292,805,1
9/29/2020,Somerset,NJ,2020,273,7/18/2021,7/17/2018,-292,805,2
9/29/2020,Morris,NJ,2020,273,7/18/2021,7/17/2018,-292,805,6
9/30/2020,Somerset,NJ,2020,274,7/18/2021,7/17/2018,-291,806,5
10/1/2020,Middlesex,NJ,2020,275,7/18/2021,7/17/2018,-290,807,1
10/1/2020,Morris,NJ,2020,275,7/18/2021,7/17/2018,-290,807,3
10/1/2020,Somerset,NJ,2020,275,7/18/2021,7/17/2018,-290,807,3
10/2/2020,Burlington,NJ,2020,276,7/18/2021,7/17/2018,-289,808,1
10/2/2020,Middlesex,NJ,2020,276,7/18/2021,7/17/2018,-289,808,1
10/2/2020,Morris,NJ,2020,276,7/18/2021,7/17/2018,-289,808,1
10/2/2020,Sussex,NJ,2020,276,7/18/2021,7/17/2018,-289,808,1
10/2/2020,Camden,NJ,2020,276,7/18/2021,7/17/2018,-289,808,3
10/2/2020,Somerset,NJ,2020,276,7/18/2021,7/17/2018,-289,808,3
10/3/2020,Burlington,NJ,2020,277,7/18/2021,7/17/2018,-288,809,1
10/3/2020,Hunterdon,NJ,2020,277,7/18/2021,7/17/2018,-288,809,1
10/3/2020,Mercer,NJ,2020,277,7/18/2021,7/17/2018,-288,809,1
10/3/2020,Morris,NJ,2020,277,7/18/2021,7/17/2018,-288,809,1
10/3/2020,Ocean,NJ,2020,277,7/18/2021,7/17/2018,-288,809,1
10/3/2020,Warren,NJ,2020,277,7/18/2021,7/17/2018,-288,809,1
10/3/2020,Middlesex,NJ,2020,277,7/18/2021,7/17/2018,-288,809,2
10/3/2020,Somerset,NJ,2020,277,7/18/2021,7/17/2018,-288,809,2
10/4/2020,Atlantic,NJ,2020,278,7/18/2021,7/17/2018,-287,810,1
10/4/2020,Burlington,NJ,2020,278,7/18/2021,7/17/2018,-287,810,1
10/4/2020,Gloucester,NJ,2020,278,7/18/2021,7/17/2018,-287,810,1
10/4/2020,Morris,NJ,2020,278,7/18/2021,7/17/2018,-287,810,2
10/4/2020,Hunterdon,NJ,2020,278,7/18/2021,7/17/2018,-287,810,3
10/4/2020,Somerset,NJ,2020,278,7/18/2021,7/17/2018,-287,810,5
10/5/2020,Gloucester,NJ,2020,279,7/18/2021,7/17/2018,-286,811,1
10/5/2020,Ocean,NJ,2020,279,7/18/2021,7/17/2018,-286,811,1
10/5/2020,Middlesex,NJ,2020,279,7/18/2021,7/17/2018,-286,811,2
10/6/2020,Burlington,NJ,2020,280,7/18/2021,7/17/2018,-285,812,1
10/6/2020,Essex,NJ,2020,280,7/18/2021,7/17/2018,-285,812,1
10/6/2020,Gloucester,NJ,2020,280,7/18/2021,7/17/2018,-285,812,1
10/6/2020,Mercer,NJ,2020,280,7/18/2021,7/17/2018,-285,812,1
10/6/2020,Somerset,NJ,2020,280,7/18/2021,7/17/2018,-285,812,4
10/7/2020,Camden,NJ,2020,281,7/18/2021,7/17/2018,-284,813,1
10/7/2020,Gloucester,NJ,2020,281,7/18/2021,7/17/2018,-284,813,1
10/7/2020,Mercer,NJ,2020,281,7/18/2021,7/17/2018,-284,813,1
10/7/2020,Morris,NJ,2020,281,7/18/2021,7/17/2018,-284,813,3
10/7/2020,Somerset,NJ,2020,281,7/18/2021,7/17/2018,-284,813,4
10/8/2020,Cape May,NJ,2020,282,7/18/2021,7/17/2018,-283,814,1
10/8/2020,Essex,NJ,2020,282,7/18/2021,7/17/2018,-283,814,1
10/8/2020,Mercer,NJ,2020,282,7/18/2021,7/17/2018,-283,814,1
10/8/2020,Middlesex,NJ,2020,282,7/18/2021,7/17/2018,-283,814,1
10/8/2020,Somerset,NJ,2020,282,7/18/2021,7/17/2018,-283,814,3
10/9/2020,Burlington,NJ,2020,283,7/18/2021,7/17/2018,-282,815,1
10/9/2020,Middlesex,NJ,2020,283,7/18/2021,7/17/2018,-282,815,1
10/9/2020,Warren,NJ,2020,283,7/18/2021,7/17/2018,-282,815,1
10/9/2020,Somerset,NJ,2020,283,7/18/2021,7/17/2018,-282,815,4
10/10/2020,Burlington,NJ,2020,284,7/18/2021,7/17/2018,-281,816,1
10/10/2020,Warren,NJ,2020,284,7/18/2021,7/17/2018,-281,816,1
10/10/2020,Hunterdon,NJ,2020,284,7/18/2021,7/17/2018,-281,816,2
10/10/2020,Morris,NJ,2020,284,7/18/2021,7/17/2018,-281,816,2
10/10/2020,Somerset,NJ,2020,284,7/18/2021,7/17/2018,-281,816,2
10/10/2020,Mercer,NJ,2020,284,7/18/2021,7/17/2018,-281,816,3
10/11/2020,Burlington,NJ,2020,285,7/18/2021,7/17/2018,-280,817,1
10/11/2020,Sussex,NJ,2020,285,7/18/2021,7/17/2018,-280,817,1
10/11/2020,Union,NJ,2020,285,7/18/2021,7/17/2018,-280,817,1
10/11/2020,Warren,NJ,2020,285,7/18/2021,7/17/2018,-280,817,1
10/11/2020,Morris,NJ,2020,285,7/18/2021,7/17/2018,-280,817,2
10/11/2020,Somerset,NJ,2020,285,7/18/2021,7/17/2018,-280,817,2
10/11/2020,Middlesex,NJ,2020,285,7/18/2021,7/17/2018,-280,817,4
10/12/2020,Burlington,NJ,2020,286,7/18/2021,7/17/2018,-279,818,1
10/13/2020,Burlington,NJ,2020,287,7/18/2021,7/17/2018,-278,819,1
10/13/2020,Somerset,NJ,2020,287,7/18/2021,7/17/2018,-278,819,3
10/14/2020,Camden,NJ,2020,288,7/18/2021,7/17/2018,-277,820,2
10/14/2020,Hunterdon,NJ,2020,288,7/18/2021,7/17/2018,-277,820,2
10/15/2020,Gloucester,NJ,2020,289,7/18/2021,7/17/2018,-276,821,1
10/15/2020,Mercer,NJ,2020,289,7/18/2021,7/17/2018,-276,821,1
10/15/2020,Union,NJ,2020,289,7/18/2021,7/17/2018,-276,821,1
10/15/2020,Warren,NJ,2020,289,7/18/2021,7/17/2018,-276,821,1
10/15/2020,Burlington,NJ,2020,289,7/18/2021,7/17/2018,-276,821,2
10/15/2020,Morris,NJ,2020,289,7/18/2021,7/17/2018,-276,821,2
10/15/2020,Middlesex,NJ,2020,289,7/18/2021,7/17/2018,-276,821,3
10/15/2020,Somerset,NJ,2020,289,7/18/2021,7/17/2018,-276,821,5
10/16/2020,Hunterdon,NJ,2020,290,7/18/2021,7/17/2018,-275,822,1
10/16/2020,Morris,NJ,2020,290,7/18/2021,7/17/2018,-275,822,1
10/16/2020,Somerset,NJ,2020,290,7/18/2021,7/17/2018,-275,822,2
10/17/2020,Middlesex,NJ,2020,291,7/18/2021,7/17/2018,-274,823,1
10/17/2020,Mercer,NJ,2020,291,7/18/2021,7/17/2018,-274,823,2
10/17/2020,Somerset,NJ,2020,291,7/18/2021,7/17/2018,-274,823,4
10/18/2020,Mercer,NJ,2020,292,7/18/2021,7/17/2018,-273,824,1
10/18/2020,Middlesex,NJ,2020,292,7/18/2021,7/17/2018,-273,824,1
10/18/2020,Somerset,NJ,2020,292,7/18/2021,7/17/2018,-273,824,2
10/19/2020,Gloucester,NJ,2020,293,7/18/2021,7/17/2018,-272,825,1
10/19/2020,Middlesex,NJ,2020,293,7/18/2021,7/17/2018,-272,825,1
10/19/2020,Warren,NJ,2020,293,7/18/2021,7/17/2018,-272,825,1
10/19/2020,Mercer,NJ,2020,293,7/18/2021,7/17/2018,-272,825,2
10/19/2020,Somerset,NJ,2020,293,7/18/2021,7/17/2018,-272,825,5
10/20/2020,Burlington,NJ,2020,294,7/18/2021,7/17/2018,-271,826,1
10/20/2020,Union,NJ,2020,294,7/18/2021,7/17/2018,-271,826,1
10/20/2020,Warren,NJ,2020,294,7/18/2021,7/17/2018,-271,826,1
10/20/2020,Middlesex,NJ,2020,294,7/18/2021,7/17/2018,-271,826,2
10/20/2020,Morris,NJ,2020,294,7/18/2021,7/17/2018,-271,826,2
10/21/2020,Camden,NJ,2020,295,7/18/2021,7/17/2018,-270,827,1
10/21/2020,Mercer,NJ,2020,295,7/18/2021,7/17/2018,-270,827,1
10/21/2020,Middlesex,NJ,2020,295,7/18/2021,7/17/2018,-270,827,1
10/21/2020,Salem,NJ,2020,295,7/18/2021,7/17/2018,-270,827,1
10/21/2020,Somerset,NJ,2020,295,7/18/2021,7/17/2018,-270,827,1
10/22/2020,Gloucester,NJ,2020,296,7/18/2021,7/17/2018,-269,828,1
10/22/2020,Somerset,NJ,2020,296,7/18/2021,7/17/2018,-269,828,1
10/22/2020,Union,NJ,2020,296,7/18/2021,7/17/2018,-269,828,1
10/22/2020,Mercer,NJ,2020,296,7/18/2021,7/17/2018,-269,828,2
10/22/2020,Middlesex,NJ,2020,296,7/18/2021,7/17/2018,-269,828,2
10/22/2020,Morris,NJ,2020,296,7/18/2021,7/17/2018,-269,828,2
10/23/2020,Essex,NJ,2020,297,7/18/2021,7/17/2018,-268,829,1
10/23/2020,Mercer,NJ,2020,297,7/18/2021,7/17/2018,-268,829,1
10/23/2020,Middlesex,NJ,2020,297,7/18/2021,7/17/2018,-268,829,1
10/23/2020,Morris,NJ,2020,297,7/18/2021,7/17/2018,-268,829,1
10/23/2020,Hunterdon,NJ,2020,297,7/18/2021,7/17/2018,-268,829,3
10/24/2020,Gloucester,NJ,2020,298,7/18/2021,7/17/2018,-267,830,1
10/24/2020,Mercer,NJ,2020,298,7/18/2021,7/17/2018,-267,830,2
10/24/2020,Morris,NJ,2020,298,7/18/2021,7/17/2018,-267,830,2
10/24/2020,Warren,NJ,2020,298,7/18/2021,7/17/2018,-267,830,2
10/24/2020,Middlesex,NJ,2020,298,7/18/2021,7/17/2018,-267,830,3
10/24/2020,Somerset,NJ,2020,298,7/18/2021,7/17/2018,-267,830,4
10/25/2020,Hunterdon,NJ,2020,299,7/18/2021,7/17/2018,-266,831,1
10/25/2020,Middlesex,NJ,2020,299,7/18/2021,7/17/2018,-266,831,1
10/25/2020,Mercer,NJ,2020,299,7/18/2021,7/17/2018,-266,831,4
10/27/2020,Middlesex,NJ,2020,301,7/18/2021,7/17/2018,-264,833,1
10/27/2020,Somerset,NJ,2020,301,7/18/2021,7/17/2018,-264,833,2
10/27/2020,Warren,NJ,2020,301,7/18/2021,7/17/2018,-264,833,2
10/28/2020,Gloucester,NJ,2020,302,7/18/2021,7/17/2018,-263,834,1
10/28/2020,Morris,NJ,2020,302,7/18/2021,7/17/2018,-263,834,1
10/30/2020,Monmouth,NJ,2020,304,7/18/2021,7/17/2018,-261,836,1
10/30/2020,Morris,NJ,2020,304,7/18/2021,7/17/2018,-261,836,2
10/31/2020,Middlesex,NJ,2020,305,7/18/2021,7/17/2018,-260,837,1
10/31/2020,Somerset,NJ,2020,305,7/18/2021,7/17/2018,-260,837,1
11/1/2020,Somerset,NJ,2020,306,7/18/2021,7/17/2018,-259,838,2
11/2/2020,Middlesex,NJ,2020,307,7/18/2021,7/17/2018,-258,839,1
11/3/2020,Middlesex,NJ,2020,308,7/18/2021,7/17/2018,-257,840,1
11/4/2020,Middlesex,NJ,2020,309,7/18/2021,7/17/2018,-256,841,1
11/4/2020,Somerset,NJ,2020,309,7/18/2021,7/17/2018,-256,841,1
11/4/2020,Sussex,NJ,2020,309,7/18/2021,7/17/2018,-256,841,1
11/6/2020,Somerset,NJ,2020,311,7/18/2021,7/17/2018,-254,843,1
11/7/2020,Burlington,NJ,2020,312,7/18/2021,7/17/2018,-253,844,1
11/7/2020,Essex,NJ,2020,312,7/18/2021,7/17/2018,-253,844,1
11/7/2020,Middlesex,NJ,2020,312,7/18/2021,7/17/2018,-253,844,1
11/7/2020,Somerset,NJ,2020,312,7/18/2021,7/17/2018,-253,844,1
11/8/2020,Burlington,NJ,2020,313,7/18/2021,7/17/2018,-252,845,1
11/8/2020,Middlesex,NJ,2020,313,7/18/2021,7/17/2018,-252,845,1
11/8/2020,Somerset,NJ,2020,313,7/18/2021,7/17/2018,-252,845,1
11/9/2020,Bergen,NJ,2020,314,7/18/2021,7/17/2018,-251,846,1
11/9/2020,Middlesex,NJ,2020,314,7/18/2021,7/17/2018,-251,846,1
11/9/2020,Somerset,NJ,2020,314,7/18/2021,7/17/2018,-251,846,1
11/10/2020,Camden,NJ,2020,315,7/18/2021,7/17/2018,-250,847,1
11/11/2020,Gloucester,NJ,2020,316,7/18/2021,7/17/2018,-249,848,1
11/12/2020,Somerset,NJ,2020,317,7/18/2021,7/17/2018,-248,849,1
11/14/2020,Middlesex,NJ,2020,319,7/18/2021,7/17/2018,-246,851,1
11/16/2020,Middlesex,NJ,2020,321,7/18/2021,7/17/2018,-244,853,1
11/17/2020,Mercer,NJ,2020,322,7/18/2021,7/17/2018,-243,854,1
11/17/2020,Somerset,NJ,2020,322,7/18/2021,7/17/2018,-243,854,1
11/18/2020,Somerset,NJ,2020,323,7/18/2021,7/17/2018,-242,855,1
11/21/2020,Salem,NJ,2020,326,7/18/2021,7/17/2018,-239,858,3
11/22/2020,Middlesex,NJ,2020,327,7/18/2021,7/17/2018,-238,859,1
11/23/2020,Somerset,NJ,2020,328,7/18/2021,7/17/2018,-237,860,1
11/24/2020,Camden,NJ,2020,329,7/18/2021,7/17/2018,-236,861,1
11/24/2020,Middlesex,NJ,2020,329,7/18/2021,7/17/2018,-236,861,1
11/27/2020,Mercer,NJ,2020,332,7/18/2021,7/17/2018,-233,864,1
11/28/2020,Warren,NJ,2020,333,7/18/2021,7/17/2018,-232,865,1
12/10/2020,Warren,NJ,2020,345,7/18/2021,7/17/2018,-220,877,1
12/13/2020,Hunterdon,NJ,2020,348,7/18/2021,7/17/2018,-217,880,1
12/25/2020,Middlesex,NJ,2020,360,7/18/2021,7/17/2018,-205,892,1
1/13/2021,Middlesex,NJ,2021,13,7/18/2021,7/17/2018,-186,911,1
2/10/2021,Gloucester,NJ,2021,41,7/18/2021,7/17/2018,-158,939,1
2/16/2021,Gloucester,NJ,2021,47,7/18/2021,7/17/2018,-152,945,1
3/3/2021,Burlington,NJ,2021,62,7/18/2021,7/17/2018,-137,960,1
3/12/2021,Middlesex,NJ,2021,71,7/18/2021,7/17/2018,-128,969,13
3/13/2021,Middlesex,NJ,2021,72,7/18/2021,7/17/2018,-127,970,1
3/14/2021,Middlesex,NJ,2021,73,7/18/2021,7/17/2018,-126,971,1
3/14/2021,Warren,NJ,2021,73,7/18/2021,7/17/2018,-126,971,1
3/16/2021,Middlesex,NJ,2021,75,7/18/2021,7/17/2018,-124,973,1
3/17/2021,Somerset,NJ,2021,76,7/18/2021,7/17/2018,-123,974,1
3/19/2021,Essex,NJ,2021,78,7/18/2021,7/17/2018,-121,976,1
3/19/2021,Gloucester,NJ,2021,78,7/18/2021,7/17/2018,-121,976,1
3/21/2021,Somerset,NJ,2021,80,7/18/2021,7/17/2018,-119,978,2
3/24/2021,Middlesex,NJ,2021,83,7/18/2021,7/17/2018,-116,981,1
3/25/2021,Mercer,NJ,2021,84,7/18/2021,7/17/2018,-115,982,1
3/29/2021,Somerset,NJ,2021,88,7/18/2021,7/17/2018,-111,986,9
3/30/2021,Hunterdon,NJ,2021,89,7/18/2021,7/17/2018,-110,987,1
3/30/2021,Somerset,NJ,2021,89,7/18/2021,7/17/2018,-110,987,7
3/31/2021,Warren,NJ,2021,90,7/18/2021,7/17/2018,-109,988,1
4/1/2021,Burlington,NJ,2021,91,7/18/2021,7/17/2018,-108,989,1
4/3/2021,Essex,NJ,2021,93,7/18/2021,7/17/2018,-106,991,1
4/6/2021,Somerset,NJ,2021,96,7/18/2021,7/17/2018,-103,994,1
4/7/2021,Essex,NJ,2021,97,7/18/2021,7/17/2018,-102,995,1
4/7/2021,Middlesex,NJ,2021,97,7/18/2021,7/17/2018,-102,995,1
4/11/2021,Mercer,NJ,2021,101,7/18/2021,7/17/2018,-98,999,1
4/11/2021,Morris,NJ,2021,101,7/18/2021,7/17/2018,-98,999,1
4/12/2021,Hunterdon,NJ,2021,102,7/18/2021,7/17/2018,-97,1000,1
4/17/2021,Passaic,NJ,2021,107,7/18/2021,7/17/2018,-92,1005,1
4/17/2021,Somerset,NJ,2021,107,7/18/2021,7/17/2018,-92,1005,1
4/18/2021,Hunterdon,NJ,2021,108,7/18/2021,7/17/2018,-91,1006,1
4/18/2021,Warren,NJ,2021,108,7/18/2021,7/17/2018,-91,1006,14
4/22/2021,Middlesex,NJ,2021,112,7/18/2021,7/17/2018,-87,1010,2
4/26/2021,Middlesex,NJ,2021,116,7/18/2021,7/17/2018,-83,1014,1
5/2/2021,Burlington,NJ,2021,122,7/18/2021,7/17/2018,-77,1020,1
5/2/2021,Hunterdon,NJ,2021,122,7/18/2021,7/17/2018,-77,1020,1
5/3/2021,Camden,NJ,2021,123,7/18/2021,7/17/2018,-76,1021,1
5/4/2021,Somerset,NJ,2021,124,7/18/2021,7/17/2018,-75,1022,1
5/6/2021,Gloucester,NJ,2021,126,7/18/2021,7/17/2018,-73,1024,1
5/6/2021,Somerset,NJ,2021,126,7/18/2021,7/17/2018,-73,1024,1
5/7/2021,Middlesex,NJ,2021,127,7/18/2021,7/17/2018,-72,1025,1
5/7/2021,Somerset,NJ,2021,127,7/18/2021,7/17/2018,-72,1025,1
5/8/2021,Gloucester,NJ,2021,128,7/18/2021,7/17/2018,-71,1026,1
