ObservedDate,County,State,Count,Year,DOY,FirstiNatReport,FirstInvasion,iNatSince,SinceOfficialInvasion
10/14/2019,Lancaster,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/14/2019,Montgomery,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/14/2019,Montgomery,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/14/2019,Montgomery,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/14/2019,Montgomery,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/14/2019,Delaware,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/14/2019,Burlington,NJ,1,2019,287,7/18/2018,7/17/2018,453,454
10/14/2019,Northampton,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/10/2019,Philadelphia,PA,1,2019,283,11/7/2015,9/22/2014,1433,1844
10/15/2019,Lancaster,PA,1,2019,288,11/7/2015,9/22/2014,1438,1849
10/8/2019,Lehigh,PA,1,2019,281,11/7/2015,9/22/2014,1431,1842
10/2/2019,Lehigh,PA,1,2019,275,11/7/2015,9/22/2014,1425,1836
10/2/2019,Lehigh,PA,1,2019,275,11/7/2015,9/22/2014,1425,1836
10/15/2019,Philadelphia,PA,1,2019,288,11/7/2015,9/22/2014,1438,1849
10/15/2019,Lancaster,PA,1,2019,288,11/7/2015,9/22/2014,1438,1849
10/15/2019,Middlesex,NJ,1,2019,288,7/18/2018,7/17/2018,454,455
10/15/2019,Philadelphia,PA,1,2019,288,11/7/2015,9/22/2014,1438,1849
10/15/2019,Bucks,PA,1,2019,288,11/7/2015,9/22/2014,1438,1849
10/16/2019,Delaware,PA,1,2019,289,11/7/2015,9/22/2014,1439,1850
10/16/2019,Montgomery,PA,1,2019,289,11/7/2015,9/22/2014,1439,1850
9/26/2019,Bucks,PA,1,2019,269,11/7/2015,9/22/2014,1419,1830
10/16/2019,Philadelphia,PA,1,2019,289,11/7/2015,9/22/2014,1439,1850
10/16/2019,Delaware,PA,1,2019,289,11/7/2015,9/22/2014,1439,1850
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Bucks,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/17/2019,Delaware,PA,1,2019,290,11/7/2015,9/22/2014,1440,1851
10/18/2019,Philadelphia,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/18/2019,Montgomery,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/18/2019,Montgomery,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/18/2019,Montgomery,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/18/2019,Montgomery,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/18/2019,Lancaster,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/14/2019,Burlington,NJ,1,2019,287,7/18/2018,7/17/2018,453,454
10/13/2019,Northampton,PA,1,2019,286,11/7/2015,9/22/2014,1436,1847
10/19/2019,Bucks,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Philadelphia,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Chester,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Montgomery,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Montgomery,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Lebanon,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/8/2019,Philadelphia,PA,1,2019,281,11/7/2015,9/22/2014,1431,1842
10/19/2019,Montgomery,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Gloucester,NJ,1,2019,292,7/18/2018,7/17/2018,458,459
10/20/2019,Philadelphia,PA,1,2019,293,11/7/2015,9/22/2014,1443,1854
10/20/2019,Chester,PA,1,2019,293,11/7/2015,9/22/2014,1443,1854
10/20/2019,Philadelphia,PA,1,2019,293,11/7/2015,9/22/2014,1443,1854
10/19/2019,Northampton,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/20/2019,Delaware,PA,1,2019,293,11/7/2015,9/22/2014,1443,1854
10/21/2019,Northampton,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Montgomery,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Chester,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Schuylkill,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/19/2019,Berks,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/19/2019,Chester,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/21/2019,Chester,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/21/2019,Chester,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
10/22/2019,Lancaster,PA,1,2019,295,11/7/2015,9/22/2014,1445,1856
10/22/2019,Chester,PA,1,2019,295,11/7/2015,9/22/2014,1445,1856
10/22/2019,Lehigh,PA,1,2019,295,11/7/2015,9/22/2014,1445,1856
10/22/2019,Bucks,PA,1,2019,295,11/7/2015,9/22/2014,1445,1856
10/23/2019,Hunterdon,NJ,1,2019,296,7/18/2018,7/17/2018,462,463
10/23/2019,Hunterdon,NJ,1,2019,296,7/18/2018,7/17/2018,462,463
10/24/2019,Philadelphia,PA,1,2019,297,11/7/2015,9/22/2014,1447,1858
10/24/2019,Philadelphia,PA,1,2019,297,11/7/2015,9/22/2014,1447,1858
10/24/2019,Philadelphia,PA,1,2019,297,11/7/2015,9/22/2014,1447,1858
10/24/2019,Montgomery,PA,1,2019,297,11/7/2015,9/22/2014,1447,1858
10/14/2019,Chester,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/24/2019,Camden,NJ,1,2019,297,7/18/2018,7/17/2018,463,464
10/24/2019,Chester,PA,1,2019,297,11/7/2015,9/22/2014,1447,1858
10/25/2019,Montgomery,PA,1,2019,298,11/7/2015,9/22/2014,1448,1859
10/25/2019,Philadelphia,PA,1,2019,298,11/7/2015,9/22/2014,1448,1859
10/25/2019,Warren,NJ,1,2019,298,7/18/2018,7/17/2018,464,465
10/26/2019,Montgomery,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/14/2019,Montgomery,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
10/26/2019,Montgomery,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Philadelphia,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Bucks,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Lancaster,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Lancaster,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Montgomery,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Chester,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Bucks,PA,1,2019,299,11/7/2015,9/22/2014,1449,1860
10/26/2019,Burlington,NJ,1,2019,299,7/18/2018,7/17/2018,465,466
10/15/2019,Camden,NJ,1,2019,288,7/18/2018,7/17/2018,454,455
10/26/2019,Burlington,NJ,1,2019,299,7/18/2018,7/17/2018,465,466
10/26/2019,Burlington,NJ,1,2019,299,7/18/2018,7/17/2018,465,466
10/26/2019,Burlington,NJ,1,2019,299,7/18/2018,7/17/2018,465,466
10/27/2019,Montgomery,PA,1,2019,300,11/7/2015,9/22/2014,1450,1861
10/27/2019,Lancaster,PA,1,2019,300,11/7/2015,9/22/2014,1450,1861
10/27/2019,Montgomery,PA,1,2019,300,11/7/2015,9/22/2014,1450,1861
10/27/2019,Montgomery,PA,1,2019,300,11/7/2015,9/22/2014,1450,1861
10/27/2019,Philadelphia,PA,1,2019,300,11/7/2015,9/22/2014,1450,1861
9/25/2019,Philadelphia,PA,1,2019,268,11/7/2015,9/22/2014,1418,1829
10/28/2019,Bucks,PA,1,2019,301,11/7/2015,9/22/2014,1451,1862
10/18/2019,Berks,PA,1,2019,291,11/7/2015,9/22/2014,1441,1852
10/19/2019,Chester,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/29/2019,Hunterdon,NJ,1,2019,302,7/18/2018,7/17/2018,468,469
10/29/2019,Somerset,NJ,1,2019,302,7/18/2018,7/17/2018,468,469
10/27/2019,Lehigh,PA,1,2019,300,11/7/2015,9/22/2014,1450,1861
10/30/2019,Passaic,NJ,1,2019,303,7/18/2018,7/17/2018,469,470
10/23/2019,Lancaster,PA,1,2019,296,11/7/2015,9/22/2014,1446,1857
10/25/2019,Delaware,PA,1,2019,298,11/7/2015,9/22/2014,1448,1859
11/1/2019,Delaware,PA,1,2019,305,11/7/2015,9/22/2014,1455,1866
11/2/2019,Lancaster,PA,1,2019,306,11/7/2015,9/22/2014,1456,1867
11/2/2019,Bucks,PA,1,2019,306,11/7/2015,9/22/2014,1456,1867
11/2/2019,Montgomery,PA,1,2019,306,11/7/2015,9/22/2014,1456,1867
11/2/2019,Schuylkill,PA,1,2019,306,11/7/2015,9/22/2014,1456,1867
11/3/2019,Philadelphia,PA,1,2019,307,11/7/2015,9/22/2014,1457,1868
11/3/2019,Lehigh,PA,1,2019,307,11/7/2015,9/22/2014,1457,1868
11/3/2019,Chester,PA,1,2019,307,11/7/2015,9/22/2014,1457,1868
11/3/2019,Philadelphia,PA,1,2019,307,11/7/2015,9/22/2014,1457,1868
11/3/2019,Bucks,PA,1,2019,307,11/7/2015,9/22/2014,1457,1868
11/4/2019,Morris,NJ,1,2019,308,7/18/2018,7/17/2018,474,475
11/5/2019,Bucks,PA,1,2019,309,11/7/2015,9/22/2014,1459,1870
11/7/2019,Berks,PA,1,2019,311,11/7/2015,9/22/2014,1461,1872
11/7/2019,Montgomery,PA,1,2019,311,11/7/2015,9/22/2014,1461,1872
11/7/2019,Montgomery,PA,1,2019,311,11/7/2015,9/22/2014,1461,1872
11/7/2019,Montgomery,PA,1,2019,311,11/7/2015,9/22/2014,1461,1872
9/25/2019,Burlington,NJ,1,2019,268,7/18/2018,7/17/2018,434,435
11/8/2019,Philadelphia,PA,1,2019,312,11/7/2015,9/22/2014,1462,1873
10/13/2019,Bucks,PA,1,2019,286,11/7/2015,9/22/2014,1436,1847
11/9/2019,Montgomery,PA,1,2019,313,11/7/2015,9/22/2014,1463,1874
11/9/2019,Montgomery,PA,1,2019,313,11/7/2015,9/22/2014,1463,1874
11/9/2019,Montgomery,PA,1,2019,313,11/7/2015,9/22/2014,1463,1874
9/21/2019,Lancaster,PA,1,2019,264,11/7/2015,9/22/2014,1414,1825
11/13/2019,Mercer,NJ,1,2019,317,7/18/2018,7/17/2018,483,484
10/30/2019,Chester,PA,1,2019,303,11/7/2015,9/22/2014,1453,1864
11/8/2019,Montgomery,PA,1,2019,312,11/7/2015,9/22/2014,1462,1873
11/29/2019,Berks,PA,1,2019,333,11/7/2015,9/22/2014,1483,1894
11/30/2019,Montgomery,PA,1,2019,334,11/7/2015,9/22/2014,1484,1895
12/8/2019,Bucks,PA,1,2019,342,11/7/2015,9/22/2014,1492,1903
12/12/2019,Montgomery,PA,1,2019,346,11/7/2015,9/22/2014,1496,1907
10/5/2019,Chester,PA,1,2019,278,11/7/2015,9/22/2014,1428,1839
12/14/2019,Philadelphia,PA,1,2019,348,11/7/2015,9/22/2014,1498,1909
12/3/2019,Lehigh,PA,1,2019,337,11/7/2015,9/22/2014,1487,1898
11/15/2019,Lancaster,PA,1,2019,319,11/7/2015,9/22/2014,1469,1880
12/22/2019,Berks,PA,1,2019,356,11/7/2015,9/22/2014,1506,1917
12/22/2019,Berks,PA,1,2019,356,11/7/2015,9/22/2014,1506,1917
12/22/2019,Berks,PA,1,2019,356,11/7/2015,9/22/2014,1506,1917
12/21/2019,Delaware,PA,1,2019,355,11/7/2015,9/22/2014,1505,1916
12/25/2019,Chester,PA,1,2019,359,11/7/2015,9/22/2014,1509,1920
12/25/2019,Delaware,PA,1,2019,359,11/7/2015,9/22/2014,1509,1920
12/26/2019,Montgomery,PA,1,2019,360,11/7/2015,9/22/2014,1510,1921
12/26/2019,Schuylkill,PA,1,2019,360,11/7/2015,9/22/2014,1510,1921
8/9/2018,Montgomery,PA,1,2018,221,11/7/2015,9/22/2014,1006,1417
12/31/2019,Berks,PA,1,2019,365,11/7/2015,9/22/2014,1515,1926
12/31/2019,Berks,PA,1,2019,365,11/7/2015,9/22/2014,1515,1926
12/31/2019,Berks,PA,1,2019,365,11/7/2015,9/22/2014,1515,1926
1/1/2020,Chester,PA,1,2020,1,11/7/2015,9/22/2014,1516,1927
10/2/2019,Philadelphia,PA,1,2019,275,11/7/2015,9/22/2014,1425,1836
10/4/2019,Philadelphia,PA,1,2019,277,11/7/2015,9/22/2014,1427,1838
1/4/2020,Philadelphia,PA,1,2020,4,11/7/2015,9/22/2014,1519,1930
7/24/2018,Berks,PA,1,2018,205,11/7/2015,9/22/2014,990,1401
8/21/2018,Berks,PA,1,2018,233,11/7/2015,9/22/2014,1018,1429
11/6/2019,Philadelphia,PA,1,2019,310,11/7/2015,9/22/2014,1460,1871
10/26/2019,Gloucester,NJ,1,2019,299,7/18/2018,7/17/2018,465,466
1/11/2020,Northampton,PA,1,2020,11,11/7/2015,9/22/2014,1526,1937
12/31/2019,Berks,PA,1,2019,365,11/7/2015,9/22/2014,1515,1926
10/19/2019,Chester,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
1/19/2020,Philadelphia,PA,1,2020,19,11/7/2015,9/22/2014,1534,1945
10/7/2019,Delaware,PA,1,2019,280,11/7/2015,9/22/2014,1430,1841
1/26/2020,Philadelphia,PA,1,2020,26,11/7/2015,9/22/2014,1541,1952
2/1/2020,Delaware,PA,1,2020,32,11/7/2015,9/22/2014,1547,1958
2/3/2020,Chester,PA,1,2020,34,11/7/2015,9/22/2014,1549,1960
2/4/2020,Philadelphia,PA,1,2020,35,11/7/2015,9/22/2014,1550,1961
9/30/2019,Philadelphia,PA,1,2019,273,11/7/2015,9/22/2014,1423,1834
2/9/2020,Philadelphia,PA,1,2020,40,11/7/2015,9/22/2014,1555,1966
2/9/2020,Montgomery,PA,1,2020,40,11/7/2015,9/22/2014,1555,1966
2/16/2020,Northampton,PA,1,2020,47,11/7/2015,9/22/2014,1562,1973
7/23/2019,Montgomery,PA,1,2019,204,11/7/2015,9/22/2014,1354,1765
2/21/2020,Northampton,PA,1,2020,52,11/7/2015,9/22/2014,1567,1978
2/18/2020,Chester,PA,1,2020,49,11/7/2015,9/22/2014,1564,1975
2/18/2020,Chester,PA,1,2020,49,11/7/2015,9/22/2014,1564,1975
2/17/2020,Delaware,PA,1,2020,48,11/7/2015,9/22/2014,1563,1974
2/20/2020,Montgomery,PA,1,2020,51,11/7/2015,9/22/2014,1566,1977
2/24/2020,Philadelphia,PA,1,2020,55,11/7/2015,9/22/2014,1570,1981
9/16/2019,Bucks,PA,1,2019,259,11/7/2015,9/22/2014,1409,1820
10/21/2019,Bucks,PA,1,2019,294,11/7/2015,9/22/2014,1444,1855
2/26/2020,Lancaster,PA,1,2020,57,11/7/2015,9/22/2014,1572,1983
2/27/2020,Delaware,PA,1,2020,58,11/7/2015,9/22/2014,1573,1984
2/28/2020,Philadelphia,PA,1,2020,59,11/7/2015,9/22/2014,1574,1985
2/28/2020,Philadelphia,PA,1,2020,59,11/7/2015,9/22/2014,1574,1985
9/21/2019,Montgomery,PA,1,2019,264,11/7/2015,9/22/2014,1414,1825
3/3/2020,Chester,PA,1,2020,63,11/7/2015,9/22/2014,1578,1989
3/3/2020,Chester,PA,1,2020,63,11/7/2015,9/22/2014,1578,1989
3/3/2020,Chester,PA,1,2020,63,11/7/2015,9/22/2014,1578,1989
9/22/2019,Warren,NJ,1,2019,265,7/18/2018,7/17/2018,431,432
9/22/2019,Warren,NJ,1,2019,265,7/18/2018,7/17/2018,431,432
3/9/2020,Chester,PA,1,2020,69,11/7/2015,9/22/2014,1584,1995
3/9/2020,Montgomery,PA,1,2020,69,11/7/2015,9/22/2014,1584,1995
3/9/2020,Montgomery,PA,1,2020,69,11/7/2015,9/22/2014,1584,1995
3/10/2020,Philadelphia,PA,1,2020,70,11/7/2015,9/22/2014,1585,1996
3/8/2020,Philadelphia,PA,1,2020,68,11/7/2015,9/22/2014,1583,1994
3/8/2020,Philadelphia,PA,1,2020,68,11/7/2015,9/22/2014,1583,1994
3/10/2020,Philadelphia,PA,1,2020,70,11/7/2015,9/22/2014,1585,1996
3/11/2020,Chester,PA,1,2020,71,11/7/2015,9/22/2014,1586,1997
3/11/2020,Philadelphia,PA,1,2020,71,11/7/2015,9/22/2014,1586,1997
9/13/2019,Montgomery,PA,1,2019,256,11/7/2015,9/22/2014,1406,1817
3/12/2020,Philadelphia,PA,1,2020,72,11/7/2015,9/22/2014,1587,1998
10/12/2019,Philadelphia,PA,1,2019,285,11/7/2015,9/22/2014,1435,1846
3/8/2020,Philadelphia,PA,1,2020,68,11/7/2015,9/22/2014,1583,1994
3/18/2020,Delaware,PA,1,2020,78,11/7/2015,9/22/2014,1593,2004
3/18/2020,Montgomery,PA,1,2020,78,11/7/2015,9/22/2014,1593,2004
8/15/2019,Lehigh,PA,1,2019,227,11/7/2015,9/22/2014,1377,1788
3/24/2020,Philadelphia,PA,1,2020,84,11/7/2015,9/22/2014,1599,2010
10/30/2019,Lancaster,PA,1,2019,303,11/7/2015,9/22/2014,1453,1864
10/30/2019,Lancaster,PA,1,2019,303,11/7/2015,9/22/2014,1453,1864
7/19/2019,Chester,PA,1,2019,200,11/7/2015,9/22/2014,1350,1761
3/26/2020,Mercer,NJ,1,2020,86,7/18/2018,7/17/2018,617,618
3/29/2020,Philadelphia,PA,1,2020,89,11/7/2015,9/22/2014,1604,2015
7/10/2019,Chester,PA,1,2019,191,11/7/2015,9/22/2014,1341,1752
9/15/2019,Philadelphia,PA,1,2019,258,11/7/2015,9/22/2014,1408,1819
7/7/2019,Chester,PA,1,2019,188,11/7/2015,9/22/2014,1338,1749
8/17/2019,Chester,PA,1,2019,229,11/7/2015,9/22/2014,1379,1790
9/11/2019,Montgomery,PA,1,2019,254,11/7/2015,9/22/2014,1404,1815
4/11/2020,Delaware,PA,1,2020,102,11/7/2015,9/22/2014,1617,2028
4/13/2020,Montgomery,PA,1,2020,104,11/7/2015,9/22/2014,1619,2030
10/19/2019,Lehigh,PA,1,2019,292,11/7/2015,9/22/2014,1442,1853
10/28/2019,Delaware,PA,1,2019,301,11/7/2015,9/22/2014,1451,1862
9/13/2019,Bucks,PA,1,2019,256,11/7/2015,9/22/2014,1406,1817
11/2/2019,Philadelphia,PA,1,2019,306,11/7/2015,9/22/2014,1456,1867
8/7/2019,Chester,PA,1,2019,219,11/7/2015,9/22/2014,1369,1780
8/17/2018,Berks,PA,1,2018,229,11/7/2015,9/22/2014,1014,1425
11/21/2019,Philadelphia,PA,1,2019,325,11/7/2015,9/22/2014,1475,1886
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
8/2/2019,Montgomery,PA,1,2019,214,11/7/2015,9/22/2014,1364,1775
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Montgomery,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Montgomery,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Montgomery,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Montgomery,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/25/2020,Montgomery,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
4/25/2020,Philadelphia,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
4/25/2020,Lancaster,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
4/25/2020,Bucks,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
4/25/2020,Delaware,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
4/25/2020,Delaware,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
4/26/2020,Philadelphia,PA,1,2020,117,11/7/2015,9/22/2014,1632,2043
4/27/2020,Philadelphia,PA,1,2020,118,11/7/2015,9/22/2014,1633,2044
4/24/2020,Philadelphia,PA,1,2020,115,11/7/2015,9/22/2014,1630,2041
4/28/2020,Montgomery,PA,1,2020,119,11/7/2015,9/22/2014,1634,2045
10/14/2019,Montgomery,PA,1,2019,287,11/7/2015,9/22/2014,1437,1848
5/1/2020,Philadelphia,PA,1,2020,122,11/7/2015,9/22/2014,1637,2048
4/25/2020,Montgomery,PA,1,2020,116,11/7/2015,9/22/2014,1631,2042
5/5/2020,Philadelphia,PA,1,2020,126,11/7/2015,9/22/2014,1641,2052
5/5/2020,Philadelphia,PA,1,2020,126,11/7/2015,9/22/2014,1641,2052
5/7/2020,Philadelphia,PA,1,2020,128,11/7/2015,9/22/2014,1643,2054
5/10/2020,Philadelphia,PA,1,2020,131,11/7/2015,9/22/2014,1646,2057
5/13/2020,Philadelphia,PA,1,2020,134,11/7/2015,9/22/2014,1649,2060
5/13/2020,Chester,PA,1,2020,134,11/7/2015,9/22/2014,1649,2060
5/14/2020,Montgomery,PA,1,2020,135,11/7/2015,9/22/2014,1650,2061
5/14/2020,Bucks,PA,1,2020,135,11/7/2015,9/22/2014,1650,2061
5/14/2020,Chester,PA,1,2020,135,11/7/2015,9/22/2014,1650,2061
5/14/2020,Philadelphia,PA,1,2020,135,11/7/2015,9/22/2014,1650,2061
5/15/2020,Philadelphia,PA,1,2020,136,11/7/2015,9/22/2014,1651,2062
5/15/2020,Montgomery,PA,1,2020,136,11/7/2015,9/22/2014,1651,2062
5/15/2020,Montgomery,PA,1,2020,136,11/7/2015,9/22/2014,1651,2062
5/16/2020,Philadelphia,PA,1,2020,137,11/7/2015,9/22/2014,1652,2063
5/17/2020,Lehigh,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Philadelphia,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Philadelphia,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Philadelphia,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Philadelphia,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Chester,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Philadelphia,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/17/2020,Philadelphia,PA,1,2020,138,11/7/2015,9/22/2014,1653,2064
5/18/2020,Philadelphia,PA,1,2020,139,11/7/2015,9/22/2014,1654,2065
5/18/2020,Philadelphia,PA,1,2020,139,11/7/2015,9/22/2014,1654,2065
5/18/2020,Philadelphia,PA,1,2020,139,11/7/2015,9/22/2014,1654,2065
5/18/2020,Montgomery,PA,1,2020,139,11/7/2015,9/22/2014,1654,2065
5/18/2020,Philadelphia,PA,1,2020,139,11/7/2015,9/22/2014,1654,2065
5/18/2020,Philadelphia,PA,1,2020,139,11/7/2015,9/22/2014,1654,2065
5/20/2020,Delaware,PA,1,2020,141,11/7/2015,9/22/2014,1656,2067
5/20/2020,Philadelphia,PA,1,2020,141,11/7/2015,9/22/2014,1656,2067
5/20/2020,Philadelphia,PA,1,2020,141,11/7/2015,9/22/2014,1656,2067
5/21/2020,Philadelphia,PA,1,2020,142,11/7/2015,9/22/2014,1657,2068
5/21/2020,Burlington,NJ,1,2020,142,7/18/2018,7/17/2018,673,674
5/21/2020,Philadelphia,PA,1,2020,142,11/7/2015,9/22/2014,1657,2068
5/21/2020,Philadelphia,PA,1,2020,142,11/7/2015,9/22/2014,1657,2068
5/21/2020,Philadelphia,PA,1,2020,142,11/7/2015,9/22/2014,1657,2068
5/21/2020,Philadelphia,PA,1,2020,142,11/7/2015,9/22/2014,1657,2068
5/21/2020,Philadelphia,PA,1,2020,142,11/7/2015,9/22/2014,1657,2068
5/21/2020,Gloucester,NJ,1,2020,142,7/18/2018,7/17/2018,673,674
5/21/2020,Gloucester,NJ,1,2020,142,7/18/2018,7/17/2018,673,674
5/22/2020,Delaware,PA,1,2020,143,11/7/2015,9/22/2014,1658,2069
5/23/2020,Philadelphia,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Philadelphia,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Philadelphia,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Montgomery,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Philadelphia,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Philadelphia,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Philadelphia,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/23/2020,Lancaster,PA,1,2020,144,11/7/2015,9/22/2014,1659,2070
5/24/2020,Philadelphia,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/24/2020,Philadelphia,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/24/2020,Philadelphia,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/24/2020,Delaware,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/24/2020,Philadelphia,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/24/2020,Delaware,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/25/2020,Delaware,PA,1,2020,146,11/7/2015,9/22/2014,1661,2072
5/25/2020,Delaware,PA,1,2020,146,11/7/2015,9/22/2014,1661,2072
5/25/2020,Montgomery,PA,1,2020,146,11/7/2015,9/22/2014,1661,2072
5/25/2020,Montgomery,PA,1,2020,146,11/7/2015,9/22/2014,1661,2072
5/25/2020,Delaware,PA,1,2020,146,11/7/2015,9/22/2014,1661,2072
5/24/2020,Philadelphia,PA,1,2020,145,11/7/2015,9/22/2014,1660,2071
5/25/2020,Delaware,PA,1,2020,146,11/7/2015,9/22/2014,1661,2072
